114,PODČETRTEK,1.482.557 ,175.100 ,84.435 ,11.747 ,71.411 ,23.740 ,0 ,6.234 ,3.280 ,3.155 ,2.124 ,8.208 ,0 ,24.670 ,7.507 ,7.507 ,0 ,0 ,0 ,0 ,948.786 ,7.332 ,0 ,7.332 ,96.524 ,0 ,0 ,75 ,0 ,0 ,96.449 ,46.958 ,46.958 ,797.972 ,164.251 ,22.588 ,0 ,611.133 ,358.671 ,358.671 ,0 ,0 ,21.424 ,0 ,305.704 ,0 ,7.232 ,0 ,24.311 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-75.242 
115,PODLEHNIK,758.646 ,125.542 ,26.986 ,3.551 ,74.140 ,44.992 ,0 ,2.687 ,1.260 ,1.373 ,4.286 ,0 ,0 ,19.542 ,0 ,0 ,0 ,0 ,0 ,20.865 ,283.630 ,32.574 ,11.709 ,20.865 ,117.001 ,0 ,0 ,1.010 ,0 ,0 ,115.991 ,41.312 ,41.312 ,92.743 ,0 ,21.495 ,0 ,71.249 ,310.812 ,310.812 ,801 ,21.282 ,9.744 ,0 ,64.826 ,213.316 ,0 ,0 ,843 ,38.662 ,38.662 ,0 ,0 ,0 ,3.960 ,0 ,0 ,0 ,34.702 ,0 ,127.266 
116,PODVELKA,1.109.189 ,123.535 ,25.630 ,11.033 ,81.109 ,37.840 ,0 ,14.680 ,568 ,1.924 ,0 ,1.189 ,0 ,24.908 ,0 ,0 ,0 ,0 ,0 ,5.763 ,520.130 ,1.740 ,1.740 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,45.848 ,45.848 ,472.542 ,3.418 ,16.713 ,0 ,452.412 ,422.271 ,422.271 ,0 ,0 ,626 ,0 ,94.846 ,315.502 ,0 ,0 ,11.296 ,43.252 ,43.252 ,0 ,0 ,11.071 ,0 ,0 ,0 ,23.481 ,8.701 ,0 ,4.548 
117,POLZELA,1.346.161 ,284.948 ,61.751 ,8.304 ,205.704 ,18.816 ,2.800 ,33.421 ,672 ,3.927 ,82.495 ,0 ,0 ,63.575 ,0 ,0 ,0 ,0 ,0 ,9.189 ,584.890 ,13.612 ,0 ,13.612 ,111.163 ,0 ,0 ,1.423 ,0 ,0 ,109.740 ,108.509 ,108.509 ,351.607 ,14.372 ,17.727 ,0 ,319.508 ,331.034 ,331.034 ,0 ,0 ,11.605 ,0 ,72.651 ,246.779 ,0 ,0 ,0 ,145.289 ,145.289 ,20.873 ,0 ,34.356 ,0 ,0 ,0 ,0 ,90.060 ,0 ,78.017 
118,POSTOJNA,5.735.562 ,1.322.417 ,261.751 ,35.808 ,1.017.001 ,69.897 ,82.374 ,140.782 ,4.557 ,718 ,485.591 ,1.594 ,61.296 ,170.193 ,7.858 ,3.630 ,0 ,0 ,4.227 ,0 ,2.447.054 ,66.763 ,0 ,66.763 ,942.276 ,0 ,0 ,19.045 ,0 ,5.133 ,918.098 ,293.607 ,293.607 ,1.144.408 ,120.230 ,43.327 ,581.397 ,399.453 ,1.891.892 ,1.891.892 ,0 ,0 ,223.894 ,405 ,1.632.102 ,16.854 ,2.754 ,0 ,15.882 ,74.199 ,74.199 ,0 ,0 ,14.764 ,0 ,0 ,0 ,0 ,59.435 ,0 ,-519.058 
119,PREBOLD,1.226.728 ,383.838 ,105.633 ,7.645 ,267.873 ,37.360 ,9.856 ,30.137 ,4.290 ,63 ,159.122 ,0 ,0 ,27.045 ,0 ,0 ,0 ,0 ,0 ,2.687 ,454.206 ,21.119 ,0 ,21.119 ,75.568 ,0 ,0 ,0 ,0 ,0 ,75.568 ,88.028 ,88.028 ,269.492 ,0 ,16.437 ,0 ,253.055 ,373.527 ,373.527 ,0 ,0 ,21.991 ,0 ,36.789 ,304.820 ,0 ,0 ,9.927 ,15.156 ,15.156 ,0 ,0 ,13.353 ,1.803 ,0 ,0 ,0 ,0 ,0 ,177.537 
120,PREDDVOR,1.002.170 ,473.481 ,54.098 ,7.862 ,386.380 ,58.930 ,255 ,16.658 ,5.938 ,714 ,229.941 ,29 ,0 ,73.915 ,13 ,13 ,0 ,0 ,0 ,25.129 ,333.312 ,29.048 ,12.615 ,16.433 ,190.991 ,0 ,1.878 ,0 ,0 ,2.086 ,187.026 ,69.429 ,69.429 ,43.845 ,0 ,5.717 ,0 ,38.128 ,173.886 ,173.886 ,12.736 ,0 ,2.366 ,0 ,86.709 ,34.468 ,6.022 ,0 ,31.585 ,21.491 ,21.491 ,0 ,0 ,19.871 ,0 ,0 ,0 ,0 ,1.619 ,0 ,26.423 
121,PREVALJE,2.097.563 ,701.995 ,153.943 ,19.496 ,502.228 ,38.929 ,14.718 ,39.096 ,3.309 ,3.000 ,295.689 ,1.531 ,24.574 ,81.380 ,13.391 ,13.370 ,21 ,0 ,0 ,12.936 ,753.322 ,6.881 ,3.731 ,3.151 ,447.909 ,0 ,0 ,0 ,0 ,0 ,447.909 ,113.403 ,113.403 ,185.128 ,7.870 ,0 ,3.902 ,173.356 ,615.878 ,615.878 ,0 ,0 ,121.478 ,0 ,305.003 ,0 ,44.467 ,0 ,144.930 ,26.369 ,26.369 ,0 ,0 ,0 ,3.539 ,0 ,0 ,0 ,22.830 ,0 ,28.063 
122,PTUJ (M),11.714.947 ,1.632.182 ,722.697 ,98.802 ,738.954 ,144.383 ,0 ,146.328 ,14.305 ,7.528 ,46.157 ,2.057 ,62.406 ,315.790 ,10.357 ,10.357 ,0 ,0 ,0 ,61.371 ,5.310.395 ,13.604 ,0 ,13.604 ,1.436.417 ,0 ,0 ,0 ,0 ,2.767 ,1.433.650 ,465.436 ,465.436 ,3.394.938 ,11.868 ,153.326 ,68.853 ,3.160.891 ,3.238.817 ,3.238.817 ,251.765 ,0 ,50.225 ,0 ,2.795.785 ,31.222 ,39.417 ,0 ,70.401 ,1.533.555 ,1.533.555 ,0 ,0 ,83.459 ,593.645 ,0 ,645.681 ,0 ,210.770 ,0 ,-147.400 
123,PUCONCI,3.012.360 ,560.558 ,128.088 ,16.508 ,400.522 ,44.663 ,10.144 ,33.183 ,2.399 ,4.761 ,247.384 ,0 ,2.988 ,54.999 ,0 ,0 ,0 ,0 ,0 ,15.440 ,1.023.527 ,154.515 ,0 ,154.515 ,203.063 ,0 ,0 ,0 ,0 ,597 ,202.466 ,93.528 ,93.528 ,572.421 ,174.608 ,48.823 ,0 ,348.990 ,1.008.262 ,1.008.262 ,0 ,0 ,25.630 ,5.391 ,163.199 ,758.655 ,2.525 ,0 ,52.863 ,420.013 ,420.013 ,0 ,0 ,72.304 ,0 ,0 ,30.099 ,3.551 ,314.059 ,0 ,300.759 
124,RAČE - FRAM,1.879.377 ,240.436 ,97.200 ,13.554 ,127.934 ,41.754 ,0 ,10.870 ,3.213 ,3.605 ,4.895 ,0 ,0 ,63.595 ,0 ,0 ,0 ,0 ,0 ,1.748 ,794.763 ,74.800 ,0 ,74.800 ,89.092 ,0 ,0 ,0 ,0 ,0 ,89.092 ,74.487 ,74.487 ,556.385 ,0 ,30.909 ,0 ,525.476 ,621.637 ,621.637 ,0 ,0 ,16.116 ,0 ,414.947 ,126.310 ,0 ,0 ,64.263 ,222.542 ,222.542 ,222.542 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37.473 
125,RADEČE,1.864.568 ,279.736 ,140.027 ,17.439 ,104.599 ,15.824 ,384 ,9.393 ,2.212 ,242 ,9.569 ,1.022 ,0 ,65.953 ,14.159 ,0 ,0 ,0 ,14.159 ,3.514 ,811.138 ,0 ,0 ,0 ,272.417 ,0 ,0 ,0 ,0 ,0 ,272.417 ,82.428 ,82.428 ,456.293 ,15.231 ,26.878 ,0 ,414.184 ,215.644 ,215.644 ,4.064 ,2.654 ,11.313 ,0 ,73.598 ,110.775 ,0 ,0 ,13.241 ,558.050 ,558.050 ,0 ,0 ,0 ,457.340 ,0 ,0 ,0 ,100.709 ,0 ,-41.850 
126,RADENCI,1.949.958 ,494.463 ,115.098 ,16.295 ,351.828 ,62.544 ,0 ,76.740 ,1.047 ,2.091 ,126.127 ,0 ,0 ,83.279 ,2.721 ,2.721 ,0 ,0 ,0 ,8.521 ,698.477 ,35.378 ,0 ,35.378 ,72.784 ,0 ,0 ,0 ,0 ,4.649 ,68.136 ,116.900 ,116.900 ,473.414 ,60.925 ,22.413 ,0 ,390.077 ,664.401 ,664.401 ,0 ,0 ,3.906 ,0 ,608.863 ,0 ,14.881 ,0 ,36.751 ,92.618 ,92.618 ,0 ,3.155 ,0 ,0 ,0 ,0 ,0 ,89.463 ,0 ,-246.094 
127,RADLJE OB DRAVI,2.359.097 ,738.487 ,100.392 ,13.274 ,611.263 ,85.887 ,56.042 ,50.401 ,2.558 ,1.982 ,309.364 ,11.922 ,246 ,92.860 ,6.998 ,4.444 ,1.869 ,0 ,684 ,6.560 ,875.885 ,0 ,0 ,0 ,223.201 ,0 ,0 ,5.091 ,0 ,6.710 ,211.400 ,139.054 ,139.054 ,513.629 ,56.990 ,27.959 ,3.113 ,425.568 ,484.898 ,484.898 ,0 ,14.397 ,16.020 ,739 ,333.463 ,46.123 ,3.301 ,0 ,70.856 ,259.827 ,259.827 ,0 ,150.643 ,17.268 ,547 ,0 ,0 ,0 ,91.370 ,0 ,10.595 
128,RADOVLJICA,6.420.026 ,913.032 ,310.520 ,43.691 ,503.322 ,111.480 ,7.870 ,120.698 ,9.952 ,1.652 ,45.915 ,0 ,0 ,205.754 ,0 ,0 ,0 ,0 ,0 ,55.500 ,2.904.824 ,160.870 ,20.852 ,140.018 ,415.849 ,0 ,0 ,45.326 ,0 ,12.519 ,358.004 ,405.262 ,405.262 ,1.922.843 ,76.627 ,0 ,0 ,1.846.215 ,1.957.954 ,1.957.954 ,184.548 ,0 ,58.788 ,0 ,914.472 ,464.200 ,201.369 ,0 ,134.577 ,644.216 ,644.216 ,252.324 ,0 ,133.659 ,0 ,0 ,30.479 ,0 ,227.754 ,0 ,70.756 
129,RAVNE NA KOROŠKEM,3.919.746 ,1.123.531 ,278.622 ,34.631 ,744.901 ,52.954 ,26.936 ,74.320 ,4.156 ,8.179 ,413.766 ,28.238 ,136.350 ,0 ,39.501 ,13.737 ,1.118 ,24.645 ,0 ,25.876 ,1.840.853 ,36.087 ,31.080 ,5.008 ,392.005 ,0 ,0 ,10.549 ,0 ,5.600 ,375.855 ,153.080 ,153.080 ,1.259.681 ,22.509 ,0 ,10.841 ,1.226.331 ,852.662 ,852.662 ,69.467 ,0 ,50.071 ,555 ,458.242 ,164.100 ,35.595 ,0 ,74.633 ,102.700 ,102.700 ,7.094 ,0 ,32.661 ,20.214 ,0 ,0 ,0 ,42.731 ,0 ,60.991 
130,RAZKRIŽJE,298.725 ,62.022 ,16.942 ,2.462 ,37.677 ,2.320 ,0 ,6.831 ,405 ,2.237 ,15.244 ,0 ,0 ,10.641 ,601 ,601 ,0 ,0 ,0 ,4.340 ,157.559 ,5.709 ,1.540 ,4.169 ,45.827 ,0 ,0 ,0 ,0 ,1.385 ,44.442 ,6.556 ,6.556 ,99.468 ,0 ,1.675 ,0 ,97.793 ,69.241 ,69.241 ,0 ,0 ,2.704 ,2.228 ,51.824 ,2.479 ,1.836 ,0 ,8.171 ,9.902 ,9.902 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9.902 ,0 ,34.696 
131,RIBNICA,3.235.474 ,630.333 ,246.816 ,33.734 ,304.215 ,78.514 ,18.202 ,25.242 ,104.653 ,6.301 ,27.992 ,5.371 ,0 ,37.940 ,15.970 ,15.970 ,0 ,0 ,0 ,29.599 ,1.212.590 ,75.605 ,0 ,75.605 ,83.379 ,0 ,0 ,0 ,0 ,0 ,83.379 ,0 ,0 ,1.053.605 ,73.122 ,18.261 ,8.575 ,953.647 ,1.254.619 ,1.254.619 ,0 ,0 ,7.031 ,11.993 ,832.737 ,292.752 ,14.697 ,0 ,95.410 ,137.932 ,137.932 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,137.932 ,0 ,71.774 
132,RIBNICA NA POHORJU,403.555 ,45.556 ,8.834 ,1.373 ,32.929 ,9.585 ,0 ,5.512 ,0 ,918 ,0 ,0 ,0 ,16.913 ,0 ,0 ,0 ,0 ,0 ,2.420 ,222.271 ,4.661 ,0 ,4.661 ,54.665 ,0 ,0 ,7.820 ,1.786 ,0 ,45.059 ,28.706 ,28.706 ,134.239 ,0 ,0 ,64.397 ,69.842 ,127.913 ,127.913 ,0 ,0 ,8.308 ,0 ,5.229 ,113.933 ,0 ,0 ,442 ,7.816 ,7.816 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7.816 ,0 ,77.278 
133,ROGAŠKA SLATINA,3.230.746 ,450.655 ,223.293 ,28.038 ,167.176 ,42.138 ,16.341 ,12.594 ,1.807 ,7.778 ,5.951 ,0 ,0 ,80.567 ,7.941 ,0 ,7.941 ,0 ,0 ,24.207 ,1.999.608 ,20.610 ,0 ,20.610 ,215.035 ,10.808 ,0 ,15.845 ,0 ,826 ,187.556 ,151.193 ,151.193 ,1.612.769 ,216.466 ,55.592 ,0 ,1.340.711 ,357.194 ,357.194 ,0 ,0 ,1.773 ,380 ,262.323 ,92.718 ,0 ,0 ,0 ,423.289 ,423.289 ,0 ,0 ,29.498 ,0 ,0 ,0 ,0 ,393.791 ,0 ,151.135 
134,ROGAŠOVCI,1.172.238 ,203.806 ,41.245 ,5.938 ,149.065 ,23.510 ,0 ,23.756 ,772 ,1.961 ,64.155 ,3.968 ,0 ,30.942 ,1.652 ,1.652 ,0 ,0 ,0 ,5.905 ,425.772 ,27.370 ,0 ,27.370 ,142.781 ,0 ,0 ,0 ,0 ,0 ,142.781 ,51.089 ,51.089 ,204.532 ,83.404 ,39.363 ,0 ,81.764 ,518.795 ,518.795 ,0 ,0 ,11.989 ,0 ,469.588 ,30.145 ,0 ,0 ,7.073 ,23.865 ,23.865 ,0 ,0 ,4.695 ,5.333 ,0 ,0 ,0 ,13.837 ,0 ,-75.263 
135,ROGATEC,1.113.529 ,279.928 ,85.203 ,10.570 ,177.858 ,58.492 ,15.778 ,34.665 ,7.687 ,3.530 ,22.087 ,7.941 ,0 ,27.679 ,38 ,38 ,0 ,0 ,0 ,6.259 ,390.427 ,7.194 ,0 ,7.194 ,76.018 ,0 ,0 ,0 ,0 ,0 ,76.018 ,37.523 ,37.523 ,269.692 ,0 ,17.263 ,13.771 ,238.658 ,399.533 ,399.533 ,6.948 ,0 ,7.716 ,0 ,224.253 ,45.585 ,45.264 ,0 ,69.767 ,43.640 ,43.640 ,417 ,0 ,30.846 ,8.417 ,0 ,0 ,0 ,3.960 ,0 ,79.386 
136,RUŠE,2.491.938 ,876.298 ,324.311 ,44.350 ,493.465 ,90.306 ,0 ,52.512 ,8.630 ,2.888 ,264.726 ,17.989 ,0 ,56.414 ,0 ,0 ,0 ,0 ,0 ,14.171 ,1.042.568 ,24.846 ,0 ,24.846 ,197.492 ,0 ,0 ,0 ,0 ,0 ,197.492 ,77.541 ,77.541 ,742.689 ,0 ,52.095 ,169.137 ,521.457 ,492.764 ,492.764 ,0 ,16.066 ,20.172 ,1.673 ,198.777 ,116.350 ,105.750 ,0 ,33.976 ,80.308 ,80.308 ,0 ,0 ,26.465 ,0 ,0 ,0 ,0 ,53.843 ,0 ,343.290 
137,SELNICA OB DRAVI,1.655.729 ,322.959 ,151.214 ,19.221 ,144.396 ,23.823 ,4.231 ,20.698 ,2.041 ,501 ,65.715 ,4.340 ,0 ,23.047 ,0 ,0 ,0 ,0 ,0 ,8.129 ,855.959 ,16.145 ,2.020 ,14.125 ,355 ,0 ,0 ,0 ,0 ,0 ,355 ,11.346 ,11.346 ,828.113 ,0 ,37.356 ,1.732 ,789.025 ,31.355 ,31.355 ,0 ,0 ,18.707 ,0 ,12.648 ,0 ,0 ,0 ,0 ,445.456 ,445.456 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,445.456 ,0 ,18.486 
138,SEMIČ,1.624.040 ,346.399 ,83.688 ,11.037 ,246.808 ,38.495 ,0 ,21.361 ,2.178 ,2.487 ,142.063 ,1.920 ,0 ,38.303 ,1.527 ,0 ,0 ,1.527 ,0 ,3.338 ,438.474 ,28.543 ,1.431 ,27.112 ,111.242 ,13.662 ,0 ,747 ,0 ,8.475 ,88.358 ,72.396 ,72.396 ,226.294 ,5.946 ,0 ,417 ,219.930 ,430.133 ,430.133 ,20.956 ,0 ,10.124 ,250 ,259.723 ,15.811 ,37.535 ,4.173 ,81.560 ,409.034 ,409.034 ,0 ,0 ,61.279 ,255.425 ,0 ,0 ,0 ,92.330 ,0 ,-11.067 
139,SEVNICA,6.612.581 ,765.882 ,291.729 ,39.781 ,362.214 ,59.443 ,159 ,125.522 ,10.194 ,3.835 ,20.902 ,580 ,0 ,141.579 ,32.323 ,32.323 ,0 ,0 ,0 ,39.835 ,2.389.689 ,157.661 ,0 ,157.661 ,353.514 ,0 ,0 ,0 ,0 ,2.529 ,350.985 ,161.734 ,161.734 ,1.716.779 ,61.342 ,66.758 ,0 ,1.588.679 ,2.685.741 ,2.685.741 ,116.996 ,12.310 ,35.737 ,1.323 ,940.774 ,1.467.735 ,37.465 ,0 ,73.402 ,771.269 ,771.269 ,554.144 ,46.737 ,56.151 ,0 ,0 ,0 ,0 ,114.238 ,0 ,114.155 
140,SEŽANA,4.475.338 ,1.057.954 ,309.969 ,42.827 ,675.280 ,56.118 ,3.835 ,152.245 ,3.393 ,2.045 ,131.472 ,2.675 ,34.135 ,289.363 ,0 ,0 ,0 ,0 ,0 ,29.878 ,2.041.462 ,84.064 ,35.779 ,48.285 ,810.524 ,0 ,0 ,34.756 ,296 ,3.426 ,772.046 ,225.822 ,225.822 ,921.052 ,88.796 ,0 ,16.692 ,815.565 ,1.065.377 ,1.065.377 ,0 ,0 ,52.788 ,0 ,916.955 ,0 ,31.902 ,0 ,63.733 ,310.545 ,310.545 ,0 ,0 ,16.692 ,0 ,0 ,0 ,0 ,293.853 ,0 ,141.350 
141,SLOVENJ GRADEC (M),6.792.301 ,1.968.511 ,419.913 ,59.594 ,1.435.174 ,123.435 ,105.963 ,160.720 ,22.751 ,10.887 ,692.213 ,121.319 ,976 ,196.908 ,15.023 ,1.440 ,0 ,13.583 ,0 ,38.808 ,2.491.041 ,658.233 ,632.908 ,25.325 ,386.317 ,0 ,1.836 ,14.384 ,0 ,0 ,370.097 ,232.933 ,232.933 ,1.213.558 ,99.253 ,44.291 ,85.679 ,984.335 ,2.332.749 ,2.332.749 ,50.150 ,0 ,141.295 ,50 ,1.466.834 ,222.855 ,109.907 ,0 ,341.658 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,125.664 
142,SLOVENSKA BISTRICA,10.368.853 ,1.906.205 ,405.429 ,52.792 ,1.373.381 ,109.844 ,89.768 ,370.143 ,11.150 ,6.794 ,659.665 ,18.899 ,1.365 ,105.754 ,33.880 ,33.880 ,0 ,0 ,0 ,40.724 ,4.447.384 ,116.162 ,0 ,116.162 ,2.082.945 ,0 ,0 ,0 ,0 ,45.602 ,2.037.344 ,366.487 ,366.487 ,1.881.789 ,481.193 ,134.452 ,213.754 ,1.052.391 ,3.459.168 ,3.459.168 ,0 ,0 ,16.842 ,0 ,2.753.105 ,537.798 ,16.909 ,0 ,134.514 ,556.097 ,556.097 ,268.807 ,0 ,64.680 ,0 ,0 ,0 ,0 ,222.609 ,0 ,-814.710 
143,SLOVENSKE KONJICE,4.290.511 ,1.291.345 ,231.280 ,32.674 ,964.025 ,210.741 ,4.949 ,99.508 ,10.399 ,1.385 ,409.326 ,2.003 ,0 ,225.714 ,33.734 ,31.714 ,0 ,2.020 ,0 ,29.632 ,1.841.512 ,49.241 ,0 ,49.241 ,891.525 ,0 ,0 ,5.633 ,0 ,6.869 ,879.023 ,125.893 ,125.893 ,774.854 ,220.431 ,46.178 ,100.363 ,407.883 ,796.603 ,796.603 ,87.402 ,0 ,2.287 ,0 ,499.758 ,149.516 ,20.422 ,0 ,37.218 ,361.050 ,361.050 ,119.433 ,10.616 ,16.750 ,35.470 ,0 ,0 ,10.870 ,167.910 ,0 ,306.556 
144,SODRAŽICA,630.863 ,130.875 ,42.489 ,4.340 ,79.486 ,22.338 ,3.977 ,4.757 ,41.137 ,1.523 ,3.105 ,0 ,0 ,2.650 ,0 ,0 ,0 ,0 ,0 ,4.561 ,192.063 ,4.473 ,0 ,4.473 ,8.221 ,0 ,0 ,0 ,0 ,0 ,8.221 ,0 ,0 ,179.369 ,0 ,3.743 ,0 ,175.626 ,297.876 ,297.876 ,0 ,0 ,15.144 ,2.629 ,208.179 ,71.290 ,0 ,0 ,634 ,10.048 ,10.048 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10.048 ,0 ,43.440 
145,SOLČAVA,369.170 ,70.948 ,23.656 ,2.762 ,43.974 ,5.846 ,2.671 ,8.221 ,0 ,885 ,17.468 ,29 ,0 ,8.855 ,0 ,0 ,0 ,0 ,0 ,555 ,124.082 ,28.676 ,1.064 ,27.612 ,41.771 ,0 ,542 ,125 ,0 ,0 ,41.103 ,19.191 ,19.191 ,34.443 ,413 ,2.074 ,58 ,31.898 ,101.849 ,101.849 ,0 ,0 ,4.231 ,0 ,70.589 ,7.457 ,835 ,730 ,18.006 ,72.292 ,72.292 ,0 ,0 ,0 ,14.121 ,0 ,58.171 ,0 ,0 ,0 ,32.332 
146,STARŠE,1.396.849 ,272.208 ,106.067 ,14.818 ,151.110 ,33.162 ,467 ,30.763 ,6.055 ,3.438 ,2.228 ,0 ,0 ,74.996 ,213 ,0 ,0 ,213 ,0 ,0 ,759.698 ,48.631 ,0 ,48.631 ,85.332 ,0 ,0 ,0 ,0 ,0 ,85.332 ,120.059 ,120.059 ,505.675 ,17.013 ,18.991 ,0 ,469.671 ,310.649 ,310.649 ,0 ,7.657 ,3.534 ,0 ,245.481 ,3.005 ,5.567 ,0 ,45.406 ,54.294 ,54.294 ,0 ,0 ,0 ,54.294 ,0 ,0 ,0 ,0 ,0 ,195.702 
147,SVETA ANA,577.278 ,89.680 ,46.507 ,5.312 ,31.309 ,11.409 ,0 ,5.571 ,1.256 ,396 ,2.379 ,0 ,0 ,10.299 ,351 ,42 ,0 ,309 ,0 ,6.201 ,315.586 ,7.833 ,0 ,7.833 ,60.587 ,0 ,0 ,0 ,0 ,0 ,60.587 ,21.040 ,21.040 ,226.127 ,0 ,11.163 ,0 ,214.964 ,158.087 ,158.087 ,0 ,0 ,7.257 ,0 ,123.477 ,12.865 ,0 ,0 ,14.488 ,13.925 ,13.925 ,0 ,0 ,0 ,0 ,0 ,0 ,6.259 ,7.666 ,0 ,191.254 
148,SVETI ANDRAŽ V SLOV. GORICAH,453.614 ,133.667 ,45.827 ,6.301 ,79.924 ,15.006 ,380 ,6.497 ,0 ,8.141 ,39.513 ,0 ,0 ,10.386 ,154 ,154 ,0 ,0 ,0 ,1.461 ,105.145 ,1.244 ,0 ,1.244 ,37.544 ,0 ,0 ,0 ,0 ,0 ,37.544 ,13.662 ,13.662 ,52.696 ,822 ,9.690 ,0 ,42.184 ,214.801 ,214.801 ,0 ,0 ,15.039 ,0 ,191.082 ,0 ,0 ,0 ,8.680 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,41.007 
149,SVETI JURIJ,1.020.001 ,247.584 ,57.119 ,8.216 ,170.497 ,5.425 ,1.223 ,24.466 ,0 ,2.545 ,98.702 ,0 ,0 ,38.136 ,6.305 ,6.305 ,0 ,0 ,0 ,5.446 ,334.368 ,31.309 ,0 ,31.309 ,76.118 ,0 ,0 ,76.118 ,0 ,0 ,0 ,42.226 ,42.226 ,184.715 ,0 ,23.168 ,492 ,161.054 ,416.249 ,416.249 ,0 ,0 ,23.331 ,647 ,371.833 ,0 ,0 ,0 ,20.439 ,21.799 ,21.799 ,0 ,0 ,18.223 ,0 ,0 ,0 ,0 ,3.576 ,0 ,68.983 
150,ŠALOVCI,969.796 ,136.304 ,32.983 ,5.984 ,77.500 ,33.354 ,0 ,2.934 ,1.540 ,1.006 ,28.952 ,0 ,0 ,9.715 ,371 ,371 ,0 ,0 ,0 ,19.467 ,218.348 ,0 ,0 ,0 ,104.649 ,21.595 ,0 ,15.089 ,0 ,0 ,67.964 ,31.301 ,31.301 ,82.399 ,51.031 ,0 ,2.120 ,29.248 ,336.350 ,336.350 ,0 ,15.302 ,2.604 ,0 ,239.434 ,79.010 ,0 ,0 ,0 ,278.793 ,278.793 ,45.631 ,0 ,13.428 ,0 ,0 ,0 ,0 ,219.734 ,0 ,36.017 
151,ŠEMPETER - VRTOJBA,2.386.080 ,668.619 ,49.824 ,7.712 ,603.872 ,320.657 ,9.529 ,112.610 ,561 ,332 ,32.192 ,15.119 ,0 ,112.872 ,0 ,0 ,0 ,0 ,0 ,7.211 ,771.821 ,63.013 ,22.719 ,40.294 ,68.055 ,0 ,0 ,0 ,0 ,0 ,68.055 ,136.541 ,136.541 ,504.212 ,87.712 ,13.236 ,0 ,403.263 ,390.025 ,390.025 ,0 ,15.440 ,56.930 ,0 ,156.383 ,145.823 ,0 ,0 ,15.450 ,555.615 ,555.615 ,0 ,0 ,1.502 ,0 ,0 ,0 ,0 ,554.112 ,0 ,1.047.948 
152,ŠENČUR,2.300.609 ,490.740 ,77.379 ,11.471 ,388.257 ,53.113 ,10.436 ,56.243 ,4.920 ,726 ,158.325 ,0 ,3.276 ,101.218 ,0 ,0 ,0 ,0 ,0 ,13.633 ,877.466 ,45.468 ,3.251 ,42.217 ,226.131 ,0 ,8.429 ,1.502 ,2.270 ,1.252 ,212.677 ,130.233 ,130.233 ,475.634 ,0 ,18.407 ,0 ,457.228 ,885.891 ,885.891 ,0 ,0 ,30.058 ,25.309 ,655.867 ,133.555 ,17.693 ,0 ,23.410 ,46.511 ,46.511 ,0 ,0 ,14.605 ,0 ,0 ,0 ,0 ,31.906 ,0 ,34.039 
153,ŠENTILJ,2.918.240 ,524.533 ,296.808 ,24.708 ,175.405 ,33.025 ,1.657 ,23.197 ,4.749 ,4.181 ,18.219 ,0 ,0 ,90.377 ,10.854 ,10.854 ,0 ,0 ,0 ,16.758 ,1.387.690 ,80.608 ,0 ,80.608 ,240.578 ,0 ,0 ,0 ,0 ,0 ,240.578 ,104.761 ,104.761 ,961.743 ,0 ,82.816 ,0 ,878.927 ,883.258 ,883.258 ,0 ,0 ,15.590 ,0 ,751.427 ,64.476 ,4.907 ,0 ,46.858 ,122.759 ,122.759 ,0 ,0 ,0 ,0 ,0 ,0 ,60.165 ,62.594 ,0 ,328.689 
154,ŠENTJERNEJ,2.428.681 ,528.789 ,94.942 ,13.925 ,409.907 ,119.947 ,3.739 ,155.283 ,4.119 ,4.478 ,12.456 ,5.375 ,192 ,104.319 ,0 ,0 ,0 ,0 ,0 ,10.015 ,712.147 ,78.977 ,0 ,78.977 ,147.142 ,363 ,0 ,20.506 ,0 ,2.942 ,123.331 ,79.866 ,79.866 ,406.163 ,0 ,0 ,0 ,406.163 ,1.187.744 ,1.187.744 ,0 ,11.789 ,14.000 ,0 ,751.018 ,215.744 ,22.722 ,0 ,172.471 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.380 
