,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR
58.,163 ,OBČINA JEZERSKO,"89.318,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","89.318,52 ","0,00 ","89.318,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","107.732,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.041,24 ","2.041,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.083,21 ","20.083,21 ","85.608,31 ","85.608,31 ","14.398,90 ","14.398,90 ","14.398,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.000,00 ","0,00 ","0,00 ","30.000,00 ","30.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","376,57 ","0,00 ","0,00 ","376,57 ","376,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.588,40 ","12.588,40 ","0,00 ","12.588,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","254.415,15 "
59.,42 ,OBČINA JURŠINCI,"1.061,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.061,50 ","0,00 ","1.061,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","771.664,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","770.138,66 ","770.138,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.525,54 ","1.525,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.361,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.361,30 ","19.361,30 ","7.449,26 ","0,00 ","0,00 ","7.449,26 ","7.449,26 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","266.381,16 ","266.381,16 ","97.204,18 ","169.176,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.065.917,42 "
60.,43 ,OBČINA KAMNIK,"1.934.049,22 ","5.651,37 ","5.651,37 ","0,00 ","0,00 ","0,00 ","0,00 ","1.925.137,83 ","0,00 ","1.925.137,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.260,02 ","3.260,02 ","694,68 ","694,68 ","694,68 ","5.326,02 ","4.297,57 ","4.297,57 ","1.028,45 ","1.028,45 ","2.411.645,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.179.130,83 ","2.179.130,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","98.014,87 ","98.014,87 ","134.499,99 ","134.499,99 ","661.808,78 ","2.985,93 ","2.985,93 ","232.790,78 ","232.790,78 ","426.032,07 ","426.032,07 ","0,00 ","0,00 ","0,00 ","0,00 ","496.455,31 ","33.062,75 ","33.062,75 ","320.399,96 ","320.399,96 ","30.886,95 ","30.886,95 ","112.105,65 ","112.105,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","402.261,37 ","159.931,65 ","159.931,65 ","242.329,72 ","242.329,72 ","0,00 ","0,00 ","0,00 ","0,00 ","596.593,60 ","596.593,60 ","364.234,23 ","232.359,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","406,23 ","0,00 ","0,00 ","0,00 ","0,00 ","406,23 ","406,23 ","0,00 ","0,00 ","6.509.240,90 "
61.,44 ,OBČINA KANAL,"151.957,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","119.052,95 ","0,00 ","119.052,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.904,68 ","32.904,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","211.474,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","192.247,40 ","192.247,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.227,05 ","19.227,05 ","1.396.546,98 ","24.249,60 ","24.249,60 ","1.372.297,38 ","1.372.297,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","202.778,37 ","0,00 ","0,00 ","38.340,00 ","38.340,00 ","164.438,37 ","164.438,37 ","0,00 ","0,00 ","6.990,00 ","0,00 ","0,00 ","6.990,00 ","6.990,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","264.371,97 ","187.658,58 ","187.658,58 ","52.596,69 ","52.596,69 ","0,00 ","0,00 ","24.116,70 ","24.116,70 ","143.030,14 ","143.030,14 ","0,00 ","143.030,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.755,06 ","0,00 ","0,00 ","0,00 ","0,00 ","15.666,66 ","15.666,66 ","3.088,40 ","3.088,40 ","2.395.904,60 "
62.,45 ,OBČINA KIDRIČEVO,"12.899,96 ","384,00 ","384,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.515,96 ","0,00 ","12.515,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","449.607,18 ","0,00 ","0,00 ","0,00 ","31.364,95 ","31.364,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","394.113,45 ","394.113,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.128,78 ","24.128,78 ","52.572,97 ","12.188,97 ","12.188,97 ","40.384,00 ","40.384,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","94.666,74 ","3.889,73 ","3.889,73 ","31.875,55 ","31.875,55 ","0,00 ","0,00 ","58.901,46 ","58.901,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","52.165,21 ","43.382,67 ","43.382,67 ","8.782,54 ","8.782,54 ","0,00 ","0,00 ","0,00 ","0,00 ","2.351.872,05 ","2.351.872,05 ","2.351.872,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.013.784,11 "
63.,46 ,OBČINA KOBARID,"65.328,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","65.328,00 ","0,00 ","65.328,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","678.992,00 ","36.855,00 ","36.855,00 ","0,00 ","64.801,00 ","64.801,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","358.268,00 ","358.268,00 ","0,00 ","0,00 ","0,00 ","1.485,00 ","1.485,00 ","217.583,00 ","217.583,00 ","0,00 ","0,00 ","12.270,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.270,00 ","12.270,00 ","12.959,00 ","0,00 ","0,00 ","12.959,00 ","12.959,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.325,00 ","0,00 ","0,00 ","40.325,00 ","40.325,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","809.874,00 "
64.,47 ,OBČINA KOBILJE,"8.648,55 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.648,55 ","0,00 ","8.648,55 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.012,29 ","1.500,00 ","1.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.512,29 ","6.512,29 ","0,00 ","0,00 ","0,00 ","0,00 ","322,25 ","0,00 ","0,00 ","322,25 ","322,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","85.631,03 ","0,00 ","0,00 ","5.302,80 ","5.302,80 ","43.444,96 ","43.444,96 ","36.883,27 ","36.883,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","102.614,12 "
65.,48 ,OBČINA KOČEVJE,"691.597,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","691.508,31 ","0,00 ","691.508,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","89,00 ","89,00 ","900,00 ","900,00 ","900,00 ","2.512,24 ","0,00 ","0,00 ","2.512,24 ","2.512,24 ","2.513.957,65 ","1.582.794,89 ","1.582.794,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.000,00 ","0,00 ","0,00 ","35.000,00 ","313.357,91 ","313.357,91 ","0,00 ","0,00 ","0,00 ","24.000,00 ","24.000,00 ","483.600,00 ","483.600,00 ","75.204,85 ","75.204,85 ","2.265.228,66 ","0,00 ","0,00 ","2.265.228,66 ","2.265.228,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","707.421,84 ","556.352,99 ","556.352,99 ","72.360,00 ","72.360,00 ","48.720,00 ","48.720,00 ","29.988,85 ","29.988,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","396.420,79 ","380.305,79 ","380.305,79 ","8.975,00 ","8.975,00 ","0,00 ","0,00 ","7.140,00 ","7.140,00 ","361.510,36 ","361.510,36 ","39.415,25 ","322.095,11 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.712,40 ","0,00 ","0,00 ","0,00 ","0,00 ","20.712,40 ","20.712,40 ","0,00 ","0,00 ","6.960.261,25 "
66.,49 ,OBČINA KOMEN,"112.907,62 ","11.461,34 ","11.461,34 ","0,00 ","0,00 ","0,00 ","0,00 ","101.446,28 ","0,00 ","101.446,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.337,09 ","3.337,09 ","3.337,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","147.230,40 ","0,00 ","0,00 ","0,00 ","38.415,28 ","38.415,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.363,28 ","11.363,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","97.451,84 ","97.451,84 ","415.486,52 ","0,00 ","0,00 ","407.295,32 ","407.295,32 ","0,00 ","0,00 ","8.191,20 ","8.191,20 ","0,00 ","0,00 ","591.536,97 ","0,00 ","0,00 ","0,00 ","0,00 ","427.005,64 ","427.005,64 ","164.531,33 ","164.531,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","276.839,90 ","12.000,00 ","12.000,00 ","264.839,90 ","264.839,90 ","0,00 ","0,00 ","0,00 ","0,00 ","193.663,76 ","193.663,76 ","19.036,97 ","174.626,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.741.002,26 "
67.,164 ,OBČINA KOMENDA,"5.365.456,52 ","3.762,50 ","3.762,50 ","0,00 ","0,00 ","0,00 ","0,00 ","5.361.694,02 ","0,00 ","5.361.694,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.714,52 ","7.714,52 ","7.714,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","590.941,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","574.142,49 ","574.142,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.799,04 ","16.799,04 ","420.540,41 ","17.416,74 ","17.416,74 ","403.123,67 ","403.123,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","490.458,13 ","192.094,33 ","192.094,33 ","47.769,98 ","47.769,98 ","202.786,25 ","202.786,25 ","47.807,57 ","47.807,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.181,95 ","19.181,95 ","19.181,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.876,34 ","12.876,34 ","12.876,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","86.440,00 ","0,00 ","0,00 ","0,00 ","0,00 ","86.440,00 ","86.440,00 ","0,00 ","0,00 ","6.993.609,40 "
68.,50 ,MESTNA OBČINA KOPER,"17.311.006,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.285.431,00 ","0,00 ","17.285.431,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","25.575,96 ","25.575,96 ","36.366,77 ","36.366,77 ","36.366,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.999.807,22 ","198.767,03 ","198.767,03 ","0,00 ","83.169,71 ","83.169,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.890.793,18 ","5.855.055,50 ","35.737,68 ","0,00 ","0,00 ","503.725,86 ","503.725,86 ","112.304,58 ","112.304,58 ","2.211.046,86 ","2.211.046,86 ","10.292.879,63 ","2.571,30 ","2.571,30 ","10.290.308,33 ","10.290.308,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.074.366,50 ","0,00 ","0,00 ","89.122,10 ","89.122,10 ","606.654,00 ","606.654,00 ","378.590,40 ","378.590,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","911.567,36 ","220.330,11 ","220.330,11 ","691.237,25 ","691.237,25 ","0,00 ","0,00 ","0,00 ","0,00 ","3.729.158,86 ","3.729.158,86 ","544.887,37 ","3.184.271,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.480,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.480,00 ","2.480,00 ","0,00 ","0,00 ","42.357.633,30 "
69.,197 ,OBČINA KOSTANJEVICA NA KRKI,"14.835,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.835,76 ","0,00 ","14.835,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.560,00 ","2.560,00 ","2.560,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","407.088,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","377.153,28 ","377.153,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.988,00 ","5.988,00 ","23.947,13 ","23.947,13 ","6.000,00 ","0,00 ","0,00 ","6.000,00 ","6.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","42.905,80 ","2.000,00 ","2.000,00 ","38.328,00 ","38.328,00 ","1.548,20 ","1.548,20 ","1.029,60 ","1.029,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.960,00 ","3.960,00 ","3.960,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","477.349,97 "
70.,165 ,OBČINA KOSTEL,"9.758,01 ","1.953,51 ","1.953,51 ","0,00 ","0,00 ","0,00 ","0,00 ","7.804,50 ","0,00 ","7.804,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","311.530,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","311.530,07 ","311.530,07 ","0,00 ","0,00 ","206.838,18 ","0,00 ","0,00 ","206.838,18 ","206.838,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","208.607,21 ","0,00 ","0,00 ","31.787,78 ","31.787,78 ","173.425,87 ","173.425,87 ","3.393,56 ","3.393,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","736.733,47 "
71.,51 ,OBČINA KOZJE,"93.197,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","93.197,21 ","0,00 ","93.197,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.203,11 ","3.203,11 ","3.203,11 ","6.226,11 ","0,00 ","0,00 ","6.226,11 ","6.226,11 ","875.572,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","869.091,46 ","869.091,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.481,50 ","6.481,50 ","59.335,57 ","0,00 ","0,00 ","59.335,57 ","59.335,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","228.497,04 ","106.268,37 ","106.268,37 ","5.848,83 ","5.848,83 ","116.379,84 ","116.379,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","67.389,47 ","31.945,07 ","31.945,07 ","35.444,40 ","35.444,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","78.394,90 ","0,00 ","0,00 ","0,00 ","0,00 ","46.920,00 ","46.920,00 ","31.474,90 ","31.474,90 ","1.411.816,37 "
72.,52 ,MESTNA OBČINA KRANJ,"5.942.880,21 ","86.413,28 ","86.413,28 ","0,00 ","0,00 ","0,00 ","0,00 ","5.856.466,93 ","0,00 ","5.856.466,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.436,41 ","17.436,41 ","17.436,41 ","3.756,00 ","3.756,00 ","3.756,00 ","0,00 ","0,00 ","4.594.112,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.785.297,39 ","3.785.297,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","162.327,79 ","162.327,79 ","646.487,80 ","646.487,80 ","4.627.632,93 ","3.075.443,28 ","3.075.443,28 ","1.552.189,65 ","1.552.189,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","630.405,49 ","0,00 ","0,00 ","27.546,00 ","27.546,00 ","181.117,25 ","181.117,25 ","421.742,24 ","421.742,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.037.699,94 ","413.562,78 ","413.562,78 ","624.137,16 ","624.137,16 ","0,00 ","0,00 ","0,00 ","0,00 ","978.439,50 ","978.439,50 ","50.891,81 ","927.547,69 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","776.301,85 ","0,00 ","0,00 ","5.945,48 ","5.945,48 ","0,00 ","0,00 ","770.356,37 ","770.356,37 ","18.608.665,31 "
73.,53 ,OBČINA KRANJSKA GORA,"116.854,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","116.854,62 ","0,00 ","116.854,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","729.198,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","712.555,58 ","712.555,58 ","0,00 ","0,00 ","0,00 ","6.863,67 ","6.863,67 ","9.779,23 ","9.779,23 ","0,00 ","0,00 ","42.148,00 ","0,00 ","0,00 ","42.148,00 ","42.148,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","823.209,34 ","802.631,18 ","802.631,18 ","0,00 ","0,00 ","0,00 ","0,00 ","20.578,16 ","20.578,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.113.022,00 ","0,00 ","0,00 ","1.113.022,00 ","1.113.022,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.191.084,31 ","1.191.084,31 ","123.916,64 ","1.067.167,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.015.516,75 "
74.,166 ,OBČINA KRIŽEVCI,"30.566,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.566,83 ","0,00 ","30.566,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.475,04 ","0,00 ","0,00 ","8.475,04 ","8.475,04 ","167.266,65 ","0,00 ","0,00 ","0,00 ","19.843,19 ","19.843,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","147.423,46 ","147.423,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","513.536,23 ","0,00 ","0,00 ","507.785,83 ","507.785,83 ","0,00 ","0,00 ","0,00 ","0,00 ","5.750,40 ","5.750,40 ","37.521,57 ","0,00 ","0,00 ","23.121,40 ","23.121,40 ","14.400,17 ","14.400,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.686,51 ","0,00 ","0,00 ","2.686,51 ","2.686,51 ","0,00 ","0,00 ","0,00 ","0,00 ","1.513.641,49 ","1.513.641,49 ","1.512.443,49 ","1.198,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.273.694,32 "
