120.,PREDDVOR,2.168.378 ,397.100 ,90.173 ,15.085 ,7.436 ,5.959 ,50 ,83 ,1.557 ,285.295 ,28.443 ,2.712 ,31.635 ,2.170 ,2.846 ,139.797 ,0 ,0 ,4.135 ,73.556 ,0 ,0 ,0 ,0 ,0 ,6.547 ,6.547 ,0 ,0 ,510.370 ,12.752 ,0 ,12.752 ,254.778 ,0 ,3.117 ,0 ,0 ,0 ,251.661 ,78.672 ,78.672 ,164.167 ,0 ,12.778 ,0 ,151.390 ,0 ,0 ,0 ,1.172.146 ,1.172.146 ,0 ,4.820 ,12.807 ,1.360 ,995.998 ,0 ,626 ,0 ,156.535 ,88.762 ,88.762 ,14.605 ,74.157 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-132.503 
121.,PREVALJE,3.845.915 ,1.276.398 ,291.199 ,48.222 ,25.417 ,17.355 ,146 ,246 ,5.058 ,892.343 ,90.398 ,47.033 ,80.074 ,5.859 ,10.925 ,477.191 ,34.756 ,3.572 ,15.736 ,126.799 ,1.398 ,1.398 ,0 ,0 ,0 ,43.236 ,0 ,33.383 ,9.852 ,1.399.374 ,54.611 ,0 ,54.611 ,736.129 ,0 ,0 ,0 ,0 ,10.349 ,725.780 ,132.198 ,132.198 ,476.435 ,14.146 ,50.096 ,4.878 ,394.408 ,12.907 ,0 ,0 ,638.975 ,638.975 ,116.412 ,0 ,45.639 ,0 ,396.728 ,0 ,10.658 ,0 ,69.538 ,531.168 ,405.012 ,0 ,399.428 ,0 ,0 ,0 ,5.583 ,0 ,126.156 ,31.297 ,0 ,56.013 ,38.846 ,126.415 
122.,MESTNA OBČINA PTUJ,18.981.376 ,7.999.082 ,1.290.532 ,209.631 ,101.790 ,81.514 ,689 ,1.223 ,24.416 ,3.006.364 ,283.045 ,53.555 ,279.774 ,25.601 ,22.793 ,1.402.061 ,15.995 ,156.685 ,64.488 ,702.366 ,48.201 ,0 ,0 ,48.201 ,0 ,3.444.354 ,0 ,0 ,3.444.354 ,6.001.786 ,26.469 ,0 ,26.469 ,2.179.185 ,15.035 ,0 ,0 ,0 ,25.058 ,2.139.092 ,457.991 ,457.991 ,3.338.141 ,208.246 ,171.065 ,0 ,2.941.750 ,17.080 ,0 ,0 ,3.376.669 ,3.376.669 ,54.511 ,0 ,230.062 ,1.869 ,1.521.553 ,455.108 ,587.131 ,0 ,526.435 ,1.603.839 ,1.291.128 ,36.734 ,114.710 ,0 ,1.139.685 ,0 ,0 ,0 ,312.711 ,0 ,0 ,0 ,312.711 ,-183.108 
123.,PUCONCI,5.061.823 ,1.527.447 ,247.458 ,45.798 ,20.465 ,16.321 ,138 ,231 ,8.643 ,643.346 ,80.108 ,9.502 ,107.859 ,6.059 ,2.923 ,332.300 ,0 ,726 ,8.843 ,95.027 ,27.566 ,17.382 ,0 ,10.184 ,0 ,563.279 ,0 ,20.865 ,542.414 ,1.784.783 ,102.993 ,0 ,102.993 ,949.447 ,0 ,0 ,0 ,0 ,0 ,949.447 ,190.282 ,190.282 ,542.061 ,0 ,105.749 ,0 ,436.312 ,0 ,0 ,0 ,1.582.781 ,1.582.781 ,195.666 ,0 ,25.941 ,2.774 ,681.789 ,344.187 ,10.739 ,0 ,321.686 ,166.812 ,84.433 ,46.502 ,4.588 ,0 ,0 ,13.383 ,19.959 ,0 ,82.379 ,0 ,0 ,0 ,82.379 ,828.085 
124.,RAČE - FRAM,3.237.435 ,1.025.067 ,214.781 ,35.549 ,16.867 ,13.512 ,113 ,192 ,4.866 ,772.651 ,64.109 ,0 ,167.501 ,12.485 ,5.058 ,453.196 ,0 ,0 ,8.429 ,61.872 ,0 ,0 ,0 ,0 ,0 ,2.086 ,0 ,2.086 ,0 ,1.232.015 ,86.722 ,0 ,86.722 ,311.012 ,0 ,0 ,0 ,0 ,0 ,311.012 ,151.277 ,151.277 ,683.004 ,6.168 ,61.868 ,0 ,614.167 ,801 ,0 ,0 ,672.233 ,672.233 ,0 ,0 ,53.522 ,0 ,441.020 ,93.958 ,8.938 ,0 ,74.796 ,308.121 ,44.266 ,0 ,0 ,0 ,0 ,0 ,44.266 ,0 ,263.854 ,0 ,0 ,0 ,263.854 ,518.265 
125.,RADEČE,2.704.190 ,387.465 ,202.416 ,31.322 ,14.697 ,11.776 ,100 ,167 ,4.582 ,145.522 ,54.361 ,509 ,21.687 ,2.591 ,1.715 ,26.999 ,0 ,0 ,6.581 ,31.080 ,4.882 ,4.882 ,0 ,0 ,0 ,3.322 ,0 ,3.322 ,0 ,1.229.553 ,0 ,0 ,0 ,240.461 ,0 ,847 ,1.377 ,0 ,0 ,238.237 ,109.414 ,109.414 ,879.678 ,25.455 ,32.119 ,0 ,822.104 ,0 ,0 ,0 ,322.321 ,322.321 ,66.483 ,0 ,32.273 ,0 ,115.686 ,0 ,7.720 ,0 ,100.159 ,764.851 ,472.939 ,48.097 ,424.007 ,0 ,0 ,835 ,0 ,0 ,291.913 ,51.377 ,0 ,0 ,240.536 ,60.115 
126.,RADENCI,3.048.170 ,827.554 ,145.834 ,23.591 ,11.498 ,9.211 ,78 ,130 ,2.674 ,652.648 ,48.617 ,0 ,204.264 ,1.502 ,3.755 ,238.001 ,5.916 ,0 ,6.420 ,144.173 ,5.481 ,5.481 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.242.401 ,49.938 ,0 ,49.938 ,500.622 ,6.305 ,0 ,0 ,0 ,0 ,494.317 ,150.957 ,150.957 ,540.883 ,70.564 ,52.972 ,4.944 ,412.404 ,0 ,0 ,0 ,623.253 ,623.253 ,0 ,0 ,38.936 ,6.065 ,375.540 ,33.465 ,12.519 ,0 ,156.728 ,354.963 ,118.338 ,118.338 ,0 ,0 ,0 ,0 ,0 ,0 ,236.625 ,57.294 ,0 ,87.482 ,91.848 ,-155.108 
127.,RADLJE OB DRAVI,3.747.217 ,987.707 ,195.568 ,32.311 ,15.265 ,12.231 ,263 ,17 ,4.536 ,740.769 ,74.962 ,7.607 ,78.180 ,6.172 ,926 ,446.449 ,6.585 ,32.486 ,8.521 ,78.881 ,2.500 ,584 ,1.915 ,0 ,0 ,16.558 ,0 ,14.614 ,1.945 ,1.490.356 ,55.371 ,0 ,55.371 ,367.117 ,19.700 ,0 ,1.486 ,0 ,8.400 ,337.531 ,181.756 ,181.756 ,886.113 ,50.972 ,64.455 ,30.800 ,739.885 ,0 ,0 ,0 ,1.168.457 ,1.168.457 ,91.817 ,0 ,10.086 ,0 ,771.023 ,119.675 ,70.389 ,0 ,105.467 ,100.697 ,68.056 ,25.651 ,0 ,0 ,0 ,0 ,42.405 ,0 ,32.641 ,0 ,2.320 ,0 ,30.320 ,-26.047 
128.,RADOVLJICA,12.227.107 ,1.918.436 ,633.413 ,111.108 ,51.089 ,40.928 ,346 ,576 ,18.169 ,1.106.677 ,293.745 ,718 ,164.935 ,15.674 ,2.558 ,35.808 ,880 ,7.687 ,36.597 ,548.076 ,21.315 ,20.873 ,0 ,442 ,0 ,45.923 ,16.692 ,0 ,29.231 ,4.583.492 ,147.655 ,28.063 ,119.592 ,2.106.481 ,0 ,19.488 ,53.914 ,0 ,12.064 ,2.021.015 ,648.932 ,648.932 ,1.680.425 ,264.067 ,0 ,0 ,1.260.887 ,155.471 ,0 ,0 ,4.609.047 ,4.609.047 ,72.413 ,11.985 ,104.736 ,0 ,3.063.562 ,353.923 ,711.100 ,0 ,291.329 ,1.116.133 ,641.592 ,294.425 ,347.167 ,0 ,0 ,0 ,0 ,0 ,474.541 ,336.772 ,0 ,0 ,137.769 ,-569.947 
129.,RAVNE NA KOROŠKEM,6.992.288 ,1.752.545 ,482.574 ,73.110 ,36.526 ,27.600 ,255 ,421 ,8.308 ,1.115.352 ,90.373 ,75.776 ,121.144 ,5.809 ,3.209 ,670.831 ,13.391 ,38 ,25.288 ,109.493 ,23.485 ,23.485 ,0 ,0 ,0 ,58.025 ,5.850 ,26.970 ,25.204 ,2.645.802 ,0 ,0 ,0 ,1.301.135 ,0 ,0 ,19.095 ,0 ,3.075 ,1.278.964 ,262.298 ,262.298 ,1.082.369 ,89.643 ,104.311 ,15.511 ,799.328 ,0 ,73.577 ,0 ,1.835.453 ,1.835.453 ,335.157 ,0 ,56.405 ,0 ,938.637 ,322.722 ,42.055 ,0 ,140.477 ,758.488 ,446.203 ,17.944 ,428.259 ,0 ,0 ,0 ,0 ,0 ,312.285 ,0 ,20.026 ,0 ,292.259 ,365.865 
130.,RAZKRIŽJE,651.651 ,174.870 ,62.793 ,10.599 ,4.647 ,4.235 ,35 ,54 ,1.628 ,83.670 ,8.953 ,0 ,25.976 ,5.419 ,2.482 ,11.036 ,0 ,0 ,1.886 ,27.917 ,2.113 ,0 ,2.113 ,0 ,0 ,15.694 ,4.112 ,11.582 ,0 ,286.236 ,13.383 ,2.162 ,11.221 ,59.901 ,0 ,0 ,0 ,0 ,0 ,59.901 ,15.405 ,15.405 ,197.547 ,0 ,9.869 ,15.793 ,141.082 ,30.805 ,0 ,0 ,166.175 ,166.175 ,0 ,0 ,5.514 ,0 ,115.963 ,0 ,9.932 ,0 ,34.767 ,24.370 ,24.370 ,4.173 ,15.198 ,0 ,0 ,0 ,4.999 ,0 ,0 ,0 ,0 ,0 ,0 ,26.803 
131.,RIBNICA,5.039.155 ,1.906.109 ,405.396 ,65.277 ,31.643 ,25.338 ,213 ,359 ,7.724 ,1.388.220 ,135.482 ,12.135 ,181.906 ,206.393 ,8.676 ,445.139 ,340.206 ,0 ,20.122 ,38.161 ,35.303 ,35.303 ,0 ,0 ,0 ,11.914 ,11.914 ,0 ,0 ,1.749.900 ,71.824 ,0 ,71.824 ,686.747 ,0 ,0 ,0 ,0 ,3.493 ,683.254 ,0 ,0 ,991.329 ,22.772 ,29.749 ,5.533 ,933.275 ,0 ,0 ,0 ,1.254.682 ,1.254.682 ,0 ,21.186 ,24.286 ,78.626 ,1.022.742 ,0 ,53.301 ,0 ,54.540 ,128.464 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,128.464 ,0 ,0 ,0 ,128.464 ,104.423 
132.,RIBNICA NA POHORJU,810.912 ,272.713 ,50.709 ,8.304 ,3.918 ,3.142 ,25 ,46 ,1.173 ,205.800 ,24.195 ,10.094 ,15.519 ,0 ,1.402 ,119.767 ,0 ,0 ,1.719 ,33.104 ,29 ,29 ,0 ,0 ,0 ,7.870 ,3.480 ,4.390 ,0 ,273.911 ,3.551 ,1.531 ,2.020 ,69.179 ,0 ,0 ,1.723 ,0 ,0 ,67.455 ,46.094 ,46.094 ,155.087 ,1.477 ,16.450 ,0 ,137.160 ,0 ,0 ,0 ,226.957 ,226.957 ,0 ,0 ,3.731 ,2.091 ,57.319 ,150.526 ,0 ,0 ,13.291 ,37.331 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37.331 ,0 ,0 ,0 ,37.331 ,21.904 
133.,ROGAŠKA SLATINA,5.121.390 ,977.320 ,385.115 ,64.292 ,31.397 ,26.431 ,196 ,355 ,5.913 ,486.329 ,68.666 ,651 ,32.165 ,8.300 ,5.487 ,149.211 ,7.248 ,12.519 ,18.190 ,183.893 ,3.910 ,0 ,3.910 ,0 ,0 ,37.673 ,6.134 ,31.539 ,0 ,2.530.487 ,0 ,0 ,0 ,1.522.997 ,3.384 ,0 ,53.902 ,0 ,0 ,1.465.711 ,185.048 ,185.048 ,822.442 ,147.029 ,120.314 ,0 ,555.099 ,0 ,0 ,0 ,1.354.807 ,1.354.807 ,0 ,0 ,31.485 ,31.343 ,1.055.275 ,72.300 ,8.600 ,0 ,155.805 ,258.776 ,258.776 ,258.776 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.186.467 
134.,ROGAŠOVCI,1.448.283 ,279.878 ,60.792 ,10.437 ,4.755 ,3.810 ,32 ,54 ,1.786 ,204.358 ,24.379 ,0 ,41.484 ,1.386 ,8.431 ,78.753 ,3.042 ,0 ,2.605 ,44.279 ,3.457 ,0 ,0 ,3.457 ,0 ,835 ,0 ,835 ,0 ,561.284 ,961 ,0 ,961 ,241.960 ,0 ,0 ,0 ,0 ,0 ,241.960 ,43.563 ,43.563 ,274.800 ,0 ,78.635 ,974 ,195.191 ,0 ,0 ,0 ,531.878 ,531.878 ,0 ,0 ,2.079 ,5.675 ,519.662 ,0 ,0 ,0 ,4.462 ,75.242 ,70.235 ,37.296 ,32.939 ,0 ,0 ,0 ,0 ,0 ,5.008 ,0 ,0 ,0 ,5.008 ,126.511 
135.,ROGATEC,2.007.595 ,539.755 ,172.872 ,24.616 ,12.648 ,9.147 ,83 ,125 ,2.612 ,321.962 ,59.080 ,14.818 ,67.781 ,3.610 ,2.120 ,105.951 ,19.417 ,0 ,6.489 ,42.697 ,10.307 ,142 ,0 ,10.165 ,0 ,9.998 ,0 ,8.346 ,1.652 ,820.731 ,19.654 ,0 ,19.654 ,406.902 ,0 ,0 ,0 ,0 ,0 ,406.902 ,86.484 ,86.484 ,307.691 ,0 ,33.062 ,1.678 ,272.951 ,0 ,0 ,0 ,538.370 ,538.370 ,59.673 ,0 ,19.054 ,0 ,195.673 ,89.501 ,73.811 ,0 ,100.659 ,108.738 ,87.302 ,45.068 ,39.814 ,0 ,2.420 ,0 ,0 ,0 ,21.436 ,0 ,0 ,0 ,21.436 ,276.953 
136.,RUŠE,5.103.585 ,1.997.467 ,847.826 ,137.548 ,73.318 ,50.017 ,421 ,751 ,13.040 ,981.126 ,214.931 ,7.691 ,204.002 ,25.472 ,7.549 ,295.477 ,0 ,0 ,19.684 ,206.322 ,5.475 ,0 ,0 ,5.475 ,0 ,25.492 ,0 ,25.492 ,0 ,1.792.322 ,25.960 ,0 ,25.960 ,452.550 ,0 ,5.508 ,0 ,0 ,0 ,447.041 ,189.831 ,189.831 ,1.123.982 ,367 ,86.183 ,223.798 ,770.251 ,43.382 ,0 ,0 ,1.030.629 ,1.030.629 ,0 ,1.878 ,37.619 ,0 ,844.400 ,83.638 ,13.437 ,0 ,49.658 ,283.166 ,137.552 ,31.243 ,106.309 ,0 ,0 ,0 ,0 ,0 ,145.614 ,0 ,459 ,0 ,145.155 ,-5.404 
137.,SELNICA OB DRAVI,2.297.146 ,833.525 ,248.539 ,38.600 ,15.006 ,19.475 ,104 ,175 ,3.839 ,530.408 ,55.408 ,2.011 ,74.545 ,2.746 ,3.009 ,266.550 ,21.249 ,0 ,9.439 ,95.452 ,11.438 ,11.438 ,0 ,0 ,0 ,4.540 ,0 ,4.540 ,0 ,1.054.269 ,48.473 ,0 ,48.473 ,332.616 ,0 ,0 ,0 ,0 ,7.344 ,325.271 ,84.076 ,84.076 ,589.104 ,0 ,56.952 ,1.348 ,530.805 ,0 ,0 ,0 ,195.305 ,195.305 ,0 ,0 ,28.113 ,0 ,103.739 ,44.154 ,4.306 ,0 ,14.993 ,214.046 ,144.387 ,21.570 ,122.818 ,0 ,0 ,0 ,0 ,0 ,69.659 ,0 ,0 ,0 ,69.659 ,103.347 
138.,SEMIČ,1.974.036 ,527.967 ,155.504 ,23.176 ,11.375 ,9.114 ,75 ,129 ,2.483 ,343.044 ,41.245 ,0 ,36.897 ,8.438 ,3.046 ,172.576 ,4.177 ,0 ,7.524 ,69.141 ,3.005 ,2.032 ,0 ,972 ,0 ,3.238 ,0 ,1.669 ,1.569 ,850.263 ,47.187 ,6.038 ,41.149 ,471.486 ,0 ,0 ,209 ,0 ,4.590 ,466.688 ,145.719 ,145.719 ,185.870 ,1.102 ,30.963 ,209 ,153.597 ,0 ,0 ,0 ,421.136 ,421.136 ,0 ,5.842 ,4.657 ,0 ,269.450 ,46.307 ,9.352 ,0 ,85.528 ,174.670 ,113.600 ,1.878 ,111.722 ,0 ,0 ,0 ,0 ,0 ,61.071 ,0 ,0 ,0 ,61.071 ,89.004 
139.,SEVNICA,10.440.961 ,2.331.789 ,565.281 ,82.937 ,41.809 ,32.486 ,275 ,463 ,7.904 ,1.463.829 ,217.447 ,9.977 ,136.734 ,6.902 ,20.080 ,835.203 ,664 ,1.519 ,24.032 ,211.271 ,47.367 ,40.319 ,7.048 ,0 ,0 ,172.375 ,10.883 ,161.492 ,0 ,3.964.885 ,274.633 ,0 ,274.633 ,2.317.159 ,0 ,0 ,0 ,0 ,10.537 ,2.306.622 ,291.412 ,291.412 ,1.081.681 ,75.113 ,131.193 ,0 ,875.376 ,0 ,0 ,0 ,2.380.617 ,2.380.617 ,0 ,0 ,38.295 ,2.712 ,1.917.234 ,190.715 ,87.318 ,0 ,144.342 ,1.763.671 ,501.506 ,18.778 ,482.728 ,0 ,0 ,0 ,0 ,0 ,1.262.164 ,1.074.432 ,0 ,0 ,187.732 ,197.175 
140.,SEŽANA,9.298.869 ,2.055.174 ,541.199 ,88.900 ,42.994 ,34.443 ,292 ,484 ,10.687 ,1.409.005 ,128.551 ,139.872 ,447.046 ,5.880 ,1.824 ,279.882 ,8.029 ,53.635 ,28.576 ,315.711 ,11.897 ,7.328 ,0 ,4.569 ,0 ,4.173 ,0 ,4.173 ,0 ,3.813.524 ,76.890 ,0 ,76.890 ,1.571.516 ,0 ,0 ,0 ,0 ,1.861 ,1.569.654 ,165.081 ,165.081 ,2.000.038 ,137.185 ,82.407 ,22.288 ,1.495.410 ,262.748 ,0 ,0 ,1.946.382 ,1.946.382 ,656.080 ,0 ,40.941 ,751.173 ,88.645 ,348.131 ,0 ,0 ,61.413 ,1.483.788 ,695.368 ,22.822 ,131.927 ,0 ,0 ,0 ,540.619 ,0 ,788.420 ,344.922 ,0 ,0 ,443.499 ,1.297.959 
141.,MESTNA OBČINA SLOVENJ GRADEC,15.676.461 ,3.252.504 ,741.078 ,117.848 ,58.805 ,47.108 ,401 ,664 ,10.870 ,2.341.708 ,250.421 ,225.906 ,285.078 ,40.444 ,18.586 ,995.176 ,76.406 ,43.933 ,37.064 ,368.695 ,51.869 ,11.208 ,0 ,40.661 ,0 ,0 ,0 ,0 ,0 ,3.639.989 ,208.417 ,158.571 ,49.846 ,1.621.879 ,1.377 ,0 ,0 ,0 ,0 ,1.620.502 ,565.553 ,565.553 ,1.244.141 ,8.041 ,122.947 ,26.874 ,1.009.502 ,0 ,76.778 ,0 ,8.280.959 ,8.280.959 ,115.982 ,22.717 ,255.746 ,563 ,6.762.490 ,327.587 ,408.863 ,0 ,387.010 ,503.009 ,503.009 ,0 ,503.009 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1.542.948 
142.,SLOVENSKA BISTRICA,20.004.269 ,2.884.806 ,759.352 ,121.420 ,59.051 ,44.671 ,380 ,630 ,16.688 ,1.819.817 ,171.779 ,104.615 ,613.437 ,26.678 ,35.048 ,699.303 ,34.865 ,0 ,34.448 ,99.645 ,96.587 ,96.587 ,0 ,0 ,0 ,87.631 ,0 ,87.631 ,0 ,6.665.957 ,84.093 ,0 ,84.093 ,3.565.548 ,0 ,0 ,16.295 ,0 ,97.008 ,3.452.245 ,623.147 ,623.147 ,2.393.169 ,466.270 ,242.013 ,236.100 ,1.362.331 ,86.455 ,0 ,0 ,8.548.485 ,8.548.485 ,48.147 ,1.390 ,599.378 ,2.829 ,7.254.198 ,56.844 ,41.191 ,0 ,544.508 ,1.905.020 ,626.874 ,267.213 ,359.660 ,0 ,0 ,0 ,0 ,0 ,1.278.146 ,760.553 ,229.511 ,0 ,288.082 ,-1.401.143 
143.,SLOVENSKE KONJICE,8.900.759 ,1.477.700 ,340.690 ,56.960 ,27.571 ,22.054 ,188 ,313 ,6.835 ,1.022.550 ,249.466 ,9.902 ,131.451 ,12.427 ,993 ,315.352 ,4.069 ,12.598 ,17.622 ,268.670 ,2.696 ,2.696 ,0 ,0 ,0 ,54.803 ,29.765 ,25.038 ,0 ,3.251.210 ,112.360 ,12.727 ,99.633 ,1.661.521 ,0 ,17.026 ,2.128 ,0 ,11.601 ,1.630.767 ,274.345 ,274.345 ,1.202.984 ,213.879 ,127.520 ,57.365 ,724.983 ,58.500 ,20.735 ,0 ,2.140.523 ,2.140.523 ,43.657 ,16.254 ,12.452 ,2.429 ,1.765.477 ,88.741 ,106.464 ,0 ,105.049 ,2.031.326 ,600.050 ,110.633 ,489.417 ,0 ,0 ,0 ,0 ,0 ,1.431.276 ,468.428 ,229.957 ,2.942 ,729.949 ,71.169 
144.,SODRAŽICA,1.478.572 ,322.342 ,80.045 ,13.132 ,6.706 ,5.583 ,46 ,75 ,722 ,226.248 ,51.139 ,4.594 ,15.202 ,1.106 ,2.854 ,126.682 ,1.690 ,104 ,3.931 ,18.945 ,0 ,0 ,0 ,0 ,0 ,2.917 ,2.917 ,0 ,0 ,436.188 ,10.837 ,0 ,10.837 ,299.837 ,0 ,0 ,6.656 ,0 ,542 ,292.639 ,27.512 ,27.512 ,98.001 ,0 ,0 ,0 ,98.001 ,0 ,0 ,0 ,691.274 ,691.274 ,0 ,0 ,22.238 ,9.806 ,470.623 ,109.468 ,11.905 ,0 ,67.234 ,28.768 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28.768 ,0 ,0 ,0 ,28.768 ,918 
145.,SOLČAVA,712.377 ,197.363 ,69.917 ,8.212 ,4.194 ,3.359 ,29 ,46 ,584 ,117.389 ,34.422 ,0 ,21.061 ,242 ,4.928 ,41.971 ,83 ,2.086 ,2.107 ,10.487 ,1.844 ,0 ,0 ,1.844 ,0 ,0 ,0 ,0 ,0 ,238.307 ,70.189 ,42.718 ,27.470 ,92.201 ,0 ,0 ,1.486 ,0 ,0 ,90.715 ,68.899 ,68.899 ,7.019 ,1.878 ,5.003 ,138 ,0 ,0 ,0 ,0 ,276.707 ,276.707 ,4.173 ,0 ,129.962 ,1.761 ,110.837 ,0 ,0 ,0 ,29.974 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-39.772 
146.,STARŠE,2.231.965 ,581.368 ,185.128 ,29.507 ,13.549 ,10.804 ,104 ,275 ,4.774 ,366.420 ,55.746 ,405 ,107.403 ,2.708 ,9.606 ,116.383 ,5.563 ,409 ,7.628 ,60.570 ,313 ,0 ,0 ,313 ,0 ,0 ,0 ,0 ,0 ,843.799 ,31.013 ,0 ,31.013 ,376.248 ,0 ,0 ,0 ,0 ,0 ,376.248 ,100.956 ,100.956 ,335.583 ,0 ,32.144 ,0 ,295.285 ,8.154 ,0 ,0 ,519.008 ,519.008 ,0 ,0 ,15.828 ,2.308 ,448.377 ,780 ,0 ,0 ,51.715 ,287.790 ,33.333 ,15.018 ,0 ,0 ,0 ,0 ,18.315 ,0 ,254.457 ,0 ,35.069 ,0 ,219.387 ,343.841 
147.,SVETA ANA,968.590 ,317.288 ,75.850 ,12.001 ,5.792 ,4.626 ,39 ,65 ,1.479 ,225.523 ,27.435 ,0 ,150.799 ,3.109 ,615 ,11.567 ,0 ,0 ,3.259 ,28.740 ,3.913 ,3.913 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,420.862 ,24.290 ,0 ,24.290 ,93.608 ,0 ,3.881 ,0 ,0 ,2.170 ,87.558 ,21.303 ,21.303 ,281.661 ,0 ,11.014 ,0 ,270.647 ,0 ,0 ,0 ,207.490 ,207.490 ,109.811 ,0 ,9.493 ,0 ,57.077 ,0 ,0 ,0 ,31.109 ,22.950 ,4.589 ,4.589 ,0 ,0 ,0 ,0 ,0 ,0 ,18.361 ,0 ,0 ,0 ,18.361 ,361.017 
148.,SVETI ANDRAŽ V SLOVENSKIH GORICAH,1.425.513 ,219.972 ,82.954 ,13.967 ,7.215 ,5.058 ,42 ,75 ,1.577 ,123.051 ,21.140 ,1.815 ,13.157 ,0 ,8.091 ,39.355 ,0 ,0 ,3.021 ,36.471 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,197.334 ,4.173 ,0 ,4.173 ,111.129 ,0 ,1.648 ,0 ,0 ,0 ,109.481 ,18.428 ,18.428 ,63.604 ,4.757 ,14.480 ,380 ,43.987 ,0 ,0 ,0 ,1.005.834 ,1.005.834 ,0 ,0 ,4.102 ,0 ,984.456 ,0 ,0 ,0 ,17.276 ,2.374 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.374 ,2.374 ,0 ,0 ,0 ,-47.901 
149.,SVETI JURIJ,1.772.967 ,416.061 ,109.632 ,18.289 ,10.107 ,6.806 ,58 ,104 ,1.214 ,286.053 ,13.040 ,5.301 ,31.422 ,0 ,2.281 ,161.760 ,2.509 ,0 ,5.167 ,64.573 ,0 ,0 ,0 ,0 ,0 ,2.086 ,0 ,2.086 ,0 ,633.994 ,56.903 ,0 ,56.903 ,289.737 ,0 ,0 ,0 ,0 ,0 ,289.737 ,78.178 ,78.178 ,209.176 ,751 ,25.910 ,910 ,181.605 ,0 ,0 ,0 ,656.782 ,656.782 ,0 ,0 ,3.536 ,4.691 ,333.576 ,234.699 ,30.319 ,0 ,49.961 ,66.131 ,11.476 ,11.476 ,0 ,0 ,0 ,0 ,0 ,0 ,54.655 ,32.273 ,0 ,0 ,22.382 ,350.226 
150.,ŠALOVCI,1.741.839 ,299.623 ,56.643 ,9.295 ,4.337 ,3.464 ,29 ,49 ,1.417 ,198.968 ,69.649 ,821 ,20.599 ,0 ,3.563 ,69.974 ,0 ,0 ,1.600 ,32.761 ,16.893 ,16.893 ,0 ,0 ,0 ,17.824 ,11.202 ,6.622 ,0 ,320.632 ,11.666 ,0 ,11.666 ,165.282 ,34.206 ,0 ,19.992 ,0 ,0 ,111.084 ,56.470 ,56.470 ,87.214 ,34.774 ,0 ,672 ,51.038 ,0 ,730 ,0 ,1.069.266 ,1.069.266 ,0 ,4.964 ,2.103 ,0 ,630.280 ,396.694 ,0 ,25.156 ,10.068 ,52.318 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,52.318 ,11.383 ,0 ,0 ,40.935 ,-49.963 
151.,ŠEMPETER - VRTOJBA,6.076.746 ,1.753.369 ,230.751 ,45.329 ,25.900 ,14.772 ,125 ,208 ,4.324 ,1.465.450 ,525.995 ,79.636 ,540.646 ,6.047 ,4.670 ,46.653 ,37.122 ,67.928 ,11.265 ,145.487 ,780 ,0 ,0 ,780 ,0 ,11.058 ,11.058 ,0 ,0 ,1.383.546 ,118.390 ,75.350 ,43.040 ,259.420 ,0 ,0 ,0 ,0 ,21.218 ,238.201 ,246.348 ,246.348 ,759.389 ,0 ,15.222 ,0 ,626.192 ,117.975 ,0 ,0 ,2.660.693 ,2.660.693 ,259.209 ,0 ,54.281 ,0 ,1.425.345 ,462.302 ,159.179 ,0 ,300.376 ,279.138 ,103.542 ,59.282 ,44.259 ,0 ,0 ,0 ,0 ,0 ,175.596 ,66.206 ,34.427 ,0 ,74.964 ,1.126.381 
152.,ŠENČUR,5.813.620 ,950.797 ,163.675 ,26.289 ,12.782 ,10.240 ,88 ,146 ,3.034 ,755.575 ,77.491 ,14.067 ,98.277 ,2.817 ,1.565 ,374.766 ,3.881 ,0 ,8.555 ,174.157 ,0 ,0 ,0 ,0 ,0 ,5.258 ,5.258 ,0 ,0 ,1.468.557 ,62.594 ,2.487 ,60.107 ,780.558 ,0 ,17.693 ,0 ,0 ,0 ,762.865 ,215.849 ,215.849 ,409.556 ,28.284 ,41.738 ,0 ,339.534 ,0 ,0 ,0 ,2.777.996 ,2.777.996 ,0 ,0 ,236.985 ,0 ,2.100.409 ,27.575 ,304.440 ,0 ,108.588 ,616.270 ,609.790 ,39.029 ,570.760 ,0 ,0 ,0 ,0 ,0 ,6.481 ,0 ,0 ,0 ,6.481 ,-165.799 
