87.,MAJŠPERK,3.162.189 ,724.082 ,132.578 ,19.947 ,10.320 ,7.202 ,67 ,109 ,2.249 ,498.502 ,54.586 ,0 ,42.389 ,5.304 ,6.276 ,256.201 ,0 ,0 ,4.490 ,129.256 ,73.055 ,73.055 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,779.903 ,0 ,0 ,0 ,435.695 ,0 ,4.774 ,0 ,0 ,1.540 ,429.382 ,74.278 ,74.278 ,269.930 ,0 ,51.131 ,3.155 ,215.644 ,0 ,0 ,0 ,1.485.800 ,1.485.800 ,0 ,0 ,1.252 ,17.009 ,1.378.063 ,28.055 ,1.093 ,0 ,60.328 ,172.404 ,55.492 ,55.492 ,0 ,0 ,0 ,0 ,0 ,0 ,116.913 ,116.913 ,0 ,0 ,0 ,-199.003 
88.,MESTNA OBČINA MARIBOR,87.268.820 ,13.160.520 ,4.703.338 ,766.592 ,367.547 ,296.507 ,2.508 ,4.185 ,95.844 ,7.097.772 ,2.329.402 ,50.409 ,1.966.946 ,83.137 ,49.453 ,512.448 ,187.627 ,914.146 ,181.405 ,822.797 ,258.984 ,258.809 ,0 ,175 ,0 ,333.834 ,0 ,333.834 ,0 ,44.931.597 ,1.475.067 ,0 ,1.475.067 ,3.599.633 ,0 ,0 ,0 ,0 ,88.637 ,3.510.996 ,3.385.791 ,3.385.791 ,36.470.961 ,0 ,1.100.455 ,115.043 ,23.726.235 ,11.503.931 ,25.296 ,146 ,7.646.595 ,7.646.595 ,323.798 ,68.353 ,977.921 ,7.753 ,3.231.451 ,1.495.906 ,181.289 ,88.983 ,1.271.140 ,21.530.108 ,16.446.132 ,3.093.394 ,13.211.509 ,0 ,101.615 ,26.794 ,12.819 ,0 ,5.083.976 ,0 ,694.241 ,0 ,4.389.735 ,-1.787.853 
89.,MARKOVCI,4.390.564 ,701.318 ,142.955 ,23.219 ,11.620 ,8.866 ,75 ,128 ,2.531 ,534.442 ,56.197 ,2.529 ,84.897 ,2.554 ,8.285 ,97.377 ,1.811 ,0 ,4.907 ,275.886 ,0 ,0 ,0 ,0 ,0 ,701 ,701 ,0 ,0 ,730.515 ,25.038 ,0 ,25.038 ,330.530 ,4.544 ,0 ,0 ,0 ,0 ,325.986 ,143.887 ,143.887 ,231.060 ,17.842 ,41.128 ,0 ,172.091 ,0 ,0 ,0 ,2.420.908 ,2.420.908 ,0 ,0 ,248.456 ,16.135 ,2.076.854 ,8.462 ,18.931 ,0 ,52.070 ,537.823 ,474.890 ,436.058 ,38.831 ,0 ,0 ,0 ,0 ,0 ,62.934 ,38.648 ,0 ,0 ,24.285 ,-1.171.019 
90.,MEDVODE,11.702.543 ,2.811.334 ,469.592 ,85.644 ,37.920 ,30.379 ,257 ,428 ,16.659 ,2.187.152 ,151.486 ,21.133 ,224.073 ,19.232 ,11.840 ,827.482 ,34.706 ,387.339 ,21.542 ,488.319 ,23.797 ,23.797 ,0 ,0 ,0 ,45.150 ,24.285 ,20.865 ,0 ,3.742.179 ,129.714 ,39.612 ,90.102 ,1.712.504 ,0 ,29.340 ,0 ,0 ,13.979 ,1.669.185 ,630.185 ,630.185 ,1.269.777 ,167.593 ,181.521 ,0 ,920.662 ,0 ,0 ,0 ,4.922.493 ,4.922.493 ,729 ,8.540 ,16.905 ,0 ,4.190.287 ,162.048 ,200.892 ,0 ,343.093 ,226.538 ,85.353 ,85.353 ,0 ,0 ,0 ,0 ,0 ,0 ,141.185 ,0 ,0 ,0 ,141.185 ,-821.910 
91.,MENGEŠ,4.444.877 ,1.204.959 ,221.503 ,37.562 ,20.322 ,13.735 ,116 ,204 ,3.185 ,945.894 ,114.706 ,14.177 ,91.062 ,4.503 ,2.685 ,538.778 ,6.366 ,0 ,8.349 ,165.268 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.759.973 ,15.857 ,0 ,15.857 ,904.180 ,0 ,16.358 ,0 ,0 ,7.351 ,880.471 ,703.171 ,703.171 ,136.765 ,17.163 ,36.042 ,4.541 ,79.018 ,0 ,0 ,0 ,1.222.816 ,1.222.816 ,0 ,0 ,81.089 ,0 ,288.291 ,454.900 ,132.027 ,0 ,266.509 ,257.130 ,249.848 ,0 ,249.848 ,0 ,0 ,0 ,0 ,0 ,7.282 ,0 ,0 ,0 ,7.282 ,-413.582 
92.,METLIKA,5.066.913 ,1.198.122 ,262.531 ,43.549 ,21.178 ,16.955 ,142 ,238 ,5.037 ,860.032 ,91.742 ,0 ,248.923 ,5.817 ,6.923 ,316.758 ,4.891 ,0 ,9.610 ,175.367 ,10.987 ,7.908 ,0 ,3.080 ,0 ,21.023 ,4.332 ,16.692 ,0 ,1.897.258 ,73.648 ,0 ,73.648 ,1.083.204 ,0 ,0 ,0 ,0 ,835 ,1.082.369 ,232.774 ,232.774 ,507.632 ,162.698 ,64.931 ,0 ,276.106 ,3.898 ,0 ,0 ,1.719.049 ,1.719.049 ,83.459 ,22.951 ,95.130 ,0 ,691.704 ,440.544 ,69.905 ,0 ,315.356 ,252.483 ,92.798 ,55.512 ,37.285 ,0 ,0 ,0 ,0 ,0 ,159.685 ,122.129 ,0 ,0 ,37.556 ,-132.561 
93.,MEŽICA,2.732.570 ,710.754 ,142.660 ,23.932 ,11.688 ,9.364 ,79 ,134 ,2.667 ,534.014 ,32.340 ,65.724 ,33.680 ,9.623 ,2.779 ,250.100 ,5.842 ,593 ,5.784 ,127.550 ,5.976 ,5.976 ,0 ,0 ,0 ,4.173 ,0 ,4.173 ,0 ,887.803 ,8.125 ,0 ,8.125 ,473.327 ,0 ,0 ,3.196 ,2.187 ,0 ,467.944 ,145.648 ,145.648 ,260.704 ,0 ,34.581 ,325 ,209.226 ,16.571 ,0 ,0 ,246.970 ,246.970 ,0 ,0 ,35.245 ,0 ,131.042 ,0 ,51.035 ,0 ,29.649 ,887.043 ,775.734 ,0 ,767.389 ,0 ,0 ,0 ,8.346 ,0 ,111.309 ,0 ,0 ,27.207 ,84.101 ,-283.509 
94.,MIKLAVŽ NA DRAVSKEM POLJU,3.935.549 ,1.052.762 ,360.078 ,59.831 ,30.596 ,22.555 ,188 ,330 ,6.163 ,629.027 ,143.302 ,1.619 ,145.468 ,5.963 ,7.904 ,182.390 ,3.831 ,0 ,15.920 ,122.630 ,3.827 ,0 ,0 ,3.827 ,0 ,0 ,0 ,0 ,0 ,1.021.399 ,31.130 ,0 ,31.130 ,581.785 ,0 ,1.164 ,4.903 ,0 ,8.346 ,567.372 ,101.590 ,101.590 ,306.894 ,54.173 ,31.439 ,5.805 ,212.339 ,3.138 ,0 ,0 ,1.749.253 ,1.749.253 ,157.828 ,14.872 ,59.598 ,19.287 ,1.346.265 ,37.736 ,39.543 ,0 ,74.124 ,112.135 ,59.456 ,37.853 ,21.603 ,0 ,0 ,0 ,0 ,0 ,52.679 ,0 ,13.712 ,0 ,38.967 ,-237.093 
95.,MIREN - KOSTANJEVICA,3.339.668 ,743.286 ,156.422 ,25.184 ,12.235 ,9.802 ,83 ,138 ,2.925 ,543.127 ,26.022 ,0 ,104.866 ,9.990 ,2.233 ,180.279 ,2.579 ,0 ,5.788 ,211.371 ,0 ,0 ,0 ,0 ,0 ,18.553 ,0 ,18.553 ,0 ,1.132.561 ,14.822 ,0 ,14.822 ,688.232 ,0 ,10.320 ,10.837 ,0 ,0 ,667.076 ,145.331 ,145.331 ,284.176 ,0 ,34.039 ,53.827 ,196.311 ,0 ,0 ,0 ,1.330.567 ,1.330.567 ,0 ,0 ,45.464 ,0 ,1.210.311 ,25.931 ,19.571 ,0 ,29.290 ,133.254 ,72.584 ,70.940 ,1.644 ,0 ,0 ,0 ,0 ,0 ,60.670 ,0 ,0 ,0 ,60.670 ,71.090 
96.,MIRNA PEČ,1.769.584 ,421.240 ,127.207 ,19.909 ,9.831 ,7.874 ,67 ,113 ,2.024 ,274.124 ,19.517 ,0 ,22.288 ,1.477 ,2.374 ,116.884 ,12.844 ,0 ,5.262 ,93.478 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,646.278 ,48.994 ,0 ,48.994 ,401.623 ,0 ,0 ,0 ,0 ,0 ,401.623 ,57.561 ,57.561 ,138.099 ,12.623 ,14.447 ,0 ,107.695 ,3.334 ,0 ,0 ,425.572 ,425.572 ,0 ,0 ,16.859 ,267 ,95.226 ,122.989 ,86.296 ,0 ,103.935 ,276.494 ,215.511 ,29.853 ,185.658 ,0 ,0 ,0 ,0 ,0 ,60.983 ,42.301 ,0 ,0 ,18.682 ,54.849 
97.,MISLINJA,3.922.075 ,890.144 ,133.104 ,21.144 ,10.487 ,8.371 ,71 ,117 ,2.099 ,729.795 ,84.034 ,1.110 ,52.116 ,7.570 ,2.145 ,455.400 ,4.682 ,0 ,5.316 ,117.422 ,1.723 ,0 ,0 ,1.723 ,0 ,4.377 ,204 ,4.173 ,0 ,1.027.679 ,48.982 ,27.099 ,21.883 ,454.144 ,0 ,0 ,8.738 ,0 ,0 ,445.406 ,131.042 ,131.042 ,393.511 ,0 ,32.566 ,15.799 ,345.147 ,0 ,0 ,0 ,1.920.635 ,1.920.635 ,18.928 ,0 ,114.772 ,0 ,1.585.620 ,123.765 ,7.357 ,0 ,70.193 ,83.617 ,71.157 ,36.096 ,35.061 ,0 ,0 ,0 ,0 ,0 ,12.460 ,0 ,0 ,0 ,12.460 ,-171.724 
98.,MORAVČE,2.652.466 ,790.068 ,177.441 ,29.236 ,13.725 ,10.996 ,92 ,154 ,4.269 ,575.046 ,75.810 ,22.851 ,69.104 ,7.799 ,2.053 ,293.611 ,4.882 ,0 ,8.851 ,90.085 ,0 ,0 ,0 ,0 ,0 ,8.346 ,0 ,8.346 ,0 ,972.100 ,58.121 ,0 ,58.121 ,486.113 ,2.116 ,0 ,8.137 ,0 ,0 ,475.860 ,80.888 ,80.888 ,346.979 ,17.973 ,26.619 ,313 ,302.074 ,0 ,0 ,0 ,665.799 ,665.799 ,0 ,0 ,36.655 ,0 ,471.520 ,26.344 ,34.564 ,0 ,96.716 ,224.499 ,194.166 ,43.816 ,145.593 ,0 ,0 ,4.757 ,0 ,0 ,30.333 ,1.331 ,0 ,0 ,29.002 ,306.405 
99.,MORAVSKE TOPLICE,5.295.493 ,1.149.770 ,220.268 ,35.845 ,17.422 ,13.942 ,117 ,196 ,4.169 ,816.279 ,156.739 ,11.346 ,108.354 ,5.729 ,8.275 ,432.140 ,3.192 ,1.531 ,9.047 ,79.924 ,38.850 ,38.850 ,0 ,0 ,0 ,38.529 ,10.900 ,27.629 ,0 ,1.612.815 ,48.882 ,13.754 ,35.128 ,510.633 ,0 ,0 ,0 ,0 ,0 ,510.633 ,206.627 ,206.627 ,846.674 ,16.087 ,83.133 ,3.126 ,744.329 ,0 ,0 ,0 ,2.326.494 ,2.326.494 ,12.214 ,0 ,37.114 ,6.092 ,2.084.001 ,5.087 ,147.801 ,0 ,34.185 ,206.414 ,39.063 ,39.063 ,0 ,0 ,0 ,0 ,0 ,0 ,167.351 ,64.163 ,85.457 ,0 ,17.731 ,148.715 
100.,MOZIRJE,4.971.774 ,1.406.581 ,196.783 ,31.481 ,15.206 ,12.181 ,104 ,171 ,3.818 ,1.050.480 ,102.971 ,14.372 ,76.018 ,1.690 ,2.804 ,342.597 ,17.105 ,9.489 ,8.233 ,475.200 ,48.368 ,27.587 ,11.342 ,9.439 ,0 ,79.469 ,59.581 ,18.774 ,1.114 ,1.632.878 ,111.496 ,179 ,111.317 ,298.418 ,0 ,8.087 ,0 ,0 ,0 ,290.331 ,197.388 ,197.388 ,1.025.576 ,80.158 ,44.609 ,1.694 ,899.115 ,0 ,0 ,0 ,1.678.923 ,1.678.923 ,51.999 ,0 ,87.765 ,0 ,919.730 ,110.487 ,69.579 ,0 ,439.363 ,253.393 ,190.744 ,93.724 ,24.800 ,0 ,63.103 ,9.118 ,0 ,0 ,62.648 ,10.432 ,0 ,0 ,52.216 ,45.702 
101.,MESTNA OBČINA MURSKA SOBOTA,13.505.863 ,3.571.678 ,974.024 ,161.087 ,78.075 ,62.456 ,530 ,880 ,19.145 ,2.304.110 ,239.209 ,5.842 ,341.387 ,33.396 ,12.381 ,1.131.055 ,19.396 ,148.322 ,37.377 ,335.745 ,91.500 ,60.032 ,0 ,31.468 ,0 ,40.957 ,40.957 ,0 ,0 ,5.400.079 ,19.358 ,0 ,19.358 ,1.901.840 ,0 ,0 ,0 ,0 ,126.323 ,1.775.517 ,1.029.953 ,1.029.953 ,2.448.928 ,0 ,319.880 ,77.984 ,2.051.064 ,0 ,0 ,0 ,3.323.235 ,3.323.235 ,0 ,664 ,82.841 ,0 ,2.532.273 ,341.512 ,210.328 ,0 ,155.617 ,1.210.870 ,789.505 ,100.960 ,688.545 ,0 ,0 ,0 ,0 ,0 ,421.365 ,182.169 ,0 ,0 ,239.196 ,-319.984 
102.,MUTA,3.200.705 ,463.132 ,98.005 ,16.199 ,7.837 ,6.268 ,54 ,88 ,1.953 ,300.430 ,74.733 ,23.606 ,35.194 ,3.630 ,1.260 ,89.255 ,0 ,0 ,4.644 ,68.106 ,9.994 ,2.399 ,0 ,7.595 ,0 ,38.504 ,7.515 ,8.346 ,22.642 ,1.061.017 ,26.527 ,0 ,26.527 ,264.860 ,0 ,0 ,0 ,0 ,0 ,264.860 ,93.795 ,93.795 ,675.835 ,3.601 ,29.210 ,1.661 ,375.021 ,246.632 ,19.709 ,0 ,1.611.851 ,1.611.851 ,16.692 ,4.323 ,3.363 ,0 ,1.450.580 ,0 ,91.746 ,0 ,45.147 ,64.705 ,33.817 ,29.644 ,0 ,0 ,0 ,4.173 ,0 ,0 ,30.888 ,0 ,300 ,0 ,30.588 ,17.222 
103.,NAKLO,4.147.491 ,834.890 ,142.517 ,22.995 ,11.031 ,8.838 ,75 ,125 ,2.926 ,652.234 ,92.000 ,40.371 ,55.471 ,2.422 ,4.717 ,289.979 ,27.640 ,33.940 ,5.534 ,100.162 ,7.964 ,7.964 ,0 ,0 ,0 ,9.180 ,835 ,8.346 ,0 ,953.467 ,21.618 ,0 ,21.618 ,379.730 ,0 ,10.432 ,0 ,0 ,3.338 ,365.959 ,180.697 ,180.697 ,371.423 ,0 ,24.270 ,0 ,347.153 ,0 ,0 ,0 ,1.441.920 ,1.441.920 ,0 ,0 ,7.830 ,9.960 ,811.187 ,37.892 ,477.821 ,0 ,97.229 ,917.214 ,906.501 ,12.964 ,893.537 ,0 ,0 ,0 ,0 ,0 ,10.714 ,0 ,0 ,0 ,10.714 ,62.672 
104.,NAZARJE,1.791.341 ,571.165 ,87.202 ,14.630 ,7.044 ,5.617 ,50 ,100 ,1.819 ,457.027 ,52.237 ,0 ,27.754 ,1.152 ,488 ,280.320 ,22.046 ,0 ,3.355 ,69.675 ,5.162 ,5.162 ,0 ,0 ,0 ,7.144 ,2.675 ,0 ,4.469 ,529.845 ,9.936 ,0 ,9.936 ,327.049 ,0 ,2.921 ,0 ,0 ,0 ,324.128 ,45.439 ,45.439 ,147.421 ,4.098 ,13.696 ,1.006 ,124.704 ,0 ,3.918 ,0 ,484.072 ,484.072 ,0 ,0 ,10.124 ,0 ,153.401 ,1.682 ,317.080 ,0 ,1.786 ,206.259 ,190.068 ,25.184 ,161.939 ,0 ,0 ,0 ,2.946 ,0 ,16.191 ,0 ,0 ,0 ,16.191 ,-14.922 
105.,MESTNA OBČINA NOVA GORICA,33.766.930 ,8.182.845 ,1.828.050 ,301.043 ,147.889 ,118.478 ,1.002 ,1.669 ,32.006 ,5.876.865 ,710.775 ,146.011 ,1.528.201 ,56.410 ,11.918 ,867.560 ,45.885 ,1.317.677 ,93.353 ,1.099.078 ,0 ,0 ,0 ,0 ,0 ,176.886 ,0 ,176.886 ,0 ,11.341.187 ,352.771 ,303.397 ,49.374 ,4.037.018 ,0 ,155.400 ,0 ,0 ,50.167 ,3.831.451 ,1.766.212 ,1.766.212 ,5.185.186 ,413.441 ,234.034 ,209.856 ,4.322.642 ,5.212 ,0 ,0 ,7.364.705 ,7.364.705 ,413.082 ,15.799 ,394.467 ,98.126 ,3.784.569 ,112.990 ,1.668.666 ,0 ,877.007 ,6.878.192 ,2.118.077 ,158.555 ,1.648.097 ,0 ,120.506 ,172.254 ,18.666 ,0 ,4.760.115 ,909.890 ,0 ,0 ,3.850.225 ,-820.752 
106.,MESTNA OBČINA NOVO MESTO,36.885.679 ,6.716.667 ,1.815.482 ,295.130 ,144.717 ,115.465 ,1.022 ,2.082 ,31.844 ,4.410.449 ,494.913 ,30.308 ,724.412 ,33.642 ,21.716 ,2.121.294 ,21.378 ,2.696 ,80.183 ,879.907 ,170.860 ,170.860 ,0 ,0 ,0 ,24.745 ,3.881 ,20.865 ,0 ,12.285.587 ,907.344 ,519.809 ,387.535 ,1.397.509 ,2.116 ,0 ,69.233 ,0 ,12.519 ,1.313.641 ,627.767 ,627.767 ,9.352.967 ,180.291 ,425.906 ,208.730 ,8.535.119 ,2.921 ,0 ,0 ,16.215.202 ,16.215.202 ,37.448 ,15.749 ,532.198 ,542 ,11.511.647 ,2.132.949 ,1.157.920 ,0 ,826.748 ,1.668.223 ,5.429 ,0 ,3.977 ,0 ,0 ,1.452 ,0 ,0 ,1.662.794 ,1.054.899 ,94.079 ,0 ,513.817 ,908.463 
107.,ODRANCI,1.850.786 ,244.466 ,73.847 ,12.809 ,6.573 ,4.723 ,40 ,69 ,1.404 ,152.644 ,32.884 ,4.081 ,43.551 ,4.039 ,5.981 ,30.877 ,0 ,1.668 ,2.078 ,27.484 ,2.245 ,1.387 ,859 ,0 ,0 ,2.921 ,0 ,2.921 ,0 ,344.085 ,17.771 ,0 ,17.771 ,127.403 ,0 ,0 ,0 ,0 ,0 ,127.403 ,33.451 ,33.451 ,165.459 ,3.490 ,25.413 ,1.185 ,128.827 ,0 ,6.544 ,0 ,1.259.657 ,1.259.657 ,0 ,0 ,459 ,0 ,1.116.688 ,128.492 ,11.319 ,0 ,2.699 ,2.578 ,2.578 ,0 ,0 ,0 ,0 ,0 ,2.578 ,0 ,0 ,0 ,0 ,0 ,0 ,-395.338 
108.,OPLOTNICA,2.222.505 ,663.896 ,160.712 ,21.203 ,10.386 ,8.321 ,71 ,117 ,2.308 ,448.364 ,83.212 ,1.594 ,56.163 ,0 ,6.877 ,234.481 ,10.357 ,0 ,2.662 ,53.017 ,2.737 ,2.737 ,0 ,0 ,0 ,30.880 ,0 ,30.880 ,0 ,904.953 ,26.035 ,0 ,26.035 ,377.541 ,0 ,0 ,0 ,0 ,9.310 ,368.232 ,202.775 ,202.775 ,298.602 ,20.610 ,31.551 ,21.294 ,225.146 ,0 ,0 ,0 ,455.245 ,455.245 ,21.628 ,0 ,13.291 ,0 ,323.744 ,34.226 ,1.703 ,0 ,60.653 ,198.410 ,183.705 ,183.705 ,0 ,0 ,0 ,0 ,0 ,0 ,14.705 ,0 ,0 ,0 ,14.705 ,-178.484 
109.,ORMOŽ,15.877.687 ,2.580.396 ,630.742 ,103.121 ,48.932 ,39.205 ,334 ,555 ,14.096 ,1.515.068 ,215.582 ,84.122 ,267.485 ,20.118 ,11.021 ,412.857 ,32.419 ,71.207 ,20.577 ,379.682 ,21.236 ,9.352 ,0 ,11.884 ,0 ,310.228 ,0 ,35.023 ,275.204 ,6.252.362 ,47.926 ,0 ,47.926 ,2.352.149 ,6.355 ,0 ,0 ,0 ,38.954 ,2.306.839 ,466.112 ,466.112 ,3.386.175 ,0 ,200.447 ,0 ,1.045.426 ,2.060.891 ,79.411 ,0 ,6.582.056 ,6.582.056 ,26.289 ,18.069 ,136.183 ,5.575 ,4.534.827 ,605.320 ,579.536 ,8.584 ,667.672 ,462.873 ,182.995 ,174.649 ,0 ,0 ,8.346 ,0 ,0 ,0 ,279.878 ,122.797 ,0 ,0 ,157.081 ,-2.007.424 
110.,OSILNICA,987.689 ,237.624 ,69.149 ,11.133 ,5.861 ,4.206 ,41 ,64 ,961 ,157.342 ,14.764 ,46.348 ,23.754 ,16.796 ,5.217 ,10.439 ,804 ,0 ,2.553 ,36.666 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5.614 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.885 ,2.885 ,2.729 ,0 ,2.729 ,0 ,0 ,0 ,0 ,0 ,744.451 ,744.451 ,0 ,0 ,2.338 ,0 ,742.112 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-507.006 
111.,PESNICA,5.662.373 ,1.373.973 ,255.963 ,37.264 ,17.735 ,14.205 ,121 ,200 ,5.003 ,1.068.102 ,59.352 ,2.228 ,117.710 ,167.806 ,4.340 ,540.690 ,0 ,9.272 ,0 ,166.704 ,125 ,125 ,0 ,0 ,0 ,12.519 ,0 ,12.519 ,0 ,1.661.668 ,95.143 ,0 ,95.143 ,840.394 ,0 ,0 ,11.267 ,0 ,0 ,829.127 ,53.113 ,53.113 ,673.018 ,125.188 ,115.732 ,0 ,432.098 ,0 ,0 ,0 ,2.468.403 ,2.468.403 ,0 ,0 ,148.786 ,0 ,2.159.669 ,25.004 ,50.843 ,0 ,84.101 ,158.329 ,151.965 ,107.937 ,44.029 ,0 ,0 ,0 ,0 ,0 ,6.364 ,0 ,0 ,0 ,6.364 ,-619.992 
112.,PIRAN,21.917.777 ,6.362.453 ,1.474.434 ,241.084 ,117.817 ,94.349 ,801 ,1.329 ,26.789 ,2.983.079 ,455.801 ,118.519 ,314.207 ,43.710 ,18.971 ,359.586 ,23.835 ,811.501 ,66.281 ,770.667 ,17.456 ,17.456 ,0 ,0 ,0 ,1.646.401 ,0 ,125.188 ,1.521.213 ,7.960.155 ,379.347 ,104.323 ,275.024 ,2.611.518 ,0 ,0 ,85.846 ,0 ,2.815 ,2.522.857 ,1.361.820 ,1.361.820 ,3.607.471 ,30.939 ,202.260 ,4.173 ,2.396.984 ,954.211 ,18.903 ,0 ,5.882.372 ,5.882.372 ,807.808 ,9.223 ,311.069 ,2.586 ,4.304.525 ,92.532 ,133.187 ,0 ,221.443 ,1.712.797 ,683.232 ,94.866 ,588.366 ,0 ,0 ,0 ,0 ,0 ,1.029.565 ,125.188 ,0 ,0 ,904.377 ,10.515.461 
113.,PIVKA,5.224.449 ,1.540.243 ,312.728 ,49.854 ,25.142 ,19.675 ,166 ,280 ,4.591 ,1.174.952 ,144.207 ,28.644 ,117.433 ,13.822 ,8.564 ,610.353 ,975 ,66.069 ,13.394 ,171.492 ,2.709 ,2.709 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.528.856 ,116.787 ,0 ,116.787 ,631.959 ,958 ,11.851 ,0 ,0 ,0 ,619.149 ,200.347 ,200.347 ,579.764 ,47.167 ,38.210 ,76.382 ,418.006 ,0 ,0 ,0 ,1.883.903 ,1.883.903 ,30.044 ,0 ,117.236 ,0 ,935.994 ,301.795 ,147.816 ,0 ,351.018 ,271.448 ,207.373 ,85.849 ,121.524 ,0 ,0 ,0 ,0 ,0 ,64.075 ,0 ,0 ,1.063 ,63.011 ,140.850 
114.,PODČETRTEK,3.523.903 ,657.574 ,116.433 ,20.502 ,11.834 ,6.935 ,58 ,109 ,1.565 ,497.471 ,44.934 ,0 ,26.431 ,3.384 ,8.129 ,251.811 ,12.352 ,0 ,3.726 ,146.703 ,2.303 ,739 ,0 ,1.565 ,0 ,20.865 ,0 ,20.865 ,0 ,940.790 ,0 ,0 ,0 ,503.376 ,0 ,0 ,985 ,0 ,0 ,502.391 ,79.465 ,79.465 ,357.949 ,0 ,50.184 ,0 ,217.760 ,90.006 ,0 ,0 ,1.704.323 ,1.704.323 ,0 ,0 ,59.936 ,2.278 ,1.531.360 ,0 ,16.900 ,0 ,93.849 ,221.215 ,194.287 ,29.210 ,165.077 ,0 ,0 ,0 ,0 ,0 ,26.928 ,0 ,0 ,0 ,26.928 ,-350.330 
115.,PODLEHNIK,1.849.940 ,530.733 ,91.012 ,13.864 ,6.607 ,5.303 ,45 ,75 ,1.835 ,390.106 ,105.387 ,383 ,23.261 ,3.619 ,1.215 ,244.818 ,0 ,0 ,0 ,11.423 ,23.232 ,0 ,23.232 ,0 ,0 ,12.519 ,0 ,12.519 ,0 ,419.642 ,19.286 ,0 ,19.286 ,187.859 ,20.325 ,0 ,0 ,0 ,0 ,167.534 ,34.680 ,34.680 ,177.817 ,0 ,38.309 ,0 ,139.508 ,0 ,0 ,0 ,319.707 ,319.707 ,0 ,0 ,13.006 ,0 ,77.284 ,177.455 ,6.508 ,0 ,45.455 ,579.857 ,579.857 ,574.903 ,4.953 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-353.938 
116.,PODVELKA,2.011.455 ,573.185 ,85.370 ,14.447 ,6.902 ,5.529 ,46 ,79 ,1.890 ,455.191 ,39.338 ,33 ,34.381 ,3.852 ,8.550 ,322.125 ,1.786 ,0 ,3.292 ,41.834 ,6.180 ,6.180 ,0 ,0 ,0 ,11.997 ,2.600 ,8.346 ,1.052 ,543.503 ,24.153 ,0 ,24.153 ,311.647 ,0 ,1.773 ,33.792 ,0 ,0 ,276.081 ,56.451 ,56.451 ,151.252 ,2.566 ,0 ,1.465 ,124.378 ,15.911 ,6.931 ,0 ,744.675 ,744.675 ,0 ,0 ,8.826 ,3.372 ,661.321 ,11.622 ,630 ,0 ,58.905 ,150.092 ,109.886 ,91.575 ,18.311 ,0 ,0 ,0 ,0 ,0 ,40.206 ,0 ,0 ,0 ,40.206 ,239.889 
117.,POLZELA,3.330.717 ,715.628 ,137.957 ,22.404 ,11.075 ,8.872 ,75 ,125 ,2.258 ,513.416 ,83.784 ,1.669 ,39.451 ,3.555 ,4.427 ,298.539 ,1.974 ,0 ,5.888 ,74.128 ,17.906 ,9.247 ,0 ,8.659 ,0 ,23.944 ,8.083 ,15.861 ,0 ,1.181.673 ,23.402 ,0 ,23.402 ,684.114 ,0 ,4.841 ,0 ,0 ,0 ,679.273 ,130.404 ,130.404 ,343.753 ,0 ,52.103 ,4.866 ,241.892 ,44.892 ,0 ,0 ,1.067.714 ,1.067.714 ,0 ,0 ,60.220 ,0 ,752.145 ,2.650 ,154.711 ,0 ,97.989 ,365.703 ,195.702 ,19.730 ,175.972 ,0 ,0 ,0 ,0 ,0 ,170.001 ,0 ,110.679 ,0 ,59.322 ,-159.973 
118.,POSTOJNA,11.099.902 ,3.097.937 ,677.036 ,109.405 ,53.185 ,42.518 ,360 ,601 ,12.741 ,2.233.865 ,183.371 ,262.798 ,244.521 ,6.700 ,3.526 ,1.260.595 ,300 ,9.259 ,25.535 ,237.260 ,77.631 ,40.386 ,0 ,37.245 ,0 ,0 ,0 ,0 ,0 ,3.434.755 ,94.762 ,0 ,94.762 ,1.832.384 ,0 ,16.821 ,2.921 ,0 ,14.549 ,1.798.092 ,624.828 ,624.828 ,882.782 ,4.402 ,144.744 ,8.887 ,724.748 ,0 ,0 ,0 ,4.272.770 ,4.272.770 ,978.383 ,5.987 ,155.834 ,25.994 ,2.017.547 ,634.059 ,56.607 ,0 ,398.358 ,294.440 ,169.365 ,119.684 ,48.969 ,0 ,0 ,713 ,0 ,0 ,125.075 ,0 ,0 ,0 ,125.075 ,610.678 
