147.,SVETA ANA,1.100.559 ,111.609 ,47.788 ,5.646 ,51.536 ,13.307 ,0 ,6.059 ,1.953 ,280 ,3.751 ,0 ,0 ,1.419 ,24.766 ,230 ,0 ,0 ,230 ,0 ,6.410 ,415.331 ,25.993 ,0 ,25.993 ,66.266 ,0 ,0 ,0 ,0 ,0 ,66.266 ,25.522 ,25.522 ,297.550 ,0 ,11.713 ,0 ,285.837 ,0 ,377.725 ,377.725 ,27.433 ,0 ,3.593 ,0 ,310.641 ,159 ,2.107 ,0 ,33.792 ,195.894 ,195.894 ,0 ,0 ,0 ,0 ,0 ,0 ,45.881 ,150.013 ,0 ,24.862 
148.,SVETI ANDRAŽ V SLOVENSKIH GORICAH,676.344 ,172.104 ,59.927 ,8.488 ,103.689 ,29.069 ,1.006 ,16.959 ,0 ,7.628 ,34.852 ,0 ,0 ,2.587 ,11.588 ,0 ,0 ,0 ,0 ,0 ,0 ,229.089 ,92.263 ,0 ,92.263 ,83.776 ,0 ,0 ,0 ,0 ,0 ,83.776 ,18.177 ,18.177 ,34.873 ,0 ,9.452 ,0 ,25.421 ,0 ,275.150 ,275.150 ,0 ,0 ,7.081 ,0 ,222.638 ,3.810 ,3.672 ,0 ,37.949 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,52.967 
149.,SVETI JURIJ,1.537.744 ,297.121 ,54.916 ,7.849 ,224.082 ,31.731 ,2.942 ,20.443 ,0 ,1.736 ,100.242 ,0 ,0 ,2.495 ,64.493 ,0 ,0 ,0 ,0 ,0 ,10.274 ,784.460 ,339.781 ,0 ,339.781 ,83.667 ,1.352 ,0 ,1.494 ,0 ,0 ,80.821 ,64.317 ,64.317 ,296.695 ,0 ,24.099 ,534 ,272.062 ,0 ,417.505 ,417.505 ,0 ,0 ,1.452 ,0 ,348.590 ,45.143 ,0 ,0 ,22.321 ,38.658 ,38.658 ,3.071 ,0 ,0 ,0 ,0 ,0 ,0 ,35.587 ,0 ,-25.104 
150.,ŠALOVCI,1.211.405 ,166.153 ,34.635 ,4.945 ,97.555 ,43.181 ,0 ,12.014 ,0 ,2.900 ,28.610 ,0 ,0 ,1.277 ,9.573 ,4.252 ,4.252 ,0 ,0 ,0 ,24.766 ,435.466 ,20.948 ,0 ,20.948 ,131.380 ,22.455 ,0 ,18.065 ,0 ,0 ,90.861 ,43.211 ,43.211 ,239.927 ,218.949 ,0 ,3.931 ,17.046 ,0 ,523.335 ,523.335 ,0 ,21.724 ,6.030 ,0 ,177.863 ,266.057 ,0 ,12.414 ,39.246 ,86.451 ,86.451 ,0 ,0 ,16.692 ,0 ,0 ,0 ,20.218 ,49.541 ,0 ,22.676 
151.,ŠEMPETER - VRTOJBA,6.011.745 ,1.813.373 ,140.562 ,28.269 ,1.644.542 ,877.414 ,56.528 ,377.807 ,5.533 ,1.827 ,114.662 ,29.960 ,1.297 ,7.612 ,171.902 ,0 ,0 ,0 ,0 ,0 ,0 ,1.235.547 ,149.909 ,48.156 ,101.753 ,133.779 ,0 ,0 ,0 ,0 ,2.153 ,131.626 ,235.763 ,235.763 ,716.095 ,0 ,10.155 ,0 ,705.940 ,0 ,1.263.878 ,1.263.878 ,68.853 ,0 ,85.599 ,0 ,755.878 ,165.575 ,31.430 ,0 ,156.543 ,1.698.947 ,1.698.947 ,0 ,0 ,8.684 ,0 ,0 ,0 ,0 ,1.690.263 ,0 ,-704.405 
152.,ŠENČUR,2.922.722 ,516.291 ,98.026 ,15.682 ,379.590 ,57.783 ,9.130 ,61.617 ,3.109 ,1.978 ,167.714 ,1.957 ,79 ,3.188 ,73.035 ,0 ,0 ,0 ,0 ,0 ,22.993 ,1.088.662 ,70.209 ,4.315 ,65.895 ,730.496 ,0 ,13.771 ,1.753 ,0 ,0 ,714.972 ,147.480 ,147.480 ,140.477 ,14.626 ,23.110 ,0 ,102.742 ,0 ,1.140.665 ,1.140.665 ,0 ,0 ,10.436 ,19.488 ,978.309 ,22.939 ,31.844 ,0 ,77.650 ,177.103 ,177.103 ,0 ,0 ,15.648 ,124.503 ,0 ,0 ,0 ,36.951 ,0 ,736.042 
153.,ŠENTILJ,4.830.846 ,707.269 ,416.483 ,35.019 ,209.961 ,49.641 ,5.537 ,40.461 ,9.840 ,4.586 ,16.391 ,0 ,0 ,12.669 ,70.835 ,7.532 ,7.532 ,0 ,0 ,0 ,38.274 ,2.096.390 ,115.344 ,0 ,115.344 ,360.366 ,0 ,0 ,0 ,0 ,4.173 ,356.193 ,186.434 ,186.434 ,1.434.247 ,60.708 ,91.804 ,0 ,1.281.735 ,0 ,1.612.456 ,1.612.456 ,0 ,0 ,4.123 ,0 ,1.365.089 ,182.161 ,8.588 ,0 ,52.495 ,414.730 ,414.730 ,0 ,0 ,0 ,0 ,0 ,0 ,53.042 ,361.688 ,0 ,-568.728 
154.,ŠENTJERNEJ,3.096.795 ,623.030 ,120.489 ,17.280 ,485.261 ,97.321 ,33.600 ,172.717 ,2.842 ,12.473 ,72.392 ,18.227 ,238 ,6.143 ,69.308 ,0 ,0 ,0 ,0 ,0 ,0 ,1.087.189 ,90.970 ,0 ,90.970 ,393.761 ,655 ,0 ,23.189 ,0 ,2.754 ,367.163 ,99.207 ,99.207 ,503.251 ,0 ,0 ,0 ,503.251 ,0 ,1.350.851 ,1.350.851 ,0 ,0 ,31.839 ,0 ,387.711 ,773.406 ,85.845 ,0 ,72.050 ,35.724 ,35.724 ,1.924 ,0 ,33.801 ,0 ,0 ,0 ,0 ,0 ,0 ,255 
155.,ŠENTJUR,6.766.496 ,1.174.996 ,382.157 ,53.843 ,621.920 ,143.845 ,9.335 ,91.579 ,21.983 ,7.390 ,102.191 ,14.856 ,20.865 ,17.113 ,192.764 ,106.622 ,71.970 ,3.497 ,31.155 ,0 ,10.453 ,3.290.202 ,73.310 ,40.181 ,33.129 ,1.708.859 ,0 ,0 ,0 ,0 ,0 ,1.708.859 ,356.193 ,356.193 ,1.151.840 ,490.081 ,120.965 ,0 ,540.795 ,0 ,2.280.433 ,2.280.433 ,0 ,31.535 ,45.652 ,4.173 ,1.177.162 ,654.861 ,78.660 ,0 ,288.391 ,20.865 ,20.865 ,0 ,0 ,0 ,20.865 ,0 ,0 ,0 ,0 ,0 ,357.244 
156.,ŠKOCJAN,1.141.683 ,322.012 ,79.799 ,11.672 ,230.542 ,22.742 ,9.944 ,21.879 ,2.024 ,2.875 ,123.277 ,0 ,0 ,3.952 ,43.849 ,0 ,0 ,0 ,0 ,0 ,0 ,630.554 ,169.688 ,0 ,169.688 ,171.411 ,0 ,0 ,0 ,0 ,2.888 ,168.524 ,69.279 ,69.279 ,220.176 ,0 ,18.557 ,0 ,201.619 ,0 ,29.206 ,29.206 ,0 ,0 ,6.681 ,0 ,0 ,2.804 ,234 ,0 ,19.488 ,159.911 ,159.911 ,0 ,0 ,7.303 ,94.746 ,0 ,0 ,0 ,57.862 ,0 ,311.884 
157.,ŠKOFJA LOKA,8.532.912 ,2.177.504 ,602.116 ,83.897 ,1.426.256 ,222.200 ,43.332 ,68.206 ,9.080 ,8.959 ,491.462 ,54.248 ,2.241 ,25.630 ,500.897 ,16.187 ,0 ,0 ,16.187 ,0 ,49.049 ,3.701.865 ,65.164 ,0 ,65.164 ,1.741.779 ,0 ,0 ,33.609 ,0 ,1.189 ,1.706.981 ,487.227 ,487.227 ,1.407.695 ,562.268 ,92.359 ,32.962 ,720.105 ,0 ,2.050.772 ,2.050.772 ,30.671 ,11.951 ,37.982 ,145.827 ,1.183.183 ,608.204 ,0 ,0 ,32.954 ,602.771 ,602.771 ,124.675 ,0 ,45.026 ,0 ,0 ,7.232 ,0 ,425.839 ,0 ,416.984 
158.,ŠKOFLJICA,2.498.932 ,782.841 ,178.943 ,16.813 ,523.953 ,169.796 ,2.704 ,81.289 ,8.250 ,1.748 ,185.653 ,10.966 ,4.194 ,3.509 ,55.842 ,0 ,0 ,0 ,0 ,0 ,63.132 ,986.693 ,23.786 ,0 ,23.786 ,722.242 ,2.508 ,0 ,0 ,0 ,0 ,719.734 ,66.375 ,66.375 ,174.291 ,0 ,20.214 ,0 ,154.077 ,0 ,567.944 ,567.944 ,0 ,0 ,5.508 ,15.607 ,378.889 ,0 ,99.787 ,0 ,68.152 ,161.455 ,161.455 ,0 ,0 ,81.368 ,0 ,0 ,0 ,18.632 ,61.455 ,0 ,1.519.070 
159.,ŠMARJE PRI JELŠAH,4.779.444 ,822.663 ,253.430 ,35.870 ,504.874 ,95.080 ,8.767 ,108.621 ,10.144 ,3.476 ,185.182 ,3.923 ,417 ,8.688 ,80.575 ,2.646 ,1.444 ,0 ,1.202 ,0 ,25.843 ,1.704.453 ,38.032 ,0 ,38.032 ,291.037 ,0 ,0 ,0 ,0 ,0 ,291.037 ,161.947 ,161.947 ,1.213.437 ,106.935 ,72.868 ,25.033 ,1.008.600 ,0 ,2.020.051 ,2.020.051 ,15.886 ,0 ,70.105 ,1.577 ,1.408.571 ,93.252 ,307.770 ,0 ,122.889 ,232.278 ,232.278 ,0 ,0 ,100.230 ,0 ,0 ,0 ,0 ,132.048 ,0 ,388.804 
160.,ŠMARTNO OB PAKI,1.152.207 ,379.970 ,56.418 ,8.358 ,282.232 ,27.667 ,6.768 ,21.161 ,0 ,1.995 ,183.780 ,0 ,0 ,0 ,40.861 ,0 ,0 ,0 ,0 ,0 ,32.962 ,482.445 ,25.776 ,0 ,25.776 ,77.558 ,376 ,1.477 ,0 ,0 ,0 ,75.705 ,99.587 ,99.587 ,279.523 ,3.960 ,7.858 ,1.173 ,266.533 ,0 ,226.135 ,226.135 ,0 ,0 ,847 ,0 ,199.908 ,0 ,11.755 ,0 ,13.625 ,63.658 ,63.658 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,63.658 ,0 ,54.190 
161.,ŠOŠTANJ,4.800.346 ,1.395.990 ,172.655 ,24.328 ,1.120.756 ,68.837 ,35.578 ,76.940 ,7.132 ,5.387 ,657.732 ,2.316 ,1.419 ,7.298 ,258.116 ,27.767 ,8.867 ,0 ,18.899 ,0 ,50.484 ,1.655.792 ,66.750 ,4.106 ,62.644 ,294.250 ,0 ,0 ,2.166 ,0 ,0 ,292.084 ,168.941 ,168.941 ,1.125.851 ,251.323 ,38.262 ,5.888 ,830.379 ,0 ,1.723.527 ,1.723.527 ,648.986 ,0 ,34.564 ,0 ,738.170 ,212.469 ,9.644 ,0 ,79.695 ,25.038 ,25.038 ,0 ,0 ,25.038 ,0 ,0 ,0 ,0 ,0 ,0 ,-473.894 
162.,ŠTORE,1.700.280 ,547.146 ,72.359 ,10.019 ,408.400 ,78.142 ,6.451 ,39.576 ,13.691 ,3.489 ,169.680 ,39.238 ,2.091 ,2.629 ,53.413 ,56.368 ,40.820 ,15.548 ,0 ,0 ,0 ,523.510 ,21.854 ,0 ,21.854 ,358.546 ,5.070 ,0 ,0 ,0 ,10.674 ,342.802 ,50.517 ,50.517 ,92.593 ,5.133 ,5.279 ,0 ,82.182 ,0 ,586.663 ,586.663 ,53.493 ,12.673 ,16.057 ,0 ,220.669 ,203.201 ,22.559 ,0 ,58.012 ,42.960 ,42.960 ,0 ,0 ,38.833 ,4.127 ,0 ,0 ,0 ,0 ,0 ,-35.470 
163.,TABOR,803.059 ,128.113 ,41.233 ,6.860 ,80.020 ,11.534 ,1.744 ,12.047 ,0 ,2.086 ,32.090 ,1.085 ,19.433 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,364.121 ,9.072 ,0 ,9.072 ,183.634 ,0 ,2.337 ,0 ,0 ,0 ,181.297 ,41.650 ,41.650 ,129.765 ,655 ,3.843 ,0 ,125.267 ,0 ,310.825 ,310.825 ,0 ,0 ,25.200 ,0 ,36.776 ,213.812 ,0 ,0 ,35.036 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-321 
164.,TIŠINA,1.552.190 ,457.070 ,149.058 ,19.994 ,245.890 ,29.906 ,38.369 ,68.924 ,4.976 ,3.512 ,62.165 ,0 ,3.322 ,4.516 ,30.199 ,42.128 ,0 ,0 ,42.128 ,0 ,0 ,523.351 ,27.633 ,0 ,27.633 ,68.411 ,96 ,1.271 ,2.516 ,0 ,0 ,64.528 ,83.020 ,83.020 ,344.287 ,40.315 ,33.079 ,20.865 ,250.029 ,0 ,273.385 ,273.385 ,2.336 ,8.879 ,13.819 ,0 ,234.867 ,6.734 ,0 ,0 ,6.750 ,298.383 ,298.383 ,0 ,0 ,21.619 ,0 ,0 ,0 ,0 ,276.765 ,0 ,57.534 
165.,TOLMIN,6.714.155 ,1.195.873 ,291.099 ,37.648 ,809.473 ,68.624 ,13 ,71.829 ,11.630 ,11.830 ,495.898 ,4.131 ,6.844 ,11.442 ,127.233 ,32.616 ,31.168 ,0 ,1.448 ,0 ,25.038 ,2.517.234 ,50.793 ,0 ,50.793 ,996.582 ,0 ,0 ,363 ,1.181 ,2.700 ,992.339 ,141.975 ,141.975 ,1.327.883 ,232.874 ,47.204 ,5.942 ,1.041.863 ,0 ,2.047.079 ,2.047.079 ,41.153 ,8.972 ,23.761 ,0 ,231.143 ,1.139.226 ,517.322 ,0 ,85.503 ,953.968 ,953.968 ,0 ,0 ,31.092 ,823.807 ,0 ,0 ,0 ,99.069 ,0 ,35.257 
166.,TRBOVLJE,7.934.665 ,2.039.009 ,608.300 ,87.377 ,1.299.833 ,284.352 ,18.353 ,185.854 ,21.891 ,6.101 ,561.972 ,12.277 ,1.114 ,24.441 ,183.479 ,2.721 ,2.721 ,0 ,0 ,0 ,40.778 ,3.006.151 ,33.429 ,0 ,33.429 ,1.471.904 ,0 ,0 ,34.543 ,0 ,0 ,1.437.360 ,384.364 ,384.364 ,1.116.454 ,0 ,114.180 ,12.035 ,990.240 ,0 ,2.331.643 ,2.331.643 ,90.590 ,8.229 ,23.819 ,0 ,1.239.831 ,501.911 ,163.620 ,0 ,303.643 ,557.862 ,557.862 ,30.671 ,0 ,18.778 ,163.103 ,0 ,7.094 ,39.672 ,298.544 ,0 ,75.630 
167.,TREBNJE,8.995.598 ,762.857 ,395.443 ,56.301 ,266.516 ,62.656 ,0 ,44.425 ,5.926 ,2.420 ,33.237 ,30.471 ,0 ,21.432 ,65.949 ,125 ,125 ,0 ,0 ,0 ,44.471 ,4.326.110 ,659.773 ,0 ,659.773 ,1.686.718 ,0 ,0 ,4.073 ,0 ,12.544 ,1.670.101 ,435.224 ,435.224 ,1.544.396 ,271.670 ,73.769 ,113 ,1.198.844 ,0 ,2.515.035 ,2.515.035 ,0 ,12.435 ,238.595 ,0 ,2.090.127 ,97.984 ,2.988 ,0 ,72.905 ,1.391.596 ,1.391.596 ,406.756 ,0 ,29.210 ,691.909 ,0 ,8.984 ,0 ,254.736 ,0 ,151.373 
168.,TRNOVSKA VAS,691.825 ,134.577 ,58.951 ,8.108 ,63.216 ,13.566 ,4.052 ,9.231 ,0 ,2.487 ,20.159 ,0 ,0 ,1.694 ,12.026 ,0 ,0 ,0 ,0 ,0 ,4.302 ,131.689 ,7.273 ,0 ,7.273 ,80.567 ,0 ,83 ,117 ,0 ,0 ,80.366 ,9.902 ,9.902 ,33.947 ,1.473 ,6.685 ,0 ,25.789 ,0 ,415.457 ,415.457 ,0 ,0 ,10.608 ,0 ,388.028 ,0 ,2.145 ,0 ,14.676 ,10.103 ,10.103 ,0 ,0 ,7.011 ,0 ,0 ,0 ,0 ,3.092 ,0 ,-9.677 
169.,TRZIN,1.842.469 ,505.482 ,95.924 ,38.011 ,367.282 ,51.815 ,117.046 ,63.904 ,0 ,3.389 ,26.985 ,5.790 ,0 ,0 ,98.351 ,4.265 ,4.265 ,0 ,0 ,0 ,0 ,479.512 ,7.137 ,4.816 ,2.321 ,41.460 ,0 ,0 ,0 ,0 ,14.462 ,26.998 ,64.848 ,64.848 ,366.067 ,27.043 ,11.814 ,0 ,327.209 ,0 ,769.416 ,769.416 ,100.342 ,0 ,34.808 ,0 ,500.415 ,102.125 ,2.949 ,0 ,28.778 ,88.059 ,88.059 ,0 ,0 ,32.469 ,1.489 ,0 ,18.778 ,0 ,35.322 ,0 ,401.093 
170.,TRŽIČ,6.836.989 ,1.729.824 ,480.058 ,65.957 ,1.115.406 ,147.388 ,18.194 ,135.645 ,16.921 ,22.371 ,528.042 ,14.881 ,4.636 ,21.449 ,205.880 ,8.938 ,8.938 ,0 ,0 ,0 ,59.464 ,2.144.408 ,29.453 ,0 ,29.453 ,378.009 ,0 ,0 ,0 ,0 ,0 ,378.009 ,279.286 ,279.286 ,1.440.519 ,85.178 ,45.105 ,27.808 ,1.282.428 ,17.142 ,2.807.578 ,2.807.578 ,30.462 ,13.620 ,31.856 ,38.821 ,1.729.966 ,898.335 ,13.253 ,1.903 ,49.362 ,155.179 ,155.179 ,0 ,0 ,17.347 ,17.601 ,0 ,0 ,0 ,120.230 ,0 ,-330.258 
171.,TURNIŠČE,1.800.004 ,199.612 ,77.562 ,32.461 ,71.474 ,14.730 ,6.631 ,12.172 ,3.610 ,263 ,1.803 ,0 ,0 ,1.811 ,30.454 ,0 ,0 ,0 ,0 ,0 ,18.115 ,790.194 ,269.383 ,3.130 ,266.254 ,96.478 ,0 ,0 ,0 ,0 ,0 ,96.478 ,37.206 ,37.206 ,387.127 ,60.925 ,28.222 ,0 ,297.980 ,0 ,102.683 ,102.683 ,0 ,0 ,1.068 ,0 ,87.631 ,0 ,0 ,0 ,13.983 ,707.515 ,707.515 ,0 ,0 ,0 ,707.515 ,0 ,0 ,0 ,0 ,0 ,299.395 
172.,MESTNA OBČINA VELENJE,12.431.839 ,2.790.068 ,892.710 ,127.362 ,1.553.309 ,423.393 ,8.918 ,273.811 ,18.373 ,10.633 ,173.669 ,85.599 ,7.929 ,40.661 ,510.324 ,184.197 ,13.420 ,0 ,170.777 ,0 ,32.490 ,6.382.349 ,8.066 ,0 ,8.066 ,488.174 ,0 ,0 ,23.948 ,0 ,0 ,464.226 ,518.849 ,518.849 ,5.367.259 ,119.826 ,192.606 ,69.079 ,4.985.749 ,0 ,2.201.582 ,2.201.582 ,938.020 ,0 ,177.041 ,2.132 ,309.226 ,515.294 ,85.749 ,0 ,174.120 ,1.057.841 ,1.057.841 ,32.257 ,0 ,48.406 ,869.546 ,0 ,4.895 ,9.422 ,93.315 ,0 ,1.409.735 
173.,VELIKA POLANA,680.275 ,209.285 ,48.886 ,6.860 ,153.539 ,39.054 ,20.481 ,28.213 ,29 ,16.967 ,28.856 ,0 ,0 ,1.093 ,18.845 ,0 ,0 ,0 ,0 ,0 ,0 ,318.010 ,78.368 ,6.652 ,71.716 ,57.177 ,0 ,42 ,18.298 ,0 ,0 ,38.837 ,182.415 ,182.415 ,50 ,0 ,0 ,50 ,0 ,0 ,152.979 ,152.979 ,25 ,0 ,11.972 ,3.860 ,8.901 ,77.441 ,12.498 ,0 ,38.282 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15.223 
174.,VELIKE LAŠČE,1.906.251 ,190.098 ,89.964 ,12.677 ,70.764 ,36.321 ,0 ,9.272 ,2.312 ,2.892 ,0 ,0 ,0 ,3.071 ,16.896 ,0 ,0 ,0 ,0 ,0 ,16.692 ,814.513 ,62.001 ,0 ,62.001 ,159.347 ,0 ,0 ,0 ,0 ,0 ,159.347 ,41.270 ,41.270 ,551.895 ,0 ,0 ,0 ,551.895 ,0 ,751.002 ,751.002 ,0 ,0 ,5.312 ,0 ,723.999 ,0 ,0 ,0 ,21.691 ,150.638 ,150.638 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,150.638 ,0 ,972 
175.,VERŽEJ,717.201 ,112.135 ,41.270 ,5.988 ,61.647 ,6.322 ,121 ,15.669 ,843 ,1.452 ,14.493 ,0 ,0 ,2.220 ,20.527 ,0 ,0 ,0 ,0 ,0 ,3.230 ,343.899 ,94.471 ,5.137 ,89.334 ,20.744 ,0 ,342 ,0 ,0 ,0 ,20.401 ,32.828 ,32.828 ,195.856 ,0 ,6.163 ,213 ,189.480 ,0 ,230.003 ,230.003 ,10.432 ,0 ,739 ,250 ,206.347 ,0 ,2.742 ,0 ,9.493 ,31.163 ,31.163 ,0 ,0 ,0 ,0 ,0 ,0 ,238 ,30.926 ,0 ,-28.105 
176.,VIDEM,2.735.800 ,623.694 ,131.080 ,18.077 ,474.537 ,68.795 ,3.009 ,44.483 ,7.031 ,1.940 ,265.786 ,0 ,0 ,6.084 ,77.408 ,0 ,0 ,0 ,0 ,0 ,0 ,1.100.864 ,360.991 ,188 ,360.804 ,223.498 ,0 ,121 ,4.757 ,0 ,0 ,218.620 ,73.748 ,73.748 ,442.626 ,98.402 ,51.423 ,0 ,292.802 ,0 ,941.750 ,941.750 ,0 ,0 ,24.837 ,0 ,474.649 ,416.425 ,10.558 ,0 ,15.281 ,69.492 ,69.492 ,0 ,0 ,69.492 ,0 ,0 ,0 ,0 ,0 ,0 ,-15.640 
177.,VIPAVA,3.087.323 ,491.183 ,104.841 ,17.155 ,350.751 ,21.370 ,1.732 ,30.312 ,83 ,2.629 ,193.040 ,1.707 ,0 ,4.928 ,94.951 ,0 ,0 ,0 ,0 ,0 ,18.436 ,913.061 ,52.174 ,0 ,52.174 ,511.359 ,730 ,8.137 ,1.899 ,0 ,0 ,500.593 ,128.468 ,128.468 ,221.061 ,75.839 ,12.974 ,23.030 ,109.218 ,0 ,1.578.626 ,1.578.626 ,34.794 ,0 ,2.975 ,0 ,1.390.043 ,99.407 ,0 ,0 ,51.406 ,104.453 ,104.453 ,58.571 ,0 ,33.363 ,0 ,0 ,0 ,0 ,12.519 ,0 ,-762.665 
178.,VITANJE,1.082.866 ,466.729 ,71.975 ,23.569 ,362.364 ,31.956 ,10.403 ,51.135 ,1.152 ,96 ,201.193 ,0 ,0 ,2.750 ,63.679 ,0 ,0 ,0 ,0 ,0 ,8.822 ,251.773 ,47.108 ,0 ,47.108 ,137.310 ,8.901 ,0 ,0 ,0 ,0 ,128.409 ,16.433 ,16.433 ,50.922 ,0 ,0 ,0 ,50.922 ,0 ,115.865 ,115.865 ,0 ,0 ,1.648 ,0 ,114.217 ,0 ,0 ,0 ,0 ,248.498 ,248.498 ,0 ,0 ,0 ,238.065 ,0 ,0 ,0 ,10.432 ,0 ,45.310 
179.,VODICE,1.812.707 ,677.178 ,140.014 ,19.483 ,480.108 ,53.518 ,34.735 ,52.241 ,7.536 ,15.169 ,121.207 ,11.855 ,0 ,5.375 ,178.472 ,0 ,0 ,0 ,0 ,0 ,37.573 ,563.846 ,30.717 ,0 ,30.717 ,379.540 ,0 ,4.173 ,2.871 ,0 ,9.673 ,362.823 ,80.588 ,80.588 ,73.001 ,0 ,10.457 ,0 ,62.544 ,0 ,517.489 ,517.489 ,0 ,14.313 ,28.601 ,576 ,300.238 ,66.834 ,3.013 ,2.633 ,101.281 ,54.194 ,54.194 ,0 ,0 ,36.705 ,0 ,0 ,0 ,0 ,17.489 ,0 ,3.620.656 
180.,VOJNIK,3.151.440 ,754.427 ,218.941 ,30.888 ,496.036 ,135.687 ,7.762 ,80.667 ,12.235 ,7.353 ,155.078 ,16.955 ,1.394 ,8.988 ,69.917 ,8.563 ,8.563 ,0 ,0 ,0 ,0 ,1.395.577 ,110.353 ,0 ,110.353 ,905.362 ,113.954 ,2.412 ,12.239 ,0 ,997 ,775.759 ,162.661 ,162.661 ,217.201 ,48.690 ,41.454 ,0 ,127.057 ,0 ,855.008 ,855.008 ,0 ,0 ,21.182 ,5.208 ,447.843 ,229.761 ,50.730 ,0 ,100.284 ,146.428 ,146.428 ,0 ,79.286 ,8.346 ,16.838 ,0 ,0 ,0 ,41.959 ,0 ,-28.952 
181.,VRANSKO,1.186.960 ,351.264 ,76.990 ,10.324 ,226.915 ,32.837 ,7.449 ,32.394 ,0 ,0 ,122.171 ,8.404 ,0 ,2.541 ,21.119 ,37.035 ,37.035 ,0 ,0 ,0 ,0 ,570.940 ,147.204 ,0 ,147.204 ,98.389 ,0 ,0 ,0 ,0 ,0 ,98.389 ,84.806 ,84.806 ,240.540 ,0 ,12.828 ,2.191 ,225.522 ,0 ,238.362 ,238.362 ,11.893 ,0 ,13.779 ,0 ,130.137 ,8.246 ,0 ,0 ,74.307 ,26.394 ,26.394 ,0 ,0 ,18.778 ,0 ,0 ,0 ,0 ,7.616 ,0 ,-41.404 
182.,VRHNIKA,6.784.402 ,1.367.368 ,336.196 ,47.772 ,888.420 ,112.544 ,1.123 ,52.253 ,3.397 ,6.009 ,509.452 ,25.914 ,0 ,14.526 ,163.203 ,79.853 ,73.915 ,4.185 ,1.753 ,0 ,15.127 ,2.846.077 ,101.285 ,2.466 ,98.819 ,1.577.045 ,0 ,5.020 ,2.258 ,0 ,0 ,1.569.767 ,215.219 ,215.219 ,952.529 ,157.858 ,6.940 ,23.110 ,764.622 ,0 ,2.542.606 ,2.542.606 ,229.190 ,23.565 ,87.369 ,6.072 ,1.908.463 ,111.175 ,34.577 ,0 ,142.197 ,28.351 ,28.351 ,28.351 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,78.902 
183.,VUZENICA,1.215.532 ,180.170 ,77.195 ,10.236 ,73.368 ,16.262 ,455 ,6.944 ,67 ,4.761 ,1.915 ,0 ,0 ,4.135 ,38.829 ,10.971 ,10.971 ,0 ,0 ,0 ,8.400 ,710.670 ,15.669 ,0 ,15.669 ,104.023 ,0 ,0 ,0 ,0 ,0 ,104.023 ,51.461 ,51.461 ,539.518 ,0 ,12.865 ,1.490 ,525.163 ,0 ,274.762 ,274.762 ,17.626 ,0 ,2.283 ,0 ,129.340 ,112.506 ,455 ,0 ,12.552 ,49.929 ,49.929 ,0 ,0 ,10.749 ,0 ,0 ,0 ,0 ,39.180 ,0 ,48.903 
184.,ZAGORJE OB SAVI,7.605.212 ,1.719.842 ,394.237 ,56.956 ,1.218.928 ,150.830 ,202.896 ,150.401 ,18.624 ,6.172 ,509.402 ,16.905 ,438 ,18.419 ,144.842 ,11.042 ,125 ,0 ,10.916 ,0 ,38.679 ,2.900.463 ,46.269 ,0 ,46.269 ,573.105 ,0 ,0 ,59.360 ,0 ,22.338 ,491.408 ,489.981 ,489.981 ,1.791.107 ,105.233 ,76.782 ,157.336 ,1.451.757 ,0 ,2.615.277 ,2.615.277 ,0 ,0 ,32.298 ,271 ,1.704.711 ,522.129 ,143.519 ,0 ,212.348 ,369.629 ,369.629 ,0 ,0 ,139.242 ,6.272 ,0 ,0 ,0 ,224.115 ,0 ,-789.280 
185.,ZAVRČ,820.931 ,212.965 ,49.224 ,6.673 ,157.069 ,10.136 ,259 ,18.745 ,0 ,3.343 ,64.355 ,0 ,0 ,1.477 ,58.755 ,0 ,0 ,0 ,0 ,0 ,0 ,159.748 ,0 ,0 ,0 ,76.114 ,0 ,0 ,0 ,0 ,0 ,76.114 ,22.630 ,22.630 ,61.004 ,11.651 ,19.508 ,0 ,29.845 ,0 ,445.552 ,445.552 ,0 ,0 ,2.537 ,0 ,438.996 ,0 ,0 ,0 ,4.019 ,2.667 ,2.667 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.667 ,0 ,-10.937 
