141.,MESTNA OBČINA SLOVENJ GRADEC,15.125.000 ,9.788.437 ,6.786.834 ,4.778.693 ,4.778.693 ,1.336.889 ,1.166.888 ,67 ,6.789 ,163.145 ,671.253 ,10.620 ,0 ,660.633 ,0 ,0 ,3.001.602 ,1.661.517 ,61.037 ,78.797 ,1.521.683 ,27.679 ,27.679 ,63.483 ,63.483 ,24.770 ,24.770 ,1.224.153 ,1.224.153 ,2.176.602 ,1.964.497 ,1.963.662 ,835 ,0 ,0 ,0 ,212.106 ,0 ,212.106 ,0 ,83.312 ,83.312 ,54.736 ,28.576 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.076.648 ,2.873.748 ,2.872.571 ,1.177 ,0 ,0 ,0 ,202.900 ,0 ,0 ,0 ,0 ,0 ,0 ,202.900 ,0 
142.,SLOVENSKA BISTRICA,21.726.786 ,11.733.029 ,10.691.012 ,7.130.074 ,7.130.074 ,1.822.521 ,1.440.106 ,125 ,18.549 ,363.741 ,1.738.416 ,96.962 ,0 ,1.641.454 ,0 ,0 ,1.042.017 ,574.074 ,0 ,10.683 ,563.391 ,52.228 ,52.228 ,30.103 ,30.103 ,73.089 ,73.089 ,312.523 ,312.523 ,2.285.011 ,31.272 ,30.855 ,0 ,417 ,0 ,0 ,2.253.739 ,0 ,2.253.739 ,0 ,167 ,167 ,167 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7.708.580 ,7.708.580 ,7.511.655 ,196.925 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
143.,SLOVENSKE KONJICE,8.349.658 ,5.466.879 ,4.512.899 ,3.477.182 ,3.477.182 ,483.121 ,289.042 ,88 ,7.695 ,186.296 ,552.596 ,4.273 ,0 ,548.322 ,0 ,0 ,953.981 ,301.569 ,6.923 ,12.865 ,281.781 ,26.360 ,26.360 ,8.859 ,8.859 ,328.067 ,328.067 ,289.125 ,289.125 ,388.061 ,344.738 ,342.647 ,0 ,0 ,2.091 ,0 ,43.323 ,0 ,43.323 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.494.717 ,2.494.717 ,2.424.992 ,62.631 ,0 ,7.094 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
144.,SODRAŽICA,1.297.784 ,660.958 ,581.172 ,480.062 ,480.062 ,47.359 ,26.369 ,117 ,4.131 ,16.742 ,53.751 ,584 ,0 ,53.167 ,0 ,0 ,79.786 ,22.204 ,0 ,551 ,21.653 ,3.910 ,3.910 ,288 ,288 ,3.718 ,3.718 ,49.666 ,49.666 ,89.847 ,36.363 ,36.363 ,0 ,0 ,0 ,0 ,53.484 ,11.254 ,42.230 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,546.979 ,546.979 ,543.933 ,981 ,0 ,2.066 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
145.,SOLČAVA,654.916 ,133.580 ,110.566 ,76.561 ,76.561 ,5.095 ,1.990 ,0 ,2.633 ,472 ,28.910 ,154 ,0 ,28.756 ,0 ,0 ,23.014 ,19.972 ,0 ,367 ,19.604 ,1.832 ,1.832 ,0 ,0 ,609 ,609 ,601 ,601 ,672 ,672 ,672 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,520.664 ,520.664 ,510.862 ,0 ,0 ,9.802 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
146.,STARŠE,3.081.205 ,2.056.706 ,1.517.535 ,901.765 ,901.765 ,516.867 ,474.796 ,109 ,19.863 ,22.100 ,98.903 ,1.895 ,0 ,97.008 ,0 ,0 ,539.171 ,338.862 ,6.902 ,52.629 ,279.332 ,7.528 ,7.528 ,5.241 ,5.241 ,1.665 ,1.665 ,185.875 ,185.875 ,659 ,659 ,109 ,0 ,551 ,0 ,0 ,0 ,0 ,0 ,0 ,835 ,835 ,626 ,209 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.023.005 ,1.023.005 ,1.018.277 ,0 ,0 ,4.728 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
147.,SVETA ANA,1.504.273 ,516.657 ,366.175 ,274.861 ,274.861 ,34.580 ,24.254 ,0 ,209 ,10.118 ,56.733 ,230 ,0 ,56.503 ,0 ,0 ,150.482 ,34.784 ,415 ,16.105 ,18.264 ,1.304 ,1.304 ,1.377 ,1.377 ,64.574 ,64.574 ,48.444 ,48.444 ,1.373 ,0 ,0 ,0 ,0 ,0 ,0 ,1.373 ,0 ,1.373 ,0 ,1.461 ,1.461 ,1.461 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,984.783 ,984.783 ,984.783 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
148.,SVETI ANDRAŽ V SLOVENSKIH GORICAH,1.425.221 ,207.770 ,159.352 ,119.262 ,119.262 ,16.558 ,13.291 ,0 ,476 ,2.792 ,23.531 ,63 ,0 ,23.469 ,0 ,0 ,48.418 ,10.053 ,259 ,8.154 ,1.640 ,1.874 ,1.874 ,880 ,880 ,0 ,0 ,35.612 ,35.612 ,31.364 ,25.676 ,25.676 ,0 ,0 ,0 ,0 ,5.688 ,0 ,0 ,5.688 ,664 ,664 ,0 ,664 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.185.424 ,1.185.424 ,1.162.352 ,6.493 ,0 ,16.579 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
149.,SVETI JURIJ,2.051.228 ,873.450 ,750.575 ,363.971 ,363.971 ,55.038 ,34.641 ,0 ,1.615 ,18.782 ,331.566 ,406 ,0 ,331.159 ,0 ,0 ,122.874 ,51.184 ,0 ,18.209 ,32.975 ,1.886 ,1.886 ,687 ,687 ,0 ,0 ,69.117 ,69.117 ,119.327 ,119.121 ,119.121 ,0 ,0 ,0 ,0 ,207 ,0 ,207 ,0 ,17.425 ,17.425 ,1.331 ,16.094 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.041.026 ,1.041.026 ,1.041.026 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
150.,ŠALOVCI,1.802.937 ,503.816 ,241.016 ,168.807 ,168.807 ,59.344 ,51.260 ,0 ,350 ,7.734 ,12.864 ,367 ,0 ,12.497 ,0 ,0 ,262.800 ,14.433 ,0 ,154 ,14.278 ,4.044 ,4.044 ,0 ,0 ,0 ,0 ,244.323 ,244.323 ,12.272 ,6.071 ,1.898 ,4.173 ,0 ,0 ,0 ,6.201 ,443 ,5.759 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.286.849 ,1.286.849 ,1.286.849 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
151.,ŠEMPETER - VRTOJBA,7.073.046 ,6.358.421 ,4.401.116 ,2.939.382 ,2.939.382 ,1.146.436 ,978.575 ,0 ,17.862 ,150.000 ,315.297 ,2.682 ,0 ,312.615 ,0 ,0 ,1.957.305 ,1.666.679 ,20.479 ,68.381 ,1.577.819 ,6.929 ,6.929 ,10.348 ,10.348 ,62 ,62 ,273.287 ,273.287 ,549.788 ,85.128 ,85.128 ,0 ,0 ,0 ,0 ,464.661 ,0 ,464.661 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,164.837 ,164.837 ,159.370 ,5.467 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
152.,ŠENČUR,5.672.863 ,4.400.017 ,3.289.885 ,2.604.277 ,2.604.277 ,426.857 ,258.734 ,100 ,61.822 ,106.201 ,258.751 ,1.799 ,0 ,256.952 ,0 ,0 ,1.110.132 ,196.282 ,24.349 ,43.302 ,128.630 ,10.386 ,10.386 ,6.969 ,6.969 ,62.210 ,62.210 ,834.285 ,834.285 ,366.554 ,0 ,0 ,0 ,0 ,0 ,0 ,366.554 ,0 ,366.554 ,0 ,2.086 ,2.086 ,2.086 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,904.206 ,904.206 ,904.206 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
153.,ŠENTILJ,5.531.605 ,3.152.587 ,2.670.752 ,1.761.498 ,1.761.498 ,553.897 ,429.509 ,0 ,6.961 ,117.427 ,355.357 ,6.942 ,0 ,348.416 ,0 ,0 ,481.835 ,189.721 ,4.366 ,9.411 ,175.944 ,7.009 ,7.009 ,5.062 ,5.062 ,47.060 ,47.060 ,232.985 ,232.985 ,161.538 ,74.024 ,74.024 ,0 ,0 ,0 ,0 ,87.515 ,10.583 ,76.932 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.217.479 ,2.217.479 ,2.118.083 ,29.536 ,0 ,69.860 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
154.,ŠENTJERNEJ,4.457.728 ,2.487.143 ,1.936.200 ,1.507.974 ,1.507.974 ,233.029 ,171.411 ,79 ,12.143 ,49.395 ,195.197 ,2.011 ,0 ,193.186 ,0 ,0 ,550.943 ,106.864 ,1.761 ,30.867 ,74.236 ,4.782 ,4.782 ,7.478 ,7.478 ,29.227 ,29.227 ,402.591 ,402.591 ,52.571 ,33.634 ,33.634 ,0 ,0 ,0 ,0 ,18.937 ,547 ,18.390 ,0 ,40.657 ,40.657 ,40.657 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.877.358 ,1.877.358 ,1.877.358 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
155.,ŠENTJUR,13.189.918 ,6.690.322 ,5.058.541 ,4.148.645 ,4.148.645 ,502.165 ,289.759 ,0 ,28.898 ,183.508 ,407.731 ,9.672 ,0 ,398.059 ,0 ,0 ,1.631.781 ,505.676 ,0 ,4.981 ,500.695 ,33.279 ,33.279 ,4.690 ,4.690 ,227 ,227 ,1.087.910 ,1.087.910 ,1.469.705 ,936.333 ,934.169 ,0 ,0 ,2.164 ,0 ,533.373 ,16.345 ,517.028 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5.029.891 ,5.029.891 ,5.020.095 ,9.796 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
156.,ŠKOCJAN,2.786.363 ,931.485 ,805.529 ,609.339 ,609.339 ,105.483 ,74.274 ,0 ,3.138 ,28.071 ,90.707 ,42 ,0 ,90.665 ,0 ,0 ,125.956 ,57.194 ,1.072 ,2.274 ,53.847 ,1.857 ,1.857 ,4.069 ,4.069 ,860 ,860 ,61.976 ,61.976 ,20.255 ,0 ,0 ,0 ,0 ,0 ,0 ,20.255 ,15.744 ,4.511 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.834.623 ,1.677.562 ,1.674.758 ,0 ,0 ,2.804 ,0 ,157.061 ,46.161 ,0 ,0 ,0 ,0 ,0 ,110.900 ,0 
157.,ŠKOFJA LOKA,17.311.751 ,12.769.725 ,10.189.205 ,7.739.405 ,7.739.405 ,2.117.576 ,1.533.984 ,0 ,79.227 ,504.365 ,332.223 ,9.890 ,0 ,322.334 ,0 ,0 ,2.580.521 ,887.293 ,41.441 ,24.833 ,821.019 ,13.766 ,13.766 ,32.357 ,32.357 ,76.448 ,76.448 ,1.570.656 ,1.570.656 ,3.556.652 ,189.651 ,189.618 ,0 ,0 ,33 ,0 ,3.367.001 ,0 ,3.367.001 ,0 ,44.855 ,15.715 ,15.715 ,0 ,29.140 ,0 ,29.140 ,0 ,0 ,0 ,0 ,940.519 ,909.627 ,898.623 ,8.292 ,0 ,2.712 ,0 ,30.892 ,0 ,0 ,0 ,0 ,0 ,0 ,30.892 ,0 
158.,ŠKOFLJICA,6.684.652 ,5.137.668 ,3.774.251 ,2.992.723 ,2.992.723 ,561.863 ,231.055 ,142 ,2.851 ,327.815 ,219.665 ,4.409 ,0 ,215.256 ,0 ,0 ,1.363.417 ,277.407 ,0 ,121.056 ,156.350 ,15.565 ,15.565 ,10.257 ,10.257 ,38.688 ,38.688 ,1.021.501 ,1.021.501 ,8.550 ,0 ,0 ,0 ,0 ,0 ,0 ,8.550 ,0 ,8.550 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.538.435 ,227.716 ,207.061 ,20.655 ,0 ,0 ,0 ,1.310.719 ,0 ,0 ,1.310.719 ,0 ,0 ,0 ,0 ,0 
159.,ŠMARJE PRI JELŠAH,6.908.805 ,3.180.717 ,2.698.260 ,1.886.375 ,1.886.375 ,412.394 ,310.900 ,238 ,14.301 ,86.955 ,399.491 ,8.893 ,0 ,390.598 ,0 ,0 ,482.457 ,265.336 ,0 ,33.918 ,231.418 ,20.535 ,20.535 ,785 ,785 ,1.982 ,1.982 ,193.820 ,193.820 ,525.267 ,398.573 ,398.573 ,0 ,0 ,0 ,0 ,126.694 ,77.074 ,49.620 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.202.821 ,3.202.821 ,3.076.573 ,82.315 ,0 ,43.933 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
160.,ŠMARTNO OB PAKI,1.672.371 ,1.264.046 ,1.069.133 ,844.659 ,844.659 ,144.813 ,116.763 ,0 ,4.244 ,23.807 ,79.661 ,505 ,0 ,79.156 ,0 ,0 ,194.913 ,22.726 ,0 ,167 ,22.559 ,5.592 ,5.592 ,1.218 ,1.218 ,1.577 ,1.577 ,163.800 ,163.800 ,4.803 ,4.511 ,4.511 ,0 ,0 ,0 ,0 ,292 ,292 ,0 ,0 ,13.032 ,13.032 ,4.173 ,8.859 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,390.490 ,390.490 ,359.034 ,31.456 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
161.,ŠMARTNO PRI LITIJI,3.841.934 ,1.623.982 ,1.451.907 ,1.035.436 ,1.035.436 ,274.299 ,191.391 ,259 ,30.592 ,52.057 ,142.172 ,-492 ,0 ,142.664 ,0 ,0 ,172.075 ,82.958 ,0 ,34.548 ,48.410 ,7.207 ,7.207 ,1.715 ,1.715 ,488 ,488 ,79.707 ,79.707 ,603.255 ,552.153 ,552.153 ,0 ,0 ,0 ,1.002 ,50.100 ,0 ,11.642 ,38.458 ,2.233 ,2.233 ,2.086 ,146 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.612.465 ,1.612.465 ,1.612.465 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
162.,ŠOŠTANJ,6.840.440 ,5.564.839 ,4.113.529 ,2.345.739 ,2.345.739 ,1.474.987 ,1.359.030 ,146 ,9.665 ,106.147 ,292.802 ,1.515 ,0 ,291.287 ,0 ,0 ,1.451.310 ,259.907 ,8 ,13.078 ,246.820 ,18.044 ,18.044 ,1.703 ,1.703 ,4.373 ,4.373 ,1.167.284 ,1.167.284 ,377.162 ,181.122 ,181.122 ,0 ,0 ,0 ,0 ,196.040 ,0 ,196.040 ,0 ,12.519 ,12.519 ,12.519 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,885.921 ,885.921 ,798.231 ,87.690 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
163.,ŠTORE,2.514.647 ,1.355.191 ,1.249.574 ,845.919 ,845.919 ,208.867 ,139.705 ,4 ,3.831 ,65.327 ,194.788 ,7.202 ,0 ,187.586 ,0 ,0 ,105.617 ,51.310 ,0 ,2.345 ,48.965 ,3.877 ,3.877 ,1.189 ,1.189 ,6.118 ,6.118 ,43.123 ,43.123 ,169.738 ,82.870 ,80.825 ,1.899 ,146 ,0 ,0 ,86.868 ,31.088 ,55.780 ,0 ,38.391 ,38.391 ,38.391 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,951.327 ,951.327 ,951.327 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
164.,TABOR,1.329.982 ,363.483 ,329.657 ,247.872 ,247.872 ,32.828 ,18.190 ,0 ,2.237 ,12.402 ,48.957 ,83 ,0 ,48.873 ,0 ,0 ,33.826 ,12.127 ,2.170 ,250 ,9.706 ,1.340 ,1.340 ,0 ,0 ,9.276 ,9.276 ,11.083 ,11.083 ,93.156 ,0 ,0 ,0 ,0 ,0 ,0 ,93.156 ,0 ,93.156 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,873.343 ,873.343 ,873.343 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
165.,TIŠINA,2.404.946 ,1.137.047 ,941.977 ,733.590 ,733.590 ,107.435 ,91.168 ,0 ,1.830 ,14.437 ,100.951 ,1.945 ,0 ,99.007 ,0 ,0 ,195.070 ,32.920 ,3.253 ,1.096 ,28.570 ,6.194 ,6.194 ,65 ,65 ,108.631 ,108.631 ,47.261 ,47.261 ,6.928 ,42 ,0 ,0 ,42 ,0 ,0 ,6.887 ,0 ,6.887 ,0 ,1.252 ,1.252 ,1.252 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.259.719 ,1.230.444 ,1.196.475 ,0 ,0 ,33.969 ,0 ,29.275 ,29.275 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
166.,TOLMIN,8.351.052 ,5.140.732 ,4.184.836 ,3.280.763 ,3.280.763 ,512.740 ,375.013 ,25 ,39.810 ,97.893 ,391.333 ,5.984 ,0 ,385.349 ,0 ,0 ,955.896 ,936.175 ,255 ,29.344 ,906.577 ,8.688 ,8.688 ,213 ,213 ,2.220 ,2.220 ,8.600 ,8.600 ,218.461 ,152.800 ,152.800 ,0 ,0 ,0 ,0 ,65.661 ,559 ,47.801 ,17.301 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.991.859 ,2.987.335 ,2.978.038 ,9.297 ,0 ,0 ,0 ,4.523 ,0 ,0 ,4.523 ,0 ,0 ,0 ,0 ,0 
167.,TRBOVLJE,10.604.436 ,8.565.690 ,7.378.247 ,5.020.915 ,5.020.915 ,1.578.080 ,1.346.854 ,0 ,25.359 ,205.867 ,779.252 ,74.215 ,0 ,705.037 ,0 ,0 ,1.187.444 ,992.126 ,91.350 ,53.756 ,847.021 ,17.906 ,17.906 ,16.884 ,16.884 ,184 ,184 ,160.345 ,160.345 ,520.305 ,171.086 ,168.298 ,0 ,2.788 ,0 ,0 ,349.220 ,142 ,349.078 ,0 ,44.588 ,44.588 ,44.588 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.473.852 ,1.473.852 ,1.469.045 ,0 ,0 ,4.807 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
168.,TREBNJE,15.068.282 ,9.105.517 ,6.420.026 ,4.715.310 ,4.715.310 ,1.001.832 ,717.702 ,250 ,40.578 ,243.302 ,702.883 ,8.287 ,0 ,694.596 ,0 ,0 ,2.685.491 ,425.538 ,0 ,135.545 ,289.993 ,25.338 ,25.338 ,12.698 ,12.698 ,156.639 ,156.639 ,2.065.277 ,2.065.277 ,727.245 ,9.460 ,9.076 ,0 ,384 ,0 ,0 ,717.785 ,12.986 ,704.799 ,0 ,7.983 ,7.983 ,1.461 ,6.522 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5.227.537 ,4.560.169 ,4.466.379 ,52.099 ,0 ,41.692 ,0 ,667.368 ,0 ,0 ,667.368 ,0 ,0 ,0 ,0 ,0 
169.,TRNOVSKA VAS,862.473 ,279.336 ,253.259 ,154.999 ,154.999 ,66.600 ,57.236 ,0 ,3.751 ,5.613 ,31.660 ,33 ,0 ,31.627 ,0 ,0 ,26.077 ,8.759 ,259 ,2.729 ,5.771 ,893 ,893 ,246 ,246 ,0 ,0 ,16.178 ,16.178 ,1.769 ,714 ,643 ,0 ,71 ,0 ,0 ,1.056 ,0 ,1.056 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,581.368 ,581.368 ,563.700 ,6.493 ,0 ,11.175 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
170.,TRZIN,3.743.017 ,3.547.780 ,2.942.811 ,2.289.882 ,2.289.882 ,534.357 ,375.317 ,471 ,11.780 ,146.789 ,118.572 ,662 ,0 ,117.911 ,0 ,0 ,604.969 ,364.012 ,83.459 ,69.194 ,211.360 ,7.627 ,7.627 ,6.812 ,6.812 ,9.834 ,9.834 ,216.685 ,216.685 ,41.903 ,0 ,0 ,0 ,0 ,0 ,0 ,41.903 ,2.447 ,39.455 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,153.335 ,153.335 ,77.986 ,75.349 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
171.,TRŽIČ,9.030.408 ,6.114.969 ,5.338.622 ,4.013.097 ,4.013.097 ,740.820 ,474.627 ,0 ,13.560 ,252.633 ,584.704 ,5.030 ,0 ,579.674 ,0 ,0 ,776.347 ,454.420 ,833 ,4.365 ,449.223 ,26.117 ,26.117 ,22.617 ,22.617 ,26.031 ,26.031 ,247.162 ,247.162 ,137.239 ,58.513 ,58.506 ,0 ,7 ,0 ,0 ,78.726 ,25.822 ,52.904 ,0 ,62.594 ,62.594 ,0 ,62.594 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.715.606 ,2.578.833 ,2.578.833 ,0 ,0 ,0 ,0 ,136.773 ,0 ,0 ,0 ,0 ,0 ,0 ,136.773 ,0 
172.,TURNIŠČE,1.795.990 ,916.258 ,606.208 ,496.429 ,496.429 ,98.503 ,58.233 ,0 ,1.782 ,38.488 ,11.276 ,1.843 ,0 ,9.433 ,0 ,0 ,310.050 ,1.538 ,0 ,792 ,746 ,1.982 ,1.982 ,0 ,0 ,0 ,0 ,306.531 ,306.531 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,879.732 ,879.732 ,879.732 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
173.,MESTNA OBČINA VELENJE,31.002.467 ,23.920.104 ,18.597.578 ,11.823.420 ,11.823.420 ,4.583.367 ,3.962.450 ,81 ,59.373 ,561.462 ,2.190.791 ,116.731 ,0 ,2.074.060 ,0 ,0 ,5.322.526 ,1.361.019 ,1.077 ,89.981 ,1.269.961 ,50.777 ,50.777 ,73.319 ,73.319 ,141.598 ,141.598 ,3.695.813 ,3.695.813 ,532.970 ,343.453 ,342.392 ,1.061 ,0 ,0 ,0 ,189.517 ,3.587 ,185.930 ,0 ,32.342 ,15.193 ,14.775 ,417 ,17.150 ,0 ,0 ,17.150 ,0 ,0 ,0 ,6.517.050 ,3.590.368 ,3.343.062 ,247.305 ,0 ,0 ,0 ,2.926.682 ,2.801.241 ,0 ,50.232 ,0 ,0 ,0 ,75.210 ,0 
174.,VELIKA POLANA,1.010.136 ,344.343 ,283.298 ,239.092 ,239.092 ,37.390 ,34.386 ,0 ,1.208 ,1.795 ,6.817 ,389 ,0 ,6.428 ,0 ,0 ,61.044 ,10.346 ,0 ,292 ,10.054 ,975 ,975 ,379 ,379 ,10.365 ,10.365 ,38.980 ,38.980 ,34.118 ,31.529 ,31.529 ,0 ,0 ,0 ,0 ,2.589 ,2.589 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,631.676 ,541.964 ,541.964 ,0 ,0 ,0 ,0 ,89.712 ,0 ,0 ,89.712 ,0 ,0 ,0 ,0 ,0 
175.,VELIKE LAŠČE,2.460.023 ,1.639.956 ,1.387.915 ,1.194.830 ,1.194.830 ,150.822 ,78.881 ,0 ,10.094 ,61.847 ,42.263 ,1.369 ,0 ,40.895 ,0 ,0 ,252.041 ,98.953 ,0 ,5.684 ,93.269 ,2.667 ,2.667 ,3.017 ,3.017 ,14.722 ,14.722 ,132.682 ,132.682 ,34.314 ,34.314 ,34.314 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,22.530 ,22.530 ,0 ,22.530 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,763.224 ,763.224 ,758.751 ,4.473 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
176.,VERŽEJ,1.035.631 ,426.516 ,378.026 ,281.264 ,281.264 ,34.217 ,25.913 ,31 ,998 ,7.275 ,62.545 ,256 ,0 ,62.288 ,0 ,0 ,48.490 ,11.534 ,753 ,4.072 ,6.710 ,2.672 ,2.672 ,0 ,0 ,338 ,338 ,33.946 ,33.946 ,2.404 ,506 ,506 ,0 ,0 ,0 ,0 ,1.898 ,0 ,1.898 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,606.711 ,606.711 ,606.711 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
177.,VIDEM,4.417.818 ,1.606.176 ,1.172.530 ,920.598 ,920.598 ,120.481 ,84.656 ,184 ,2.967 ,32.674 ,131.451 ,1.748 ,0 ,129.703 ,0 ,0 ,433.646 ,105.875 ,1.431 ,11.196 ,93.248 ,6.201 ,6.201 ,2.416 ,2.416 ,110.779 ,110.779 ,208.375 ,208.375 ,125.063 ,97.596 ,97.596 ,0 ,0 ,0 ,0 ,27.466 ,27.466 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.686.580 ,2.572.638 ,2.482.732 ,89.906 ,0 ,0 ,0 ,113.942 ,0 ,30.976 ,82.966 ,0 ,0 ,0 ,0 ,0 
178.,VIPAVA,4.434.610 ,2.691.053 ,2.025.188 ,1.359.235 ,1.359.235 ,406.940 ,278.768 ,4 ,13.161 ,115.006 ,259.014 ,367 ,0 ,258.646 ,0 ,0 ,665.865 ,630.091 ,18.365 ,53.046 ,558.680 ,7.132 ,7.132 ,2.708 ,2.708 ,17.451 ,17.451 ,8.484 ,8.484 ,49.286 ,44.275 ,44.275 ,0 ,0 ,0 ,3.522 ,1.490 ,0 ,1.490 ,0 ,6.276 ,6.276 ,830 ,5.446 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.687.994 ,1.675.396 ,1.555.362 ,120.034 ,0 ,0 ,0 ,12.598 ,12.598 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
