147.,SVETA ANA,1.148.741 ,293.167 ,63.502 ,10.716 ,5.049 ,4.042 ,34 ,57 ,1.534 ,216.947 ,18.653 ,0 ,147.475 ,2.801 ,591 ,8.672 ,0 ,0 ,3.130 ,35.624 ,2.003 ,2.003 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,374.652 ,24.615 ,0 ,24.615 ,82.053 ,0 ,2.504 ,0 ,0 ,2.086 ,77.463 ,22.028 ,22.028 ,245.956 ,0 ,13.234 ,0 ,232.721 ,0 ,0 ,0 ,434.294 ,434.294 ,1.127 ,0 ,4.142 ,0 ,381.208 ,0 ,0 ,0 ,47.817 ,46.628 ,46.628 ,0 ,0 ,0 ,46.628 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-37.842 
148.,SVETI ANDRAŽ V SLOVENSKIH GORICAH,744.533 ,207.682 ,85.069 ,14.614 ,6.940 ,5.320 ,46 ,79 ,2.228 ,107.165 ,22.025 ,1.761 ,17.013 ,0 ,8.133 ,33.688 ,0 ,0 ,3.568 ,20.977 ,0 ,0 ,0 ,0 ,0 ,835 ,0 ,835 ,0 ,191.053 ,6.092 ,0 ,6.092 ,97.897 ,0 ,2.153 ,0 ,0 ,0 ,95.744 ,18.190 ,18.190 ,68.874 ,4.703 ,18.707 ,501 ,44.963 ,0 ,0 ,0 ,331.109 ,331.109 ,0 ,0 ,1.665 ,0 ,306.635 ,0 ,0 ,0 ,22.809 ,14.689 ,14.480 ,3.213 ,0 ,11.267 ,0 ,209 ,0 ,0 ,0 ,0 ,209 ,0 ,0 ,-77.420 
149.,SVETI JURIJ,1.575.853 ,372.036 ,106.655 ,17.231 ,8.963 ,6.575 ,56 ,101 ,1.536 ,248.150 ,11.328 ,7.533 ,28.612 ,0 ,2.109 ,126.956 ,1.248 ,0 ,5.029 ,65.335 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,511.271 ,31.724 ,0 ,31.724 ,239.271 ,0 ,0 ,0 ,0 ,0 ,239.271 ,71.770 ,71.770 ,168.506 ,0 ,26.515 ,431 ,141.560 ,0 ,0 ,0 ,636.927 ,636.927 ,0 ,0 ,3.620 ,6.834 ,568.740 ,28.980 ,10.778 ,0 ,17.974 ,55.619 ,42.856 ,36.179 ,0 ,0 ,6.677 ,12.763 ,12.763 ,0 ,0 ,0 ,0 ,0 ,0 ,30.160 
150.,ŠALOVCI,1.560.598 ,240.736 ,47.622 ,8.337 ,3.677 ,2.946 ,25 ,42 ,1.648 ,161.315 ,49.448 ,956 ,18.856 ,0 ,3.402 ,64.960 ,0 ,0 ,1.410 ,22.283 ,5.604 ,5.604 ,0 ,0 ,0 ,17.858 ,17.858 ,0 ,0 ,240.860 ,8.513 ,0 ,8.513 ,139.608 ,30.195 ,0 ,17.776 ,0 ,0 ,91.637 ,49.878 ,49.878 ,42.862 ,0 ,0 ,697 ,40.875 ,0 ,1.291 ,0 ,854.293 ,854.293 ,0 ,4.949 ,8.249 ,0 ,488.277 ,322.832 ,0 ,13.645 ,16.340 ,224.709 ,215.946 ,5.760 ,0 ,0 ,210.185 ,8.763 ,0 ,8.763 ,0 ,0 ,0 ,0 ,0 ,-317.920 
151.,ŠEMPETER - VRTOJBA,5.788.580 ,1.634.212 ,223.407 ,43.635 ,23.266 ,14.763 ,120 ,200 ,5.285 ,1.361.297 ,459.517 ,69.782 ,524.480 ,5.345 ,4.074 ,27.297 ,39.558 ,82.499 ,11.114 ,137.633 ,977 ,0 ,0 ,977 ,0 ,4.895 ,4.895 ,0 ,0 ,1.391.200 ,108.198 ,68.445 ,39.753 ,226.592 ,0 ,0 ,0 ,0 ,22.939 ,203.654 ,209.177 ,209.177 ,847.233 ,0 ,17.858 ,6.885 ,822.490 ,0 ,0 ,0 ,2.565.379 ,2.565.379 ,228.184 ,0 ,37.944 ,0 ,1.392.719 ,134.034 ,642.359 ,0 ,130.139 ,197.789 ,115.749 ,2.086 ,27.541 ,0 ,86.121 ,82.040 ,0 ,0 ,0 ,0 ,0 ,82.040 ,0 ,113.669 
152.,ŠENČUR,3.280.429 ,955.542 ,155.103 ,27.116 ,12.335 ,9.881 ,83 ,142 ,4.674 ,758.029 ,91.162 ,24.516 ,85.616 ,4.014 ,1.761 ,418.620 ,4.590 ,0 ,8.308 ,119.442 ,0 ,0 ,0 ,0 ,0 ,15.294 ,10.704 ,4.590 ,0 ,1.339.655 ,71.219 ,1.060 ,70.159 ,710.007 ,0 ,12.682 ,0 ,0 ,0 ,697.325 ,215.699 ,215.699 ,342.731 ,25.693 ,39.226 ,0 ,277.813 ,0 ,0 ,0 ,646.799 ,646.799 ,0 ,0 ,50.401 ,1.127 ,488.687 ,2.036 ,20.385 ,0 ,84.164 ,338.433 ,18.887 ,0 ,0 ,0 ,18.887 ,319.546 ,30.095 ,289.451 ,0 ,0 ,0 ,0 ,0 ,277.086 
153.,ŠENTILJ,6.079.753 ,931.664 ,440.306 ,52.337 ,24.270 ,19.446 ,167 ,271 ,8.183 ,432.741 ,50.826 ,3.580 ,46.829 ,12.285 ,4.185 ,40.811 ,91.813 ,0 ,14.701 ,167.710 ,6.280 ,6.280 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.722.175 ,132.470 ,0 ,132.470 ,684.493 ,0 ,0 ,0 ,0 ,0 ,684.493 ,213.003 ,213.003 ,1.692.209 ,0 ,142.919 ,0 ,1.549.291 ,0 ,0 ,0 ,2.238.921 ,2.238.921 ,0 ,0 ,1.452 ,0 ,1.889.935 ,37.544 ,267.606 ,0 ,42.384 ,186.993 ,155.734 ,0 ,0 ,0 ,155.734 ,31.259 ,0 ,0 ,0 ,0 ,31.259 ,0 ,0 ,-109.477 
154.,ŠENTJERNEJ,3.819.346 ,1.344.158 ,175.947 ,29.415 ,14.071 ,11.275 ,96 ,159 ,3.814 ,1.138.796 ,137.394 ,76.611 ,293.206 ,2.608 ,5.421 ,479.377 ,22.187 ,931 ,9.569 ,111.492 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.206.510 ,94.634 ,0 ,94.634 ,924.420 ,876 ,0 ,49.011 ,0 ,1.928 ,872.605 ,97.238 ,97.238 ,90.219 ,0 ,0 ,0 ,90.219 ,0 ,0 ,0 ,1.254.941 ,1.254.941 ,79.786 ,0 ,53.021 ,0 ,889.689 ,102.424 ,11.935 ,0 ,118.085 ,13.737 ,13.737 ,0 ,0 ,7.061 ,6.677 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,65.207 
155.,ŠENTJUR,9.807.140 ,2.610.069 ,479.644 ,114.104 ,37.769 ,63.078 ,255 ,426 ,12.577 ,1.815.323 ,208.158 ,161.392 ,128.388 ,11.025 ,5.921 ,1.067.447 ,9.034 ,0 ,24.921 ,199.036 ,59.452 ,30.437 ,0 ,29.014 ,0 ,141.546 ,0 ,141.546 ,0 ,3.955.796 ,26.577 ,26.577 ,0 ,1.879.198 ,0 ,0 ,0 ,0 ,10.432 ,1.868.766 ,513.391 ,513.391 ,1.536.630 ,688.270 ,148.619 ,0 ,699.741 ,0 ,0 ,0 ,2.141.938 ,2.141.938 ,83.459 ,0 ,150.764 ,10.520 ,1.609.381 ,103.806 ,13.228 ,0 ,170.781 ,1.099.337 ,1.099.337 ,25.038 ,0 ,0 ,1.074.299 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,220.556 
156.,ŠKOCJAN,1.675.726 ,513.520 ,96.023 ,14.989 ,6.827 ,5.471 ,46 ,75 ,2.571 ,402.508 ,34.648 ,1.131 ,35.207 ,2.487 ,6.218 ,182.390 ,0 ,0 ,3.635 ,136.793 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,602.487 ,54.803 ,0 ,54.803 ,370.723 ,0 ,0 ,0 ,0 ,2.733 ,367.989 ,78.451 ,78.451 ,98.510 ,0 ,30.229 ,0 ,68.282 ,0 ,0 ,0 ,462.310 ,462.310 ,0 ,0 ,19.842 ,3.326 ,202.283 ,23.698 ,65.640 ,0 ,147.521 ,97.409 ,9.180 ,9.180 ,0 ,0 ,0 ,88.228 ,15.690 ,72.538 ,0 ,0 ,0 ,0 ,0 ,-95.331 
157.,ŠKOFJA LOKA,11.510.457 ,3.590.110 ,781.280 ,131.735 ,61.363 ,49.161 ,417 ,693 ,20.101 ,2.539.342 ,421.032 ,86.609 ,94.759 ,12.677 ,14.405 ,1.133.100 ,64.664 ,82.019 ,38.307 ,591.771 ,16.696 ,0 ,0 ,16.696 ,0 ,121.057 ,55.529 ,65.527 ,0 ,4.119.099 ,68.816 ,0 ,68.816 ,2.292.568 ,0 ,0 ,28.238 ,0 ,0 ,2.264.330 ,391.621 ,391.621 ,1.366.095 ,216.508 ,125.964 ,41.320 ,982.303 ,0 ,0 ,0 ,2.663.696 ,2.663.696 ,69.308 ,0 ,78.464 ,0 ,1.680.608 ,555.942 ,163.575 ,0 ,115.799 ,1.137.552 ,1.013.278 ,161.751 ,0 ,0 ,851.527 ,124.274 ,124.274 ,0 ,0 ,0 ,0 ,0 ,0 ,83.738 
158.,ŠKOFLJICA,6.034.059 ,1.125.150 ,221.912 ,36.388 ,16.612 ,13.307 ,113 ,188 ,6.168 ,825.121 ,344.325 ,3.451 ,102.470 ,15.628 ,1.799 ,203.000 ,12.907 ,3.080 ,8.004 ,130.458 ,0 ,0 ,0 ,0 ,0 ,41.729 ,0 ,41.729 ,0 ,1.350.204 ,11.204 ,0 ,11.204 ,946.524 ,2.938 ,9.151 ,0 ,0 ,0 ,934.435 ,101.135 ,101.135 ,291.341 ,0 ,41.650 ,0 ,249.691 ,0 ,0 ,0 ,2.735.374 ,2.735.374 ,0 ,7.411 ,11.108 ,11.234 ,2.401.173 ,0 ,59.389 ,0 ,245.059 ,823.331 ,207.682 ,0 ,0 ,0 ,207.682 ,615.648 ,38.825 ,576.607 ,0 ,0 ,217 ,0 ,0 ,-760.040 
159.,ŠMARJE PRI JELŠAH,5.430.141 ,1.214.739 ,432.228 ,74.992 ,37.544 ,27.529 ,225 ,409 ,9.285 ,668.090 ,88.320 ,2.963 ,67.727 ,8.867 ,5.396 ,317.096 ,9.256 ,6.393 ,16.024 ,146.048 ,14.392 ,3.772 ,0 ,10.620 ,0 ,25.038 ,0 ,25.038 ,0 ,2.321.036 ,0 ,0 ,0 ,1.238.625 ,0 ,6.009 ,0 ,0 ,0 ,1.232.616 ,228.856 ,228.856 ,853.555 ,121.795 ,94.780 ,6.259 ,563.796 ,0 ,66.925 ,0 ,1.481.163 ,1.481.163 ,27.454 ,30.792 ,16.704 ,1.736 ,1.031.239 ,99.499 ,100.893 ,0 ,172.847 ,413.203 ,110.165 ,95.351 ,2.086 ,0 ,12.727 ,303.038 ,71.157 ,225.622 ,0 ,0 ,6.259 ,0 ,0 ,169.567 
160.,ŠMARTNO OB PAKI,1.753.639 ,447.354 ,71.132 ,12.381 ,5.930 ,4.749 ,42 ,67 ,1.594 ,334.281 ,36.125 ,8.438 ,36.734 ,0 ,1.636 ,199.808 ,0 ,0 ,4.962 ,46.578 ,2.679 ,2.679 ,0 ,0 ,0 ,26.882 ,23.740 ,605 ,2.537 ,562.890 ,11.413 ,0 ,11.413 ,147.371 ,0 ,2.149 ,0 ,0 ,0 ,145.222 ,85.165 ,85.165 ,318.941 ,2.345 ,14.735 ,292 ,301.569 ,0 ,0 ,0 ,526.014 ,526.014 ,0 ,0 ,21.011 ,0 ,451.844 ,0 ,11.146 ,0 ,42.013 ,217.380 ,64.459 ,0 ,0 ,0 ,64.459 ,152.921 ,0 ,152.921 ,0 ,0 ,0 ,0 ,0 ,-308.496 
161.,ŠMARTNO PRI LITIJI,2.508.886 ,529.030 ,97.030 ,14.679 ,7.288 ,5.839 ,49 ,82 ,1.420 ,395.139 ,51.709 ,12.901 ,41.047 ,1.338 ,1.284 ,151.629 ,6.360 ,1.810 ,4.215 ,122.846 ,7.994 ,5.102 ,0 ,2.892 ,0 ,14.188 ,0 ,14.188 ,0 ,1.030.013 ,22.991 ,0 ,22.991 ,654.106 ,0 ,12.907 ,0 ,0 ,0 ,641.198 ,87.964 ,87.964 ,264.952 ,12.394 ,54.556 ,0 ,198.002 ,0 ,0 ,0 ,47.089 ,47.089 ,2.038 ,0 ,19.795 ,0 ,1.302 ,4.867 ,0 ,0 ,19.088 ,902.754 ,868.645 ,11.215 ,0 ,0 ,857.430 ,34.110 ,4.173 ,29.937 ,0 ,0 ,0 ,0 ,0 ,50.664 
162.,ŠOŠTANJ,8.729.665 ,1.615.540 ,192.589 ,31.864 ,14.906 ,11.943 ,100 ,167 ,4.749 ,1.350.993 ,142.226 ,28.797 ,122.505 ,3.768 ,7.833 ,777.153 ,609 ,64.618 ,9.251 ,194.233 ,19.229 ,5.721 ,0 ,13.508 ,0 ,20.865 ,0 ,20.865 ,0 ,1.911.588 ,57.883 ,0 ,57.883 ,1.064.150 ,0 ,0 ,0 ,0 ,0 ,1.064.150 ,234.865 ,234.865 ,554.690 ,0 ,62.861 ,3.176 ,482.607 ,0 ,6.047 ,0 ,4.728.710 ,4.728.710 ,77.216 ,0 ,44.308 ,1.064 ,3.559.806 ,837.882 ,19.909 ,0 ,188.524 ,473.827 ,55.550 ,52.162 ,0 ,0 ,3.388 ,418.277 ,1.669 ,416.608 ,0 ,0 ,0 ,0 ,0 ,1.309.135 
163.,ŠTORE,1.832.540 ,775.689 ,119.897 ,20.410 ,9.468 ,7.436 ,63 ,150 ,3.292 ,517.747 ,54.628 ,17.318 ,46.415 ,11.930 ,1.703 ,263.833 ,58.408 ,1.669 ,4.115 ,57.728 ,112.911 ,106.222 ,0 ,6.689 ,0 ,4.724 ,4.724 ,0 ,0 ,566.062 ,4.615 ,960 ,3.655 ,360.007 ,0 ,275 ,11.138 ,0 ,1.940 ,346.653 ,59.335 ,59.335 ,142.105 ,5.008 ,27.550 ,0 ,109.548 ,0 ,0 ,0 ,323.335 ,323.335 ,0 ,0 ,5.884 ,0 ,253.322 ,0 ,41.546 ,0 ,22.584 ,167.455 ,21.073 ,0 ,0 ,0 ,21.073 ,146.382 ,22.192 ,124.190 ,0 ,0 ,0 ,0 ,0 ,87.389 
164.,TABOR,787.573 ,285.424 ,92.514 ,12.999 ,6.506 ,5.137 ,42 ,75 ,1.239 ,170.973 ,29.236 ,3.130 ,23.523 ,0 ,3.605 ,64.630 ,17.727 ,0 ,3.493 ,25.630 ,8.855 ,5.830 ,0 ,3.025 ,0 ,83 ,83 ,0 ,0 ,311.254 ,672 ,0 ,672 ,75.430 ,0 ,0 ,0 ,0 ,0 ,75.430 ,46.516 ,46.516 ,188.637 ,2.762 ,10.975 ,4.398 ,170.502 ,0 ,0 ,0 ,171.224 ,171.224 ,0 ,0 ,44.012 ,0 ,49.170 ,15.594 ,16.967 ,0 ,45.481 ,19.671 ,19.671 ,0 ,0 ,14.847 ,4.824 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-42.606 
165.,TIŠINA,2.128.226 ,544.122 ,181.630 ,30.168 ,14.645 ,9.895 ,125 ,170 ,5.333 ,309.614 ,51.542 ,26.694 ,75.496 ,13.696 ,1.910 ,71.511 ,0 ,2.806 ,4.719 ,61.240 ,6.017 ,0 ,0 ,6.017 ,0 ,16.692 ,0 ,0 ,16.692 ,638.986 ,13.820 ,0 ,13.820 ,362.613 ,849 ,834 ,3.053 ,0 ,0 ,357.877 ,99.855 ,99.855 ,162.697 ,8.012 ,46.998 ,12.327 ,95.360 ,0 ,0 ,0 ,884.437 ,884.437 ,0 ,1.719 ,12.245 ,0 ,858.458 ,2.631 ,0 ,0 ,9.385 ,60.682 ,58.111 ,0 ,0 ,4.173 ,53.938 ,2.571 ,2.571 ,0 ,0 ,0 ,0 ,0 ,0 ,-106.523 
166.,TOLMIN,7.456.760 ,1.871.215 ,339.697 ,57.870 ,27.333 ,21.574 ,184 ,309 ,8.471 ,1.376.928 ,81.539 ,1.160 ,100.092 ,10.395 ,10.069 ,875.054 ,680 ,2.078 ,19.291 ,276.569 ,8.817 ,7.545 ,0 ,1.273 ,0 ,87.903 ,0 ,87.903 ,0 ,3.119.851 ,57.298 ,4.699 ,52.600 ,1.235.891 ,0 ,0 ,0 ,0 ,1.782 ,1.234.110 ,206.289 ,206.289 ,1.620.372 ,195.840 ,69.208 ,0 ,1.333.713 ,21.612 ,0 ,0 ,1.380.713 ,1.380.713 ,6.798 ,16.233 ,186.142 ,3.630 ,471.912 ,480.771 ,40.978 ,0 ,174.249 ,1.084.982 ,43.436 ,0 ,0 ,0 ,43.436 ,1.041.546 ,83.041 ,958.504 ,0 ,0 ,0 ,0 ,0 ,-69.467 
167.,TRBOVLJE,10.831.501 ,2.434.347 ,598.381 ,104.373 ,47.142 ,37.732 ,317 ,534 ,18.649 ,1.728.555 ,269.634 ,30.896 ,224.787 ,17.230 ,5.429 ,841.199 ,36.409 ,16.471 ,26.732 ,259.769 ,3.038 ,3.038 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4.251.435 ,12.352 ,0 ,12.352 ,1.635.082 ,0 ,0 ,64.134 ,0 ,0 ,1.570.948 ,407.148 ,407.148 ,2.196.854 ,0 ,205.863 ,0 ,1.951.440 ,39.551 ,0 ,0 ,2.452.287 ,2.452.287 ,57.002 ,0 ,37.402 ,10.591 ,582.394 ,744.796 ,777.420 ,0 ,242.681 ,1.693.432 ,423.389 ,0 ,0 ,0 ,423.389 ,1.270.043 ,0 ,1.232.841 ,0 ,5.329 ,0 ,31.873 ,0 ,-168.874 
168.,TREBNJE,10.759.452 ,2.498.243 ,513.595 ,88.616 ,41.612 ,33.275 ,346 ,472 ,12.911 ,1.725.083 ,135.962 ,42 ,194.508 ,7.182 ,5.158 ,771.925 ,42.126 ,0 ,28.505 ,539.676 ,11.826 ,11.826 ,0 ,0 ,0 ,159.122 ,0 ,159.122 ,0 ,3.769.838 ,172.676 ,99.495 ,73.181 ,2.099.286 ,0 ,0 ,3.960 ,0 ,9.135 ,2.086.192 ,562.444 ,562.444 ,935.432 ,2.833 ,113.612 ,0 ,818.987 ,0 ,0 ,0 ,2.490.402 ,2.490.402 ,6.785 ,0 ,59.335 ,3.522 ,1.930.621 ,294.579 ,149.821 ,0 ,45.739 ,2.000.968 ,311.730 ,41.679 ,835 ,0 ,269.216 ,1.689.238 ,176.657 ,1.494.333 ,0 ,0 ,18.248 ,0 ,0 ,364.659 
169.,TRNOVSKA VAS,742.251 ,186.338 ,69.584 ,12.356 ,5.863 ,4.261 ,38 ,63 ,2.132 ,104.348 ,12.873 ,4.874 ,15.127 ,0 ,2.374 ,28.109 ,0 ,0 ,1.732 ,39.259 ,50 ,50 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,142.126 ,1.398 ,0 ,1.398 ,82.478 ,0 ,363 ,0 ,0 ,0 ,82.115 ,13.136 ,13.136 ,45.114 ,2.024 ,9.907 ,0 ,33.183 ,0 ,0 ,0 ,397.843 ,397.843 ,0 ,0 ,6.660 ,0 ,269.717 ,0 ,100.572 ,0 ,20.894 ,15.945 ,13.858 ,13.858 ,0 ,0 ,0 ,2.086 ,2.086 ,0 ,0 ,0 ,0 ,0 ,0 ,16.662 
170.,TRZIN,4.157.101 ,876.863 ,146.688 ,61.921 ,39.471 ,21.802 ,324 ,324 ,0 ,666.430 ,76.963 ,216.863 ,102.941 ,0 ,2.304 ,131.268 ,1.353 ,0 ,0 ,134.736 ,1.824 ,1.824 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,716.051 ,2.263 ,1.022 ,1.241 ,48.903 ,0 ,0 ,0 ,0 ,10.023 ,38.881 ,149.310 ,149.310 ,515.574 ,2.406 ,30.098 ,0 ,483.070 ,0 ,0 ,0 ,2.424.925 ,2.424.925 ,0 ,0 ,373.495 ,0 ,1.773.229 ,168.281 ,63.682 ,0 ,46.239 ,139.262 ,139.262 ,0 ,0 ,0 ,139.262 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1.024.643 
171.,TRŽIČ,8.605.536 ,2.838.760 ,489.592 ,76.594 ,36.533 ,28.973 ,246 ,411 ,10.432 ,2.202.501 ,355.753 ,49.025 ,140.989 ,29.679 ,6.632 ,1.184.630 ,60.269 ,5.228 ,22.979 ,347.317 ,29.951 ,29.951 ,0 ,0 ,0 ,40.122 ,0 ,40.122 ,0 ,2.742.196 ,27.655 ,0 ,27.655 ,520.383 ,0 ,0 ,0 ,0 ,0 ,520.383 ,320.823 ,320.823 ,1.873.334 ,108.417 ,94.253 ,13.537 ,1.657.126 ,0 ,0 ,0 ,2.894.942 ,2.894.942 ,0 ,24.910 ,491.552 ,1.352 ,406.423 ,1.608.906 ,200.203 ,0 ,161.595 ,129.638 ,84.691 ,0 ,0 ,0 ,84.691 ,44.948 ,44.948 ,0 ,0 ,0 ,0 ,0 ,0 ,-899.364 
172.,TURNIŠČE,1.662.569 ,222.131 ,119.003 ,10.956 ,8.992 ,0 ,0 ,0 ,1.964 ,71.774 ,19.994 ,0 ,20.526 ,3.427 ,187 ,15.075 ,454 ,0 ,2.919 ,9.193 ,0 ,0 ,0 ,0 ,0 ,20.398 ,7.879 ,12.519 ,0 ,728.521 ,21.848 ,0 ,21.848 ,234.015 ,2.595 ,0 ,57.669 ,0 ,18.561 ,155.190 ,129.765 ,129.765 ,342.893 ,60.923 ,0 ,0 ,239.473 ,42.497 ,0 ,0 ,705.475 ,705.475 ,0 ,0 ,2.658 ,0 ,651.953 ,46.691 ,0 ,0 ,4.173 ,6.442 ,0 ,0 ,0 ,0 ,0 ,6.442 ,0 ,0 ,0 ,0 ,0 ,6.442 ,0 ,25.997 
173.,MESTNA OBČINA VELENJE,22.158.623 ,3.929.001 ,1.413.317 ,238.062 ,111.960 ,89.695 ,759 ,1.265 ,34.383 ,2.176.439 ,623.330 ,12.546 ,359.515 ,28.775 ,18.133 ,286.173 ,23.544 ,0 ,63.380 ,761.043 ,59.453 ,0 ,0 ,59.453 ,0 ,41.729 ,0 ,41.729 ,0 ,7.908.549 ,12.119 ,0 ,12.119 ,1.175.078 ,0 ,0 ,69.843 ,0 ,0 ,1.105.234 ,793.433 ,793.433 ,5.927.920 ,17.827 ,335.925 ,26.232 ,3.922.686 ,1.625.250 ,0 ,0 ,6.518.381 ,6.518.381 ,2.852.445 ,39.366 ,266.889 ,3.446 ,2.107.620 ,616.421 ,310.806 ,0 ,321.389 ,3.802.692 ,1.892.297 ,41.729 ,0 ,0 ,1.850.568 ,1.910.395 ,302.245 ,1.605.997 ,0 ,0 ,2.152 ,0 ,0 ,-697.113 
174.,VELIKA POLANA,764.879 ,225.994 ,73.894 ,12.877 ,6.030 ,5.176 ,38 ,68 ,1.565 ,139.223 ,18.964 ,6.428 ,50.830 ,878 ,9.259 ,29.313 ,0 ,0 ,1.734 ,21.816 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,320.438 ,6.641 ,0 ,6.641 ,61.878 ,0 ,83 ,7.379 ,0 ,0 ,54.416 ,97.753 ,97.753 ,154.166 ,0 ,23.695 ,6.939 ,123.531 ,0 ,0 ,0 ,177.032 ,177.032 ,0 ,250 ,18.487 ,0 ,120.024 ,14.920 ,0 ,0 ,23.350 ,41.414 ,41.414 ,5.567 ,0 ,501 ,35.347 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,65.778 
175.,VELIKE LAŠČE,2.376.461 ,299.069 ,137.081 ,22.843 ,10.507 ,8.417 ,71 ,117 ,3.731 ,118.887 ,73.464 ,0 ,15.436 ,334 ,3.100 ,376 ,0 ,0 ,6.501 ,19.675 ,3.568 ,0 ,0 ,3.568 ,0 ,16.692 ,16.692 ,0 ,0 ,1.295.493 ,57.783 ,0 ,57.783 ,538.428 ,0 ,0 ,0 ,0 ,0 ,538.428 ,45.664 ,45.664 ,653.618 ,0 ,0 ,0 ,653.618 ,0 ,0 ,0 ,366.471 ,366.471 ,0 ,13.145 ,12.047 ,0 ,311.601 ,2.750 ,26.928 ,0 ,0 ,415.427 ,382.223 ,0 ,0 ,0 ,382.223 ,33.204 ,0 ,33.204 ,0 ,0 ,0 ,0 ,0 ,-103.777 
176.,VERŽEJ,907.868 ,142.827 ,58.617 ,9.248 ,4.545 ,3.641 ,31 ,51 ,979 ,70.818 ,4.496 ,143 ,25.337 ,886 ,3.551 ,6.713 ,0 ,0 ,2.880 ,26.813 ,2.666 ,0 ,0 ,2.666 ,0 ,1.478 ,1.478 ,0 ,0 ,290.730 ,0 ,0 ,0 ,139.492 ,0 ,612 ,0 ,0 ,0 ,138.881 ,33.606 ,33.606 ,117.632 ,0 ,8.109 ,239 ,109.284 ,0 ,0 ,0 ,417.887 ,417.887 ,0 ,0 ,10.460 ,0 ,397.751 ,0 ,0 ,0 ,9.676 ,56.424 ,11.741 ,0 ,0 ,0 ,11.741 ,44.683 ,17.318 ,26.879 ,0 ,0 ,486 ,0 ,0 ,23.843 
177.,VIDEM,2.839.338 ,758.680 ,199.933 ,33.918 ,17.113 ,12.252 ,104 ,179 ,4.269 ,506.159 ,52.988 ,5.629 ,61.463 ,14.626 ,5.199 ,235.040 ,0 ,6.259 ,10.645 ,114.309 ,18.670 ,18.670 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,965.607 ,18.357 ,0 ,18.357 ,590.632 ,0 ,709 ,3.121 ,0 ,0 ,586.801 ,98.406 ,98.406 ,258.212 ,35.499 ,75.989 ,1.778 ,141.930 ,0 ,3.017 ,0 ,1.028.376 ,1.028.376 ,0 ,0 ,126.736 ,0 ,832.895 ,5.938 ,6.051 ,0 ,56.756 ,86.676 ,12.623 ,12.623 ,0 ,0 ,0 ,74.053 ,48.773 ,25.280 ,0 ,0 ,0 ,0 ,0 ,153.539 
178.,VIPAVA,4.147.217 ,578.639 ,119.901 ,23.289 ,12.369 ,7.908 ,67 ,113 ,2.833 ,419.104 ,34.773 ,1.060 ,42.263 ,0 ,1.565 ,196.745 ,0 ,1.669 ,6.385 ,134.644 ,0 ,0 ,0 ,0 ,0 ,16.345 ,10.704 ,5.642 ,0 ,1.121.733 ,10.432 ,0 ,10.432 ,632.094 ,522 ,6.885 ,8.242 ,0 ,0 ,616.446 ,136.755 ,136.755 ,342.451 ,77.487 ,24.328 ,0 ,213.750 ,0 ,26.886 ,0 ,2.196.591 ,2.196.591 ,48.101 ,0 ,13.045 ,0 ,1.545.426 ,497.404 ,0 ,0 ,92.614 ,250.255 ,16.692 ,16.692 ,0 ,0 ,0 ,233.563 ,25.033 ,208.529 ,0 ,0 ,0 ,0 ,0 ,184.694 
179.,VITANJE,1.104.411 ,535.991 ,105.337 ,16.383 ,8.308 ,6.656 ,58 ,92 ,1.269 ,414.271 ,32.173 ,17.205 ,69.821 ,2.888 ,1.473 ,239.818 ,0 ,0 ,5.346 ,45.547 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,370.961 ,23.973 ,0 ,23.973 ,227.975 ,16.592 ,0 ,330 ,0 ,0 ,211.054 ,53.355 ,53.355 ,65.657 ,0 ,0 ,0 ,65.657 ,0 ,0 ,0 ,189.947 ,189.947 ,5.037 ,0 ,551 ,718 ,151.118 ,7.215 ,4.169 ,926 ,20.214 ,7.511 ,0 ,0 ,0 ,0 ,0 ,7.511 ,7.511 ,0 ,0 ,0 ,0 ,0 ,0 ,84.080 
