125.,RADEČE,2.204.473 ,1.470.193 ,1.192.105 ,968.198 ,968.198 ,94.813 ,79.932 ,0 ,1.415 ,13.466 ,129.094 ,947 ,0 ,0 ,128.146 ,0 ,0 ,278.088 ,204.932 ,0 ,150 ,2.804 ,201.978 ,7.056 ,7.056 ,922 ,922 ,17.263 ,17.263 ,47.914 ,47.914 ,87.402 ,12.556 ,12.556 ,0 ,0 ,0 ,0 ,74.846 ,74.846 ,0 ,0 ,6.259 ,6.259 ,6.259 ,0 ,0 ,0 ,0 ,640.619 ,640.619 ,640.619 ,0 ,0 ,0 
126.,RADENCI,2.476.601 ,1.986.108 ,1.596.382 ,1.193.098 ,1.193.098 ,173.305 ,141.446 ,8 ,5.298 ,26.552 ,229.980 ,1.939 ,0 ,0 ,228.041 ,0 ,0 ,389.725 ,86.232 ,0 ,0 ,2.013 ,84.219 ,8.276 ,8.276 ,7.643 ,7.643 ,0 ,0 ,287.574 ,287.574 ,21.911 ,12.427 ,12.427 ,0 ,0 ,0 ,0 ,9.484 ,0 ,9.484 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,468.583 ,468.583 ,403.903 ,0 ,0 ,64.680 
127.,RADLJE OB DRAVI,3.157.678 ,2.096.478 ,1.965.648 ,1.084.777 ,1.084.777 ,685.812 ,410.845 ,0 ,223.715 ,51.252 ,195.059 ,3.422 ,0 ,0 ,191.637 ,0 ,0 ,130.830 ,51.093 ,3.063 ,0 ,7.202 ,40.828 ,10.462 ,10.462 ,154 ,154 ,57.365 ,57.365 ,11.755 ,11.755 ,33.488 ,20.835 ,20.835 ,0 ,0 ,0 ,0 ,12.652 ,0 ,12.652 ,0 ,3.313 ,3.313 ,3.313 ,0 ,0 ,0 ,0 ,1.024.399 ,1.024.399 ,1.024.399 ,0 ,0 ,0 
128.,RADOVLJICA,9.294.917 ,7.702.817 ,7.000.292 ,5.123.151 ,5.123.151 ,1.034.139 ,749.399 ,0 ,46.541 ,238.199 ,843.002 ,30.220 ,0 ,0 ,812.782 ,0 ,0 ,702.525 ,422.626 ,0 ,12.439 ,29.761 ,380.425 ,28.564 ,28.564 ,15.110 ,15.110 ,35.825 ,35.825 ,200.401 ,200.401 ,921.824 ,710.795 ,709.055 ,1.740 ,0 ,0 ,0 ,211.029 ,0 ,211.029 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,670.276 ,670.276 ,627.612 ,42.664 ,0 ,0 
129.,RAVNE NA KOROŠKEM,6.199.862 ,4.838.633 ,4.107.394 ,2.891.187 ,2.891.187 ,619.771 ,470.831 ,417 ,23.840 ,124.683 ,596.436 ,49.566 ,0 ,0 ,546.870 ,0 ,0 ,731.239 ,427.253 ,29 ,4.615 ,88.808 ,333.801 ,17.522 ,17.522 ,1.886 ,1.886 ,109.339 ,109.339 ,175.238 ,175.238 ,219.625 ,171.603 ,25.234 ,0 ,0 ,146.370 ,0 ,48.022 ,0 ,48.022 ,0 ,7.311 ,7.311 ,7.311 ,0 ,0 ,0 ,0 ,1.134.293 ,1.134.293 ,967.927 ,25.580 ,0 ,140.786 
130.,RAZKRIŽJE,558.094 ,236.327 ,178.840 ,128.956 ,128.956 ,19.920 ,14.217 ,0 ,443 ,5.260 ,29.964 ,168 ,0 ,0 ,29.797 ,0 ,0 ,57.487 ,5.490 ,0 ,0 ,1.343 ,4.148 ,2.055 ,2.055 ,56 ,56 ,17.268 ,17.268 ,32.618 ,32.618 ,990 ,990 ,990 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,320.776 ,320.776 ,319.526 ,1.250 ,0 ,0 
131.,RIBNICA,4.937.807 ,2.609.318 ,2.233.680 ,1.832.202 ,1.832.202 ,200.951 ,112.844 ,0 ,14.196 ,73.911 ,200.526 ,3.952 ,0 ,0 ,196.574 ,0 ,0 ,375.638 ,210.178 ,53.568 ,0 ,28.781 ,127.829 ,16.817 ,16.817 ,371 ,371 ,53.564 ,53.564 ,94.709 ,94.709 ,149.186 ,70.635 ,70.635 ,0 ,0 ,0 ,0 ,78.551 ,0 ,78.551 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.179.302 ,2.179.302 ,2.053.017 ,81.994 ,0 ,44.291 
132.,RIBNICA NA POHORJU,769.237 ,256.072 ,206.385 ,141.337 ,141.337 ,22.187 ,8.776 ,0 ,10.345 ,3.067 ,42.860 ,0 ,0 ,0 ,42.860 ,0 ,0 ,49.687 ,44.208 ,0 ,626 ,146 ,43.436 ,2.475 ,2.475 ,0 ,0 ,484 ,484 ,2.520 ,2.520 ,4.778 ,534 ,534 ,0 ,0 ,0 ,4.244 ,0 ,0 ,0 ,0 ,2.708 ,2.708 ,2.708 ,0 ,0 ,0 ,0 ,505.679 ,505.679 ,505.679 ,0 ,0 ,0 
133.,ROGAŠKA SLATINA,5.244.513 ,3.664.764 ,3.158.980 ,2.069.479 ,2.069.479 ,623.535 ,501.561 ,4 ,13.754 ,108.216 ,465.966 ,29.891 ,0 ,0 ,436.075 ,0 ,0 ,505.784 ,189.989 ,0 ,0 ,3.063 ,186.926 ,20.063 ,20.063 ,12.394 ,12.394 ,0 ,0 ,283.338 ,283.338 ,55.571 ,30.909 ,30.909 ,0 ,0 ,0 ,0 ,24.662 ,0 ,24.662 ,0 ,3.363 ,3.363 ,2.863 ,501 ,0 ,0 ,0 ,1.520.815 ,1.520.815 ,1.462.414 ,58.400 ,0 ,0 
134.,ROGAŠOVCI,1.373.969 ,352.984 ,323.944 ,269.262 ,269.262 ,6.218 ,0 ,0 ,2.041 ,4.177 ,48.464 ,32.432 ,0 ,0 ,16.032 ,0 ,0 ,29.039 ,8.008 ,1.840 ,0 ,1.890 ,4.277 ,7.031 ,7.031 ,46 ,46 ,931 ,931 ,13.024 ,13.024 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.020.986 ,1.020.986 ,1.005.496 ,15.490 ,0 ,0 
135.,ROGATEC,2.016.567 ,897.976 ,645.360 ,455.988 ,455.988 ,120.356 ,101.790 ,0 ,6.168 ,12.398 ,69.016 ,4.419 ,0 ,0 ,64.597 ,0 ,0 ,252.616 ,102.729 ,0 ,0 ,1.982 ,100.747 ,6.823 ,6.823 ,1.102 ,1.102 ,689 ,689 ,141.274 ,141.274 ,158.584 ,92.130 ,92.130 ,0 ,0 ,0 ,0 ,66.454 ,0 ,66.454 ,0 ,7.595 ,7.595 ,0 ,7.595 ,0 ,0 ,0 ,952.412 ,952.412 ,943.169 ,0 ,0 ,9.243 
136.,RUŠE,4.623.398 ,2.931.898 ,2.619.371 ,1.505.692 ,1.505.692 ,766.704 ,709.681 ,129 ,3.706 ,53.188 ,346.975 ,1.369 ,0 ,0 ,345.606 ,0 ,0 ,312.527 ,246.587 ,0 ,7.419 ,52.416 ,186.751 ,13.750 ,13.750 ,768 ,768 ,14.259 ,14.259 ,37.164 ,37.164 ,292.426 ,38.174 ,38.174 ,0 ,0 ,0 ,0 ,254.252 ,0 ,254.252 ,0 ,1.156 ,1.156 ,459 ,697 ,0 ,0 ,0 ,1.397.918 ,1.397.918 ,822.150 ,6.789 ,516.491 ,52.487 
137.,SELNICA OB DRAVI,2.190.433 ,1.533.277 ,1.454.759 ,799.527 ,799.527 ,396.825 ,385.005 ,0 ,1.335 ,10.485 ,258.407 ,816 ,0 ,0 ,257.591 ,0 ,0 ,78.518 ,55.824 ,0 ,4.712 ,5.343 ,45.769 ,8.110 ,8.110 ,73 ,73 ,2.834 ,2.834 ,11.677 ,11.677 ,1.856 ,398 ,398 ,0 ,0 ,0 ,0 ,1.458 ,0 ,1.458 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,655.299 ,655.299 ,580.012 ,18.399 ,0 ,56.888 
138.,SEMIČ,2.309.552 ,807.353 ,770.147 ,584.427 ,584.427 ,61.071 ,47.626 ,0 ,5.738 ,7.707 ,124.649 ,743 ,0 ,0 ,123.907 ,0 ,0 ,37.206 ,19.454 ,3.167 ,0 ,985 ,15.302 ,7.111 ,7.111 ,392 ,392 ,392 ,392 ,9.856 ,9.856 ,32.194 ,23.802 ,23.802 ,0 ,0 ,0 ,0 ,8.392 ,250 ,8.141 ,0 ,60.211 ,60.211 ,2.145 ,58.066 ,0 ,0 ,0 ,1.409.794 ,1.409.794 ,1.325.951 ,384 ,0 ,83.459 
139.,SEVNICA,9.005.604 ,4.540.285 ,3.942.105 ,3.228.017 ,3.228.017 ,383.492 ,297.175 ,75 ,10.157 ,76.085 ,330.596 ,2.011 ,0 ,0 ,328.585 ,0 ,0 ,598.181 ,202.762 ,0 ,2.191 ,14.497 ,186.075 ,25.196 ,25.196 ,1.143 ,1.143 ,168.307 ,168.307 ,200.772 ,200.772 ,253.368 ,150.801 ,143.978 ,0 ,192 ,6.631 ,0 ,102.566 ,1.694 ,100.872 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4.211.951 ,4.211.951 ,4.191.917 ,20.034 ,0 ,0 
140.,SEŽANA,9.009.189 ,7.795.610 ,5.146.069 ,3.689.163 ,3.689.163 ,875.513 ,656.497 ,138 ,59.185 ,159.694 ,581.393 ,62.844 ,0 ,0 ,518.549 ,0 ,0 ,2.649.541 ,1.750.709 ,0 ,12.122 ,40.870 ,1.697.717 ,28.222 ,28.222 ,1.252 ,1.252 ,3.860 ,3.860 ,865.498 ,865.498 ,916.020 ,687.231 ,687.231 ,0 ,0 ,0 ,0 ,228.789 ,0 ,220.589 ,8.200 ,584 ,0 ,0 ,0 ,584 ,584 ,0 ,296.975 ,296.975 ,186.221 ,110.754 ,0 ,0 
141.,MESTNA OBČINA SLOVENJ GRADEC,12.836.008 ,8.291.675 ,5.819.016 ,3.993.499 ,3.993.499 ,964.643 ,820.610 ,0 ,10.153 ,133.880 ,860.875 ,21.845 ,0 ,0 ,839.029 ,0 ,0 ,2.472.659 ,1.598.744 ,126.068 ,35.912 ,196.315 ,1.240.448 ,39.109 ,39.109 ,42.309 ,42.309 ,28.872 ,28.872 ,763.625 ,763.625 ,316.312 ,291.266 ,291.266 ,0 ,0 ,0 ,0 ,25.046 ,0 ,25.046 ,0 ,612.711 ,45.397 ,45.397 ,0 ,567.313 ,0 ,567.313 ,3.615.310 ,3.615.310 ,3.492.359 ,122.951 ,0 ,0 
142.,SLOVENSKA BISTRICA,15.255.905 ,8.903.247 ,8.090.715 ,5.671.470 ,5.671.470 ,1.399.028 ,1.184.898 ,0 ,46.966 ,167.163 ,1.020.218 ,118.812 ,0 ,0 ,901.406 ,0 ,0 ,812.531 ,325.547 ,0 ,0 ,8.070 ,317.476 ,52.508 ,52.508 ,20.956 ,20.956 ,0 ,0 ,413.520 ,413.520 ,100.751 ,94.463 ,94.463 ,0 ,0 ,0 ,0 ,6.289 ,0 ,6.289 ,0 ,29.632 ,209 ,209 ,0 ,29.423 ,29.423 ,0 ,6.222.275 ,6.222.275 ,5.934.610 ,287.665 ,0 ,0 
143.,SLOVENSKE KONJICE,6.957.724 ,4.388.416 ,3.693.465 ,2.773.577 ,2.773.577 ,384.982 ,249.228 ,0 ,30.917 ,104.836 ,534.907 ,2.320 ,0 ,0 ,532.586 ,0 ,0 ,694.951 ,211.075 ,0 ,3.902 ,18.482 ,188.691 ,23.214 ,23.214 ,993 ,993 ,121.933 ,121.933 ,337.736 ,337.736 ,92.297 ,70.447 ,69.371 ,0 ,0 ,1.077 ,0 ,21.849 ,0 ,21.849 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.477.011 ,2.477.011 ,2.385.207 ,91.804 ,0 ,0 
144.,SODRAŽICA,1.021.411 ,456.664 ,414.593 ,334.769 ,334.769 ,23.539 ,12.181 ,0 ,6.923 ,4.436 ,56.284 ,0 ,0 ,0 ,56.284 ,0 ,0 ,42.071 ,32.933 ,12.364 ,342 ,505 ,19.721 ,3.551 ,3.551 ,0 ,0 ,835 ,835 ,4.753 ,4.753 ,5.529 ,0 ,0 ,0 ,0 ,0 ,0 ,5.529 ,0 ,5.529 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,559.218 ,559.218 ,504.440 ,54.778 ,0 ,0 
145.,SOLČAVA,517.030 ,111.884 ,94.980 ,59.836 ,59.836 ,6.351 ,2.470 ,0 ,1.732 ,2.149 ,28.793 ,113 ,0 ,0 ,28.681 ,0 ,0 ,16.905 ,13.520 ,0 ,0 ,246 ,13.274 ,2.758 ,2.758 ,0 ,0 ,0 ,0 ,626 ,626 ,413 ,413 ,413 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,125 ,125 ,125 ,0 ,0 ,0 ,0 ,404.607 ,404.607 ,365.774 ,626 ,0 ,38.207 
146.,STARŠE,2.348.506 ,2.339.476 ,2.181.806 ,687.076 ,687.076 ,1.366.354 ,1.351.844 ,4 ,588 ,13.917 ,128.376 ,1.006 ,0 ,0 ,127.370 ,0 ,0 ,157.670 ,67.722 ,5.796 ,0 ,51.273 ,10.653 ,7.528 ,7.528 ,1.903 ,1.903 ,2.404 ,2.404 ,78.113 ,78.113 ,2.771 ,939 ,939 ,0 ,0 ,0 ,0 ,1.832 ,0 ,1.832 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6.259 ,6.259 ,3.109 ,3.151 ,0 ,0 
147.,SVETA ANA,1.207.520 ,436.542 ,328.389 ,188.791 ,188.791 ,58.653 ,54.265 ,0 ,94 ,4.294 ,80.945 ,520 ,0 ,0 ,80.425 ,0 ,0 ,108.154 ,14.171 ,494 ,0 ,3.217 ,10.461 ,3.826 ,3.826 ,760 ,760 ,61.030 ,61.030 ,28.366 ,28.366 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,770.977 ,770.977 ,770.977 ,0 ,0 ,0 
148.,SVETI ANDRAŽ V SLOVENSKIH GORICAH,757.824 ,270.218 ,174.153 ,90.269 ,90.269 ,62.928 ,60.361 ,0 ,530 ,2.036 ,20.956 ,63 ,0 ,0 ,20.894 ,0 ,0 ,96.065 ,27.867 ,0 ,0 ,26.598 ,1.269 ,2.629 ,2.629 ,505 ,505 ,0 ,0 ,65.064 ,65.064 ,2.191 ,2.191 ,2.191 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6.322 ,6.322 ,6.322 ,0 ,0 ,0 ,0 ,479.094 ,479.094 ,464.409 ,960 ,0 ,13.725 
149.,SVETI JURIJ,1.357.995 ,439.827 ,374.247 ,267.712 ,267.712 ,87.024 ,76.416 ,0 ,2.245 ,8.362 ,19.511 ,130 ,0 ,0 ,19.382 ,0 ,0 ,65.580 ,31.590 ,0 ,0 ,2.845 ,28.745 ,5.140 ,5.140 ,1.635 ,1.635 ,0 ,0 ,27.214 ,27.214 ,15.045 ,14.711 ,14.605 ,0 ,0 ,105 ,0 ,334 ,0 ,334 ,0 ,16.491 ,16.491 ,1.208 ,15.283 ,0 ,0 ,0 ,886.633 ,886.633 ,862.345 ,0 ,0 ,24.287 
150.,ŠALOVCI,1.275.709 ,473.526 ,191.847 ,120.703 ,120.703 ,60.825 ,57.353 ,0 ,78 ,3.394 ,10.319 ,698 ,0 ,0 ,9.622 ,0 ,0 ,281.679 ,15.167 ,0 ,0 ,892 ,14.274 ,4.543 ,4.543 ,0 ,0 ,0 ,0 ,261.969 ,261.969 ,31.487 ,31.487 ,26.563 ,4.924 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,770.696 ,770.696 ,661.229 ,0 ,0 ,109.467 
151.,ŠEMPETER - VRTOJBA,6.049.542 ,5.818.588 ,4.530.614 ,2.352.585 ,2.352.585 ,854.014 ,720.641 ,0 ,3.505 ,129.869 ,1.324.015 ,1.500 ,0 ,0 ,1.322.515 ,0 ,0 ,1.287.974 ,1.211.543 ,47.308 ,0 ,54.918 ,1.109.317 ,18.043 ,18.043 ,12.097 ,12.097 ,224 ,224 ,46.067 ,46.067 ,972 ,0 ,0 ,0 ,0 ,0 ,0 ,972 ,0 ,972 ,0 ,7.511 ,7.511 ,7.511 ,0 ,0 ,0 ,0 ,222.471 ,222.471 ,6 ,0 ,0 ,222.465 
152.,ŠENČUR,3.310.324 ,2.792.418 ,2.461.580 ,1.994.175 ,1.994.175 ,176.836 ,121.478 ,0 ,8.388 ,46.970 ,290.569 ,956 ,0 ,0 ,289.614 ,0 ,0 ,330.838 ,173.702 ,0 ,3.847 ,96.002 ,73.852 ,15.064 ,15.064 ,4.665 ,4.665 ,20.835 ,20.835 ,116.571 ,116.571 ,70.481 ,0 ,0 ,0 ,0 ,0 ,0 ,70.481 ,0 ,70.481 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,447.425 ,447.425 ,447.425 ,0 ,0 ,0 
153.,ŠENTILJ,5.432.564 ,3.307.458 ,2.997.566 ,1.378.794 ,1.378.794 ,366.094 ,309.625 ,0 ,5.689 ,50.780 ,1.252.677 ,1.453 ,0 ,0 ,1.251.225 ,0 ,0 ,309.892 ,138.366 ,4.025 ,0 ,9.936 ,124.406 ,14.489 ,14.489 ,215 ,215 ,0 ,0 ,156.821 ,156.821 ,367.476 ,32.411 ,32.411 ,0 ,0 ,0 ,0 ,335.065 ,0 ,335.065 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.757.629 ,1.757.629 ,1.511.887 ,89.570 ,0 ,156.172 
154.,ŠENTJERNEJ,3.800.697 ,1.968.453 ,1.495.689 ,1.113.658 ,1.113.658 ,183.504 ,131.168 ,0 ,12.519 ,39.818 ,198.527 ,2.775 ,0 ,0 ,195.752 ,0 ,0 ,472.763 ,83.897 ,0 ,497 ,24.458 ,58.943 ,10.558 ,10.558 ,3.042 ,3.042 ,0 ,0 ,375.267 ,375.267 ,123.873 ,5.842 ,0 ,5.842 ,0 ,0 ,0 ,118.031 ,6.259 ,15.377 ,96.395 ,18.444 ,18.444 ,18.444 ,0 ,0 ,0 ,0 ,1.689.927 ,1.689.927 ,1.628.384 ,61.542 ,0 ,0 
155.,ŠENTJUR,9.062.924 ,5.444.404 ,4.057.728 ,3.334.794 ,3.334.794 ,328.948 ,196.445 ,38 ,12.819 ,119.646 ,393.987 ,24.508 ,0 ,0 ,369.479 ,0 ,0 ,1.386.676 ,460.737 ,9.222 ,793 ,21.440 ,429.281 ,27.971 ,27.971 ,2.249 ,2.249 ,910 ,910 ,894.809 ,894.809 ,302.725 ,58.834 ,57.820 ,0 ,0 ,1.014 ,0 ,243.891 ,0 ,243.891 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.315.795 ,3.315.795 ,3.315.795 ,0 ,0 ,0 
156.,ŠKOCJAN,1.838.888 ,802.387 ,627.537 ,450.313 ,450.313 ,23.648 ,10.073 ,0 ,280 ,13.295 ,153.576 ,63 ,0 ,0 ,153.514 ,0 ,0 ,174.850 ,126.398 ,0 ,196 ,64.067 ,62.135 ,4.941 ,4.941 ,876 ,876 ,351 ,351 ,42.284 ,42.284 ,9.790 ,0 ,0 ,0 ,0 ,0 ,0 ,9.790 ,0 ,9.790 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.026.711 ,1.026.711 ,787.573 ,0 ,0 ,239.138 
157.,ŠKOFJA LOKA,10.745.719 ,9.938.846 ,8.101.390 ,6.366.283 ,6.366.283 ,1.425.839 ,993.232 ,184 ,126.711 ,305.713 ,309.268 ,7.929 ,0 ,0 ,301.340 ,0 ,0 ,1.837.456 ,1.480.967 ,10.265 ,1.085 ,37.056 ,1.432.561 ,32.269 ,32.269 ,10.937 ,10.937 ,16.750 ,16.750 ,296.532 ,296.532 ,392.351 ,109.347 ,80.980 ,0 ,0 ,28.368 ,34.176 ,248.827 ,0 ,248.827 ,0 ,2.308 ,0 ,0 ,0 ,2.308 ,2.308 ,0 ,412.214 ,412.214 ,382.528 ,29.686 ,0 ,0 
158.,ŠKOFLJICA,5.332.336 ,3.889.697 ,2.794.867 ,2.220.618 ,2.220.618 ,325.643 ,151.072 ,167 ,10.562 ,163.842 ,248.606 ,5.654 ,0 ,0 ,242.952 ,0 ,0 ,1.094.830 ,588.408 ,0 ,0 ,563.754 ,24.654 ,13.854 ,13.854 ,4.795 ,4.795 ,15.035 ,15.035 ,472.738 ,472.738 ,6.247 ,0 ,0 ,0 ,0 ,0 ,0 ,6.247 ,0 ,534 ,5.713 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.436.392 ,1.436.392 ,430.871 ,976.465 ,0 ,29.056 
159.,ŠMARJE PRI JELŠAH,4.809.907 ,2.337.594 ,1.991.045 ,1.479.895 ,1.479.895 ,187.648 ,134.301 ,0 ,9.352 ,43.995 ,323.502 ,4.640 ,0 ,0 ,318.862 ,0 ,0 ,346.549 ,209.948 ,0 ,2.291 ,5.216 ,202.441 ,19.709 ,19.709 ,2.491 ,2.491 ,4.482 ,4.482 ,109.919 ,109.919 ,57.298 ,20.030 ,20.030 ,0 ,0 ,0 ,0 ,37.268 ,11.430 ,15.077 ,10.762 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.415.014 ,2.415.014 ,2.246.933 ,22.918 ,0 ,145.164 
160.,ŠMARTNO OB PAKI,1.374.879 ,984.260 ,801.736 ,654.578 ,654.578 ,76.285 ,66.379 ,0 ,8 ,9.898 ,70.873 ,209 ,0 ,0 ,70.664 ,0 ,0 ,182.524 ,26.540 ,0 ,100 ,9.377 ,17.063 ,4.603 ,4.603 ,651 ,651 ,0 ,0 ,150.730 ,150.730 ,3.860 ,3.860 ,3.860 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,386.759 ,386.759 ,358.630 ,28.130 ,0 ,0 
161.,ŠMARTNO PRI LITIJI,2.706.311 ,1.116.642 ,1.035.747 ,825.316 ,825.316 ,122.610 ,97.003 ,0 ,6.308 ,19.298 ,87.821 ,1.836 ,0 ,0 ,85.985 ,0 ,0 ,80.895 ,24.117 ,0 ,970 ,88 ,23.059 ,5.841 ,5.841 ,596 ,596 ,276 ,276 ,50.065 ,50.065 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19.914 ,19.914 ,0 ,19.914 ,0 ,0 ,0 ,1.569.755 ,1.569.755 ,1.569.755 ,0 ,0 ,0 
162.,ŠOŠTANJ,5.686.876 ,4.874.528 ,3.406.151 ,1.842.001 ,1.842.001 ,716.792 ,633.867 ,0 ,10.704 ,72.221 ,847.359 ,29.966 ,0 ,0 ,817.393 ,0 ,0 ,1.468.378 ,213.529 ,0 ,4 ,30.717 ,182.808 ,15.273 ,15.273 ,2.278 ,2.278 ,25.146 ,25.146 ,1.212.152 ,1.212.152 ,185.733 ,29.002 ,25.872 ,3.130 ,0 ,0 ,0 ,156.731 ,0 ,156.731 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,626.615 ,626.615 ,574.441 ,52.174 ,0 ,0 
163.,ŠTORE,2.112.903 ,1.205.487 ,974.754 ,643.232 ,643.232 ,162.828 ,144.734 ,42 ,4.707 ,13.345 ,168.695 ,1.139 ,0 ,0 ,167.556 ,0 ,0 ,230.734 ,39.305 ,0 ,0 ,184 ,39.121 ,5.921 ,5.921 ,818 ,818 ,300 ,300 ,184.389 ,184.389 ,82.699 ,0 ,0 ,0 ,0 ,0 ,0 ,82.699 ,885 ,81.814 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,824.716 ,824.716 ,824.716 ,0 ,0 ,0 
164.,TABOR,814.810 ,304.265 ,265.202 ,197.567 ,197.567 ,19.776 ,10.733 ,0 ,188 ,8.855 ,47.859 ,238 ,0 ,0 ,47.621 ,0 ,0 ,39.063 ,13.508 ,2.124 ,780 ,401 ,10.203 ,3.025 ,3.025 ,0 ,0 ,2.203 ,2.203 ,20.326 ,20.326 ,141.041 ,141.041 ,141.041 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,369.504 ,369.504 ,369.504 ,0 ,0 ,0 
165.,TIŠINA,2.001.574 ,1.069.671 ,802.507 ,612.282 ,612.282 ,78.799 ,64.381 ,29 ,10.481 ,3.908 ,111.427 ,1.411 ,0 ,0 ,110.016 ,0 ,0 ,267.164 ,29.305 ,3.197 ,0 ,2.934 ,23.174 ,5.800 ,5.800 ,208 ,208 ,110.434 ,110.434 ,121.416 ,121.416 ,30.832 ,243 ,0 ,0 ,243 ,0 ,0 ,30.588 ,417 ,30.171 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,901.071 ,901.071 ,838.499 ,116 ,0 ,62.455 
166.,TOLMIN,7.004.327 ,4.691.429 ,3.704.023 ,2.872.621 ,2.872.621 ,421.207 ,326.060 ,33 ,27.099 ,68.015 ,410.194 ,59.627 ,0 ,0 ,350.568 ,0 ,0 ,987.406 ,771.244 ,0 ,0 ,26.790 ,744.454 ,23.197 ,23.197 ,1.690 ,1.690 ,4.711 ,4.711 ,186.563 ,186.563 ,69.404 ,58.529 ,58.529 ,0 ,0 ,0 ,0 ,10.875 ,42 ,10.833 ,0 ,23.832 ,0 ,0 ,0 ,23.832 ,9.268 ,14.564 ,2.219.663 ,2.219.663 ,2.143.912 ,75.751 ,0 ,0 
167.,TRBOVLJE,9.785.253 ,7.475.230 ,6.579.828 ,4.444.846 ,4.444.846 ,1.268.065 ,1.120.890 ,0 ,21.553 ,125.622 ,866.917 ,21.169 ,0 ,0 ,845.748 ,0 ,0 ,895.401 ,742.614 ,0 ,26.703 ,20.226 ,695.685 ,27.249 ,27.249 ,4.486 ,4.486 ,288 ,288 ,120.764 ,120.764 ,340.436 ,155.070 ,155.070 ,0 ,0 ,0 ,0 ,185.366 ,0 ,185.366 ,0 ,46.570 ,46.570 ,0 ,46.570 ,0 ,0 ,0 ,1.923.018 ,1.923.018 ,1.922.142 ,876 ,0 ,0 
168.,TREBNJE,10.655.521 ,6.309.072 ,5.170.364 ,3.690.711 ,3.690.711 ,733.054 ,552.671 ,0 ,31.602 ,148.782 ,746.599 ,3.401 ,0 ,0 ,743.198 ,0 ,0 ,1.138.708 ,374.466 ,0 ,0 ,166.788 ,207.678 ,29.745 ,29.745 ,8.650 ,8.650 ,110.457 ,110.457 ,615.390 ,615.390 ,313.683 ,24.879 ,24.879 ,0 ,0 ,0 ,0 ,288.804 ,0 ,288.804 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4.032.766 ,4.032.766 ,3.274.257 ,202.145 ,196 ,556.168 
169.,TRNOVSKA VAS,708.108 ,231.143 ,183.187 ,113.483 ,113.483 ,43.586 ,35.474 ,0 ,154 ,7.958 ,26.118 ,63 ,0 ,0 ,26.056 ,0 ,0 ,47.955 ,9.385 ,0 ,0 ,3.167 ,6.218 ,2.345 ,2.345 ,0 ,0 ,0 ,0 ,36.225 ,36.225 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,476.965 ,476.965 ,461.864 ,4.089 ,0 ,11.012 
